uniprot_accession,protein_name,pathway,compound,cid
Q9UHB4,NADPH-dependent diflavin oxidoreductase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9UHJ6,Sedoheptulokinase,Reactome_R-HSA-1430728,caffeine,2519
Q9UHK6,Alpha-methylacyl-CoA racemase,Reactome_R-HSA-1430728,caffeine,2519
Q9UHV7,Mediator of RNA polymerase II transcription subunit 13,Reactome_R-HSA-1430728,caffeine,2519
Q9UHY7,Enolase-phosphatase E1,Reactome_R-HSA-1430728,caffeine,2519
Q9UI09,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,Reactome_R-HSA-1430728,caffeine,2519
Q9UI17,"Dimethylglycine dehydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9UI30,Multifunctional methyltransferase subunit TRM112-like protein,Reactome_R-HSA-1430728,caffeine,2519
Q9UI32,"Glutaminase liver isoform, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9UJ14,Glutathione hydrolase 7,Reactome_R-HSA-1430728,caffeine,2519
Q9UJ83,2-hydroxyacyl-CoA lyase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9UJA2,Cardiolipin synthase (CMP-forming),Reactome_R-HSA-1430728,caffeine,2519
Q9UJM8,2-Hydroxyacid oxidase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9UJS0,"Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9UKG9,Peroxisomal carnitine O-octanoyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q9UKK9,ADP-sugar pyrophosphatase,Reactome_R-HSA-1430728,caffeine,2519
Q9UKL6,Phosphatidylcholine transfer protein,Reactome_R-HSA-1430728,caffeine,2519
Q9UKU7,"Isobutyryl-CoA dehydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9UKX7,Nuclear pore complex protein Nup50,Reactome_R-HSA-1430728,caffeine,2519
Q9UL12,"Sarcosine dehydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9UL63,Muskelin,Reactome_R-HSA-1430728,caffeine,2519
Q9ULK4,Mediator of RNA polymerase II transcription subunit 23,Reactome_R-HSA-1430728,caffeine,2519
Q9ULX7,Carbonic anhydrase 14,Reactome_R-HSA-1430728,caffeine,2519
Q9UMR5,Lysosomal thioesterase PPT2,Reactome_R-HSA-1430728,caffeine,2519
Q9UMX9,Membrane-associated transporter protein,Reactome_R-HSA-1430728,caffeine,2519
Q9UNK4,Group IID secretory phospholipase A2,Reactome_R-HSA-1430728,caffeine,2519
Q9UNP4,"Lactosylceramide alpha-2,3-sialyltransferase",Reactome_R-HSA-1430728,caffeine,2519
Q9UNQ0,Broad substrate specificity ATP-binding cassette transporter ABCG2,Reactome_R-HSA-1430728,caffeine,2519
Q9UNU6,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase,Reactome_R-HSA-1430728,caffeine,2519
Q9UNW1,Multiple inositol polyphosphate phosphatase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9UP65,Cytosolic phospholipase A2 gamma,Reactome_R-HSA-1430728,caffeine,2519
Q9UQ49,Sialidase-3,Reactome_R-HSA-1430728,caffeine,2519
Q9UQK1,Protein phosphatase 1 regulatory subunit 3C,Reactome_R-HSA-1430728,caffeine,2519
Q9Y216,Phosphatidylinositol-3-phosphate phosphatase MTMR7,Reactome_R-HSA-1430728,caffeine,2519
Q9Y217,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR6",Reactome_R-HSA-1430728,caffeine,2519
Q9Y226,Solute carrier family 22 member 13,Reactome_R-HSA-1430728,caffeine,2519
Q9Y227,Ectonucleoside triphosphate diphosphohydrolase 4,Reactome_R-HSA-1430728,caffeine,2519
Q9Y241,"HIG1 domain family member 1A, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9Y251,Heparanase,Reactome_R-HSA-1430728,caffeine,2519
Q9Y259,Choline/ethanolamine kinase,Reactome_R-HSA-1430728,caffeine,2519
Q9Y276,Mitochondrial chaperone BCS1,Reactome_R-HSA-1430728,caffeine,2519
Q9Y289,Sodium-dependent multivitamin transporter,Reactome_R-HSA-1430728,caffeine,2519
Q9Y2C2,Uronyl 2-sulfotransferase,Reactome_R-HSA-1430728,caffeine,2519
Q9Y2D0,"Carbonic anhydrase 5B, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9Y2E5,Epididymis-specific alpha-mannosidase,Reactome_R-HSA-1430728,caffeine,2519
Q9Y2H2,Phosphatidylinositide 4-phosphatase SAC2,Reactome_R-HSA-1430728,caffeine,2519
Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase,Reactome_R-HSA-1430728,caffeine,2519
Q9Y2P5,Long-chain fatty acid transport protein 5,Reactome_R-HSA-1430728,caffeine,2519
Q9Y2Q3,Glutathione S-transferase kappa 1,Reactome_R-HSA-1430728,caffeine,2519
Q9Y2R0,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9Y2S2,Lambda-crystallin homolog,Reactome_R-HSA-1430728,caffeine,2519
Q9Y2T3,Guanine deaminase,Reactome_R-HSA-1430728,caffeine,2519
Q9Y2W1,Thyroid hormone receptor-associated protein 3,Reactome_R-HSA-1430728,caffeine,2519
Q9Y2X0,Mediator of RNA polymerase II transcription subunit 16,Reactome_R-HSA-1430728,caffeine,2519
Q9Y2Z9,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9Y314,Nitric oxide synthase-interacting protein,Reactome_R-HSA-1430728,caffeine,2519
Q9Y315,Deoxyribose-phosphate aldolase,Reactome_R-HSA-1430728,caffeine,2519
Q9Y365,START domain-containing protein 10,Reactome_R-HSA-1430728,caffeine,2519
Q9Y375,"Complex I intermediate-associated protein 30, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9Y3A0,"Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9Y3C7,Mediator of RNA polymerase II transcription subunit 31,Reactome_R-HSA-1430728,caffeine,2519
Q9Y3D0,Cytosolic iron-sulfur assembly component 2B,Reactome_R-HSA-1430728,caffeine,2519
Q9Y3D8,Adenylate kinase isoenzyme 6,Reactome_R-HSA-1430728,caffeine,2519
Q9Y3R4,Sialidase-2,Reactome_R-HSA-1430728,caffeine,2519
Q9Y3Z3,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,Reactome_R-HSA-1430728,caffeine,2519
Q9Y4U1,Cyanocobalamin reductase / alkylcobalamin dealkylase,Reactome_R-HSA-1430728,caffeine,2519
Q9Y5K3,Choline-phosphate cytidylyltransferase B,Reactome_R-HSA-1430728,caffeine,2519
Q9Y5L2,Hypoxia-inducible lipid droplet-associated protein,Reactome_R-HSA-1430728,caffeine,2519
Q9Y5L3,Ectonucleoside triphosphate diphosphohydrolase 2,Reactome_R-HSA-1430728,caffeine,2519
Q9Y5N5,Methyltransferase HEMK2,Reactome_R-HSA-1430728,caffeine,2519
Q9Y5P4-2,CERT1-2,Reactome_R-HSA-1430728,caffeine,2519
Q9Y5U8,Mitochondrial pyruvate carrier 1,Reactome_R-HSA-1430728,caffeine,2519
Q9Y5Y0-1,FLVCR1a,Reactome_R-HSA-1430728,caffeine,2519
Q9Y5Y0-2,FLVCR1-2,Reactome_R-HSA-1430728,caffeine,2519
Q9Y5Y2,Cytosolic Fe-S cluster assembly factor NUBP2,Reactome_R-HSA-1430728,caffeine,2519
Q9Y5Z9,UbiA prenyltransferase domain-containing protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q9Y600,Cysteine sulfinic acid decarboxylase,Reactome_R-HSA-1430728,caffeine,2519
Q9Y617,Phosphoserine aminotransferase,Reactome_R-HSA-1430728,caffeine,2519
Q9Y697-1,NFS1_HUMAN,Reactome_R-HSA-1430728,caffeine,2519
Q9Y697-2,NSF1 isoform 2,Reactome_R-HSA-1430728,caffeine,2519
Q9Y6A2,Cholesterol 24-hydroxylase,Reactome_R-HSA-1430728,caffeine,2519
Q9Y6B6,Small COPII coat GTPase SAR1B,Reactome_R-HSA-1430728,caffeine,2519
Q9Y6E7,"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9Y6K0,Choline/ethanolaminephosphotransferase 1,Reactome_R-HSA-1430728,caffeine,2519
Q9Y6L6,Solute carrier organic anion transporter family member 1B1,Reactome_R-HSA-1430728,caffeine,2519
Q9Y6M9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,Reactome_R-HSA-1430728,caffeine,2519
Q9Y6N1,"Cytochrome c oxidase assembly protein COX11, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9Y6N5,"Sulfide:quinone oxidoreductase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q9Y6Q9,Nuclear receptor coactivator 3,Reactome_R-HSA-1430728,caffeine,2519
Q9Y6X9,ATPase MORC2,Reactome_R-HSA-1430728,caffeine,2519
A6NGU5,Putative glutathione hydrolase 3 proenzyme,Reactome_R-HSA-211859,caffeine,2519
A9YTQ3,Aryl hydrocarbon receptor repressor,Reactome_R-HSA-211859,caffeine,2519
O00170,AH receptor-interacting protein,Reactome_R-HSA-211859,caffeine,2519
O00204-1,SULT2B1-1,Reactome_R-HSA-211859,caffeine,2519
O00204-2,SULT2B1-2,Reactome_R-HSA-211859,caffeine,2519
O00338,Sulfotransferase 1C2,Reactome_R-HSA-211859,caffeine,2519
O14841,5-oxoprolinase,Reactome_R-HSA-211859,caffeine,2519
O14880,"Glutathione S-transferase 3, mitochondrial",Reactome_R-HSA-211859,caffeine,2519
O15217,Glutathione S-transferase A4,Reactome_R-HSA-211859,caffeine,2519
O15528,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",Reactome_R-HSA-211859,caffeine,2519
O43169,Cytochrome b5 type B,Reactome_R-HSA-211859,caffeine,2519
O43488,Aflatoxin B1 aldehyde reductase member 2,Reactome_R-HSA-211859,caffeine,2519
O43704,Sulfotransferase 1B1,Reactome_R-HSA-211859,caffeine,2519
O43708,Maleylacetoacetate isomerase,Reactome_R-HSA-211859,caffeine,2519
O60701,UDP-glucose 6-dehydrogenase,Reactome_R-HSA-211859,caffeine,2519
O60760,Hematopoietic prostaglandin D synthase,Reactome_R-HSA-211859,caffeine,2519
O75106,Amine oxidase [copper-containing] 2,Reactome_R-HSA-211859,caffeine,2519
O75223,Gamma-glutamylcyclotransferase,Reactome_R-HSA-211859,caffeine,2519
O75828,Carbonyl reductase [NADPH] 3,Reactome_R-HSA-211859,caffeine,2519
O75897,Sulfotransferase 1C4,Reactome_R-HSA-211859,caffeine,2519
O95154,Aldo-keto reductase family 7 member A3,Reactome_R-HSA-211859,caffeine,2519
O95861,"3'(2'),5'-bisphosphate nucleotidase 1",Reactome_R-HSA-211859,caffeine,2519
P00325,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,Reactome_R-HSA-211859,caffeine,2519
P00326,Alcohol dehydrogenase 1C,Reactome_R-HSA-211859,caffeine,2519
P00352,Aldehyde dehydrogenase 1A1,Reactome_R-HSA-211859,caffeine,2519
P00387,NADH-cytochrome b5 reductase 3,Reactome_R-HSA-211859,caffeine,2519
P01189,Pro-opiomelanocortin,Reactome_R-HSA-211859,caffeine,2519
P04798,Cytochrome P450 1A1,Reactome_R-HSA-211859,caffeine,2519
P05091,"Aldehyde dehydrogenase, mitochondrial",Reactome_R-HSA-211859,caffeine,2519
P05108,"Cholesterol side-chain cleavage enzyme, mitochondrial",Reactome_R-HSA-211859,caffeine,2519
P05177,Cytochrome P450 1A2,Reactome_R-HSA-211859,caffeine,2519
P07099,Epoxide hydrolase 1,Reactome_R-HSA-211859,caffeine,2519
P07327,Alcohol dehydrogenase 1A,Reactome_R-HSA-211859,caffeine,2519
P08238,Heat shock protein HSP 90-beta,Reactome_R-HSA-211859,caffeine,2519
P08263,Glutathione S-transferase A1,Reactome_R-HSA-211859,caffeine,2519
P08319,All-trans-retinol dehydrogenase [NAD(+)] ADH4,Reactome_R-HSA-211859,caffeine,2519
P08684,Cytochrome P450 3A4,Reactome_R-HSA-211859,caffeine,2519
P08686,Steroid 21-hydroxylase,Reactome_R-HSA-211859,caffeine,2519
P09210,Glutathione S-transferase A2,Reactome_R-HSA-211859,caffeine,2519
P09211,Glutathione S-transferase P,Reactome_R-HSA-211859,caffeine,2519
P09488,Glutathione S-transferase Mu 1,Reactome_R-HSA-211859,caffeine,2519
P0CG29,Glutathione S-transferase theta-2,Reactome_R-HSA-211859,caffeine,2519
P0CG30,Glutathione S-transferase theta-2B,Reactome_R-HSA-211859,caffeine,2519
P0DMM9,Sulfotransferase 1A3,Reactome_R-HSA-211859,caffeine,2519
P0DMN0,Sulfotransferase 1A4,Reactome_R-HSA-211859,caffeine,2519
P10620,Microsomal glutathione S-transferase 1,Reactome_R-HSA-211859,caffeine,2519
P10768,S-formylglutathione hydrolase,Reactome_R-HSA-211859,caffeine,2519
P11245,Arylamine N-acetyltransferase 2,Reactome_R-HSA-211859,caffeine,2519
P11511,Aromatase,Reactome_R-HSA-211859,caffeine,2519
P11766,Alcohol dehydrogenase class-3,Reactome_R-HSA-211859,caffeine,2519
P14550,Aldo-keto reductase family 1 member A1,Reactome_R-HSA-211859,caffeine,2519
P16083,Ribosyldihydronicotinamide dehydrogenase [quinone],Reactome_R-HSA-211859,caffeine,2519
P16435,NADPH--cytochrome P450 reductase,Reactome_R-HSA-211859,caffeine,2519
P16444,Dipeptidase 1,Reactome_R-HSA-211859,caffeine,2519
P18440,Arylamine N-acetyltransferase 1,Reactome_R-HSA-211859,caffeine,2519
P19099,"Cytochrome P450 11B2, mitochondrial",Reactome_R-HSA-211859,caffeine,2519
P19440,Glutathione hydrolase 1 proenzyme,Reactome_R-HSA-211859,caffeine,2519
P19793,Retinoic acid receptor RXR-alpha,Reactome_R-HSA-211859,caffeine,2519
P19801,Diamine oxidase [copper-containing],Reactome_R-HSA-211859,caffeine,2519
P21266,Glutathione S-transferase Mu 3,Reactome_R-HSA-211859,caffeine,2519
P21397,Amine oxidase [flavin-containing] A,Reactome_R-HSA-211859,caffeine,2519
P21964,Catechol O-methyltransferase,Reactome_R-HSA-211859,caffeine,2519
P22309,UDP-glucuronosyltransferase 1A1,Reactome_R-HSA-211859,caffeine,2519
P22310,UDP-glucuronosyltransferase 1A4,Reactome_R-HSA-211859,caffeine,2519
P22570,"NADPH:adrenodoxin oxidoreductase, mitochondrial",Reactome_R-HSA-211859,caffeine,2519
P22760,Arylacetamide deacetylase,Reactome_R-HSA-211859,caffeine,2519
P23219,Prostaglandin G/H synthase 1,Reactome_R-HSA-211859,caffeine,2519
P23526,Adenosylhomocysteinase,Reactome_R-HSA-211859,caffeine,2519
P24557,Thromboxane-A synthase,Reactome_R-HSA-211859,caffeine,2519
P27338,Amine oxidase [flavin-containing] B,Reactome_R-HSA-211859,caffeine,2519
P28161,Glutathione S-transferase Mu 2,Reactome_R-HSA-211859,caffeine,2519
P28332,Alcohol dehydrogenase 6,Reactome_R-HSA-211859,caffeine,2519
P30711,Glutathione S-transferase theta-1,Reactome_R-HSA-211859,caffeine,2519
P30837,"Aldehyde dehydrogenase X, mitochondrial",Reactome_R-HSA-211859,caffeine,2519
P30838,"Aldehyde dehydrogenase, dimeric NADP-preferring",Reactome_R-HSA-211859,caffeine,2519
P31153,S-adenosylmethionine synthase isoform type-2,Reactome_R-HSA-211859,caffeine,2519
P31513,Flavin-containing monooxygenase 3,Reactome_R-HSA-211859,caffeine,2519
P35869,Aryl hydrocarbon receptor,Reactome_R-HSA-211859,caffeine,2519
P36269,Glutathione hydrolase 5 proenzyme,Reactome_R-HSA-211859,caffeine,2519
P40261,Nicotinamide N-methyltransferase,Reactome_R-HSA-211859,caffeine,2519
P40394,All-trans-retinol dehydrogenase [NAD(+)] ADH7,Reactome_R-HSA-211859,caffeine,2519
P46439,Glutathione S-transferase Mu 5,Reactome_R-HSA-211859,caffeine,2519
P48506,Glutamate--cysteine ligase catalytic subunit,Reactome_R-HSA-211859,caffeine,2519
P48507,Glutamate--cysteine ligase regulatory subunit,Reactome_R-HSA-211859,caffeine,2519
P48637,Glutathione synthetase,Reactome_R-HSA-211859,caffeine,2519
P49888,Sulfotransferase 1E1,Reactome_R-HSA-211859,caffeine,2519
P50225,Sulfotransferase 1A1,Reactome_R-HSA-211859,caffeine,2519
P50226,Sulfotransferase 1A2,Reactome_R-HSA-211859,caffeine,2519
P51580,Thiopurine S-methyltransferase,Reactome_R-HSA-211859,caffeine,2519
P78417,Glutathione S-transferase omega-1,Reactome_R-HSA-211859,caffeine,2519
Q01740,Flavin-containing monooxygenase 1,Reactome_R-HSA-211859,caffeine,2519
Q02318,"Sterol 26-hydroxylase, mitochondrial",Reactome_R-HSA-211859,caffeine,2519
Q03013,Glutathione S-transferase Mu 4,Reactome_R-HSA-211859,caffeine,2519
Q03154,Aminoacylase-1,Reactome_R-HSA-211859,caffeine,2519
Q06520,Sulfotransferase 2A1,Reactome_R-HSA-211859,caffeine,2519
Q07973,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",Reactome_R-HSA-211859,caffeine,2519
Q15185,Prostaglandin E synthase 3,Reactome_R-HSA-211859,caffeine,2519
Q15596,Nuclear receptor coactivator 2,Reactome_R-HSA-211859,caffeine,2519
Q15788,Nuclear receptor coactivator 1,Reactome_R-HSA-211859,caffeine,2519
Q16678,Cytochrome P450 1B1,Reactome_R-HSA-211859,caffeine,2519
Q16696,Cytochrome P450 2A13,Reactome_R-HSA-211859,caffeine,2519
Q16772,Glutathione S-transferase A3,Reactome_R-HSA-211859,caffeine,2519
Q16850,Lanosterol 14-alpha demethylase,Reactome_R-HSA-211859,caffeine,2519
Q16851,UTP--glucose-1-phosphate uridylyltransferase,Reactome_R-HSA-211859,caffeine,2519
Q16853,Amine oxidase [copper-containing] 3,Reactome_R-HSA-211859,caffeine,2519
Q5VT66,Mitochondrial amidoxime-reducing component 1,Reactome_R-HSA-211859,caffeine,2519
Q6IMI4,Sulfotransferase 6B1,Reactome_R-HSA-211859,caffeine,2519
Q6NT55,Ultra-long-chain fatty acid omega-hydroxylase,Reactome_R-HSA-211859,caffeine,2519
Q6P531,Glutathione hydrolase 6,Reactome_R-HSA-211859,caffeine,2519
Q6QHF9,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase,Reactome_R-HSA-211859,caffeine,2519
Q6UWW8,Carboxylesterase 3,Reactome_R-HSA-211859,caffeine,2519
Q6V0L0,Cytochrome P450 26C1,Reactome_R-HSA-211859,caffeine,2519
Q6VVX0,Vitamin D 25-hydroxylase,Reactome_R-HSA-211859,caffeine,2519
Q6ZWL3,Cytochrome P450 4V2,Reactome_R-HSA-211859,caffeine,2519
Q76EJ3,Nucleotide sugar transporter SLC35D2,Reactome_R-HSA-211859,caffeine,2519
Q7RTV2,Glutathione S-transferase A5,Reactome_R-HSA-211859,caffeine,2519
Q7Z449,Cytochrome P450 2U1,Reactome_R-HSA-211859,caffeine,2519
Q86WA6,Serine hydrolase BPHL,Reactome_R-HSA-211859,caffeine,2519
Q8NBZ7,UDP-glucuronic acid decarboxylase 1,Reactome_R-HSA-211859,caffeine,2519
Q8NHP1,Aflatoxin B1 aldehyde reductase member 4,Reactome_R-HSA-211859,caffeine,2519
Q969Z3,Mitochondrial amidoxime reducing component 2,Reactome_R-HSA-211859,caffeine,2519
Q96DG6,Carboxymethylenebutenolidase homolog,Reactome_R-HSA-211859,caffeine,2519
Q96HD9,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming),Reactome_R-HSA-211859,caffeine,2519
Q96IU4,Putative protein-lysine deacylase ABHD14B,Reactome_R-HSA-211859,caffeine,2519
Q96KP4,Cytosolic non-specific dipeptidase,Reactome_R-HSA-211859,caffeine,2519
Q96RI1,Bile acid receptor,Reactome_R-HSA-211859,caffeine,2519
Q96SQ9,Cytochrome P450 2S1,Reactome_R-HSA-211859,caffeine,2519
Q99518,Flavin-containing monooxygenase 2,Reactome_R-HSA-211859,caffeine,2519
Q99707,Methionine synthase,Reactome_R-HSA-211859,caffeine,2519
Q99735,Microsomal glutathione S-transferase 2,Reactome_R-HSA-211859,caffeine,2519
Q9BR01,Sulfotransferase 4A1,Reactome_R-HSA-211859,caffeine,2519
Q9H4A9,Dipeptidase 2,Reactome_R-HSA-211859,caffeine,2519
Q9H4Y5,Glutathione S-transferase omega-2,Reactome_R-HSA-211859,caffeine,2519
Q9HAW8,UDP-glucuronosyltransferase 1A10,Reactome_R-HSA-211859,caffeine,2519
Q9HB55,Cytochrome P450 3A43,Reactome_R-HSA-211859,caffeine,2519
Q9HBK9,Arsenite methyltransferase,Reactome_R-HSA-211859,caffeine,2519
Q9NR19,"Acetyl-coenzyme A synthetase, cytoplasmic",Reactome_R-HSA-211859,caffeine,2519
Q9NTN3,Nucleotide sugar transporter SLC35D1,Reactome_R-HSA-211859,caffeine,2519
Q9NUB1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",Reactome_R-HSA-211859,caffeine,2519
Q9NUJ1,"Palmitoyl-protein thioesterase ABHD10, mitochondrial",Reactome_R-HSA-211859,caffeine,2519
Q9NWM0-3,SMOX_HUMAN,Reactome_R-HSA-211859,caffeine,2519
Q9NX62,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase",Reactome_R-HSA-211859,caffeine,2519
Q9NYL5,24-hydroxycholesterol 7-alpha-hydroxylase,Reactome_R-HSA-211859,caffeine,2519
Q9NZ53,Podocalyxin-like protein 2,Reactome_R-HSA-211859,caffeine,2519
Q9NZL9,Methionine adenosyltransferase 2 subunit beta,Reactome_R-HSA-211859,caffeine,2519
Q9UBK8,Methionine synthase reductase,Reactome_R-HSA-211859,caffeine,2519
Q9UI30,Multifunctional methyltransferase subunit TRM112-like protein,Reactome_R-HSA-211859,caffeine,2519
Q9UJ14,Glutathione hydrolase 7,Reactome_R-HSA-211859,caffeine,2519
Q9UNU6,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase,Reactome_R-HSA-211859,caffeine,2519
Q9Y2Q3,Glutathione S-transferase kappa 1,Reactome_R-HSA-211859,caffeine,2519
Q9Y5N5,Methyltransferase HEMK2,Reactome_R-HSA-211859,caffeine,2519
Q9Y6A2,Cholesterol 24-hydroxylase,Reactome_R-HSA-211859,caffeine,2519
A9YTQ3,Aryl hydrocarbon receptor repressor,Reactome_R-HSA-211945,caffeine,2519
O00170,AH receptor-interacting protein,Reactome_R-HSA-211945,caffeine,2519
O15528,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",Reactome_R-HSA-211945,caffeine,2519
O43169,Cytochrome b5 type B,Reactome_R-HSA-211945,caffeine,2519
O75106,Amine oxidase [copper-containing] 2,Reactome_R-HSA-211945,caffeine,2519
O75828,Carbonyl reductase [NADPH] 3,Reactome_R-HSA-211945,caffeine,2519
P00325,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,Reactome_R-HSA-211945,caffeine,2519
P00326,Alcohol dehydrogenase 1C,Reactome_R-HSA-211945,caffeine,2519
P00352,Aldehyde dehydrogenase 1A1,Reactome_R-HSA-211945,caffeine,2519
P00387,NADH-cytochrome b5 reductase 3,Reactome_R-HSA-211945,caffeine,2519
P01189,Pro-opiomelanocortin,Reactome_R-HSA-211945,caffeine,2519
P04798,Cytochrome P450 1A1,Reactome_R-HSA-211945,caffeine,2519
P05091,"Aldehyde dehydrogenase, mitochondrial",Reactome_R-HSA-211945,caffeine,2519
P05108,"Cholesterol side-chain cleavage enzyme, mitochondrial",Reactome_R-HSA-211945,caffeine,2519
P05177,Cytochrome P450 1A2,Reactome_R-HSA-211945,caffeine,2519
P07099,Epoxide hydrolase 1,Reactome_R-HSA-211945,caffeine,2519
P07327,Alcohol dehydrogenase 1A,Reactome_R-HSA-211945,caffeine,2519
P08238,Heat shock protein HSP 90-beta,Reactome_R-HSA-211945,caffeine,2519
P08319,All-trans-retinol dehydrogenase [NAD(+)] ADH4,Reactome_R-HSA-211945,caffeine,2519
P08684,Cytochrome P450 3A4,Reactome_R-HSA-211945,caffeine,2519
P08686,Steroid 21-hydroxylase,Reactome_R-HSA-211945,caffeine,2519
P11511,Aromatase,Reactome_R-HSA-211945,caffeine,2519
P11766,Alcohol dehydrogenase class-3,Reactome_R-HSA-211945,caffeine,2519
P16083,Ribosyldihydronicotinamide dehydrogenase [quinone],Reactome_R-HSA-211945,caffeine,2519
P16435,NADPH--cytochrome P450 reductase,Reactome_R-HSA-211945,caffeine,2519
P19099,"Cytochrome P450 11B2, mitochondrial",Reactome_R-HSA-211945,caffeine,2519
P19793,Retinoic acid receptor RXR-alpha,Reactome_R-HSA-211945,caffeine,2519
P19801,Diamine oxidase [copper-containing],Reactome_R-HSA-211945,caffeine,2519
P21397,Amine oxidase [flavin-containing] A,Reactome_R-HSA-211945,caffeine,2519
P22570,"NADPH:adrenodoxin oxidoreductase, mitochondrial",Reactome_R-HSA-211945,caffeine,2519
P22760,Arylacetamide deacetylase,Reactome_R-HSA-211945,caffeine,2519
P23219,Prostaglandin G/H synthase 1,Reactome_R-HSA-211945,caffeine,2519
P24557,Thromboxane-A synthase,Reactome_R-HSA-211945,caffeine,2519
P27338,Amine oxidase [flavin-containing] B,Reactome_R-HSA-211945,caffeine,2519
P28332,Alcohol dehydrogenase 6,Reactome_R-HSA-211945,caffeine,2519
P30837,"Aldehyde dehydrogenase X, mitochondrial",Reactome_R-HSA-211945,caffeine,2519
P30838,"Aldehyde dehydrogenase, dimeric NADP-preferring",Reactome_R-HSA-211945,caffeine,2519
P31513,Flavin-containing monooxygenase 3,Reactome_R-HSA-211945,caffeine,2519
P35869,Aryl hydrocarbon receptor,Reactome_R-HSA-211945,caffeine,2519
P40394,All-trans-retinol dehydrogenase [NAD(+)] ADH7,Reactome_R-HSA-211945,caffeine,2519
Q01740,Flavin-containing monooxygenase 1,Reactome_R-HSA-211945,caffeine,2519
Q02318,"Sterol 26-hydroxylase, mitochondrial",Reactome_R-HSA-211945,caffeine,2519
Q07973,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",Reactome_R-HSA-211945,caffeine,2519
Q15185,Prostaglandin E synthase 3,Reactome_R-HSA-211945,caffeine,2519
Q15596,Nuclear receptor coactivator 2,Reactome_R-HSA-211945,caffeine,2519
Q15788,Nuclear receptor coactivator 1,Reactome_R-HSA-211945,caffeine,2519
Q16678,Cytochrome P450 1B1,Reactome_R-HSA-211945,caffeine,2519
Q16850,Lanosterol 14-alpha demethylase,Reactome_R-HSA-211945,caffeine,2519
Q16853,Amine oxidase [copper-containing] 3,Reactome_R-HSA-211945,caffeine,2519
Q5VT66,Mitochondrial amidoxime-reducing component 1,Reactome_R-HSA-211945,caffeine,2519
Q6NT55,Ultra-long-chain fatty acid omega-hydroxylase,Reactome_R-HSA-211945,caffeine,2519
Q6QHF9,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase,Reactome_R-HSA-211945,caffeine,2519
Q6UWW8,Carboxylesterase 3,Reactome_R-HSA-211945,caffeine,2519
Q6V0L0,Cytochrome P450 26C1,Reactome_R-HSA-211945,caffeine,2519
Q6VVX0,Vitamin D 25-hydroxylase,Reactome_R-HSA-211945,caffeine,2519
Q6ZWL3,Cytochrome P450 4V2,Reactome_R-HSA-211945,caffeine,2519
Q7Z449,Cytochrome P450 2U1,Reactome_R-HSA-211945,caffeine,2519
Q86WA6,Serine hydrolase BPHL,Reactome_R-HSA-211945,caffeine,2519
