compound,geneid,description,symbol,uniprot_accession,uniprot_accessions
caffeine,4641,myosin IC,MYO1C,O00159,O00159;F5H6E2
caffeine,4650,myosin IXB,MYO9B,Q13459,Q13459;B0I1T6;Q8WVD2
caffeine,4650,myosin IXB,MYO9B,Q13459,Q13459;B0I1T6;Q8WVD2
caffeine,8260,"N-alpha-acetyltransferase 10, NatA catalytic subunit",NAA10,P41227,P41227;B7Z9N2
caffeine,4673,nucleosome assembly protein 1 like 1,NAP1L1,P55209,P55209;B7Z2V4;F5H4R6;F8W543;Q9H2B0
caffeine,4683,nibrin,NBN,O60934,O60934;A0A0C4DG07
caffeine,64151,non-SMC condensin I complex subunit G,NCAPG,Q9BPX3,Q9BPX3
caffeine,4690,NCK adaptor protein 1,NCK1,P16333,P16333;A0A0S2Z4Y3
caffeine,4691,nucleolin,NCL,P19338,P19338;B3KM80
caffeine,4691,nucleolin,NCL,P19338,P19338;B3KM80
caffeine,57727,nuclear receptor coactivator 5,NCOA5,Q9HCD5,Q9HCD5
caffeine,374383,natural killer cell cytotoxicity receptor 3 ligand 1,NCR3LG1,Q68D85,Q68D85
caffeine,57447,NDRG family member 2,NDRG2,Q9UN36,Q9UN36
caffeine,4703,nebulin,NEB,P20929,P20929;Q05C45;Q96MF8
caffeine,23327,NEDD4 like E3 ubiquitin protein ligase,NEDD4L,Q96PU5,Q96PU5;A0A1B0GVY1;B7Z2P9;B7Z6K0
caffeine,4750,NIMA related kinase 1,NEK1,Q96PY6,Q96PY6;A0A8I5KUL6
caffeine,91754,NIMA related kinase 9,NEK9,Q8TD19,Q8TD19;A0A7I2V454;A0A7I2V5R1;Q6PKF2
caffeine,7936,negative elongation factor complex member E,NELFE,P18615,P18615;A0A1U9X830
caffeine,63973,neurogenin 2,NEUROG2,Q9H2A3,Q9H2A3
caffeine,84901,nuclear factor of activated T cells 2 interacting protein,NFATC2IP,Q8NCF5,Q8NCF5
caffeine,4780,NFE2 like bZIP transcription factor 2,NFE2L2,Q16236,Q16236;A0A8V8TN14;A0A8V8TPA8
caffeine,4790,nuclear factor kappa B subunit 1,NFKB1,P19838,P19838
caffeine,4790,nuclear factor kappa B subunit 1,NFKB1,P19838,P19838
caffeine,4794,NFKB inhibitor epsilon,NFKBIE,O00221,O00221;Q7LC14;Q96F31
caffeine,25983,neuroguidin,NGDN,Q8NEJ9,Q8NEJ9
caffeine,57224,NHS like 1,NHSL1,Q5SYE7,Q5SYE7;H0YDF6
caffeine,51199,ninein,NIN,Q8N4C6,Q8N4C6;C9J066;E9PN67;Q5XUU0
caffeine,85407,NKD inhibitor of Wnt signaling pathway 1,NKD1,Q969G9,Q969G9
caffeine,51068,NMD3 ribosome export adaptor,NMD3,Q96D46,Q96D46;C9JA08
caffeine,79159,nucleolar protein 12,NOL12,Q9UGY1,Q9UGY1
caffeine,9221,nucleolar and coiled-body phosphoprotein 1,NOLC1,Q14978,Q14978;B2RAU8;Q96J17
caffeine,10528,NOP56 ribonucleoprotein,NOP56,O00567,O00567
caffeine,4862,neuronal PAS domain protein 2,NPAS2,Q99743,Q99743;A2I2P5
caffeine,10361,nucleophosmin/nucleoplasmin 2,NPM2,Q86SE8,Q86SE8
caffeine,404039,nephrosin,NPSN,F1REP3,F1REP3;Q05AP0
caffeine,10062,nuclear receptor subfamily 1 group H member 3,NR1H3,Q13133,Q13133;B4DXU5;B5MBY7;F1D8N1
caffeine,4897,neuronal cell adhesion molecule,NRCAM,Q92823,Q92823;A0A1S5UZH4;B7Z670;C9JYY6;Q14CA1
caffeine,10412,NSA2 ribosome biogenesis factor,NSA2,O95478,O95478;A0A0A0MQZ6;Q5J7U2
caffeine,80824,dual specificity phosphatase 16,DUSP16,Q9BY84,Q9BY84
caffeine,6860,synaptotagmin 4,SYT4,Q9H2B2,Q9H2B2
caffeine,10454,TGF-beta activated kinase 1 (MAP3K7) binding protein 1,TAB1,Q15750,Q15750;A8K6K3
caffeine,10460,transforming acidic coiled-coil containing protein 3,TACC3,Q9Y6A5,Q9Y6A5;A0A087WUE2
caffeine,85403,ELL associated factor 1,EAF1,Q96JC9,Q96JC9
caffeine,84650,EBP like,EBPL,Q9BY08,Q9BY08;A0A0A0MRV2
caffeine,8148,TATA-box binding protein associated factor 15,TAF15,Q92804,Q92804
caffeine,83860,TATA-box binding protein associated factor 3,TAF3,Q5VWG9,Q5VWG9;A0A8I5KR98
caffeine,6879,TATA-box binding protein associated factor 7,TAF7,Q15545,Q15545
caffeine,80153,enhancer of mRNA decapping 3,EDC3,Q96F86,Q96F86
caffeine,6876,transgelin,TAGLN,Q01995,Q01995;Q5U0D2
caffeine,9344,TAO kinase 2,TAOK2,Q9UL54,Q9UL54
caffeine,6897,threonyl-tRNA synthetase 1,TARS1,P26639,P26639
caffeine,26000,TBC1 domain family member 10B,TBC1D10B,Q4KMP7,Q4KMP7
caffeine,55633,TBC1 domain family member 22B,TBC1D22B,Q9NU19,Q9NU19
caffeine,9779,TBC1 domain family member 5,TBC1D5,Q92609,Q92609;B9A6K1
caffeine,158078,eukaryotic translation elongation factor 1 alpha 1 pseudogene 5,EEF1A1P5,,
caffeine,9238,transforming growth factor beta regulator 4,TBRG4,Q969Z0,Q969Z0;B3KM73;B3KRS4;B4DU42
caffeine,79180,EF-hand domain family member D2,EFHD2,Q96C19,Q96C19;A0A024QZ77
caffeine,9343,elongation factor Tu GTP binding domain containing 2,EFTUD2,Q15029,Q15029;B3KX19
caffeine,79921,transcription elongation factor A like 4,TCEAL4,Q96EI5,Q96EI5;A0A384NKK0
caffeine,6929,transcription factor 3,TCF3,P15923,P15923
caffeine,30844,EH domain containing 4,EHD4,Q9H223,Q9H223;A8K9B9
caffeine,83939,eukaryotic translation initiation factor 2A,EIF2A,Q9BY44,Q9BY44;F8WAE5
caffeine,8890,eukaryotic translation initiation factor 2B subunit delta,EIF2B4,Q9UI10,Q9UI10;B4DUP5;E7ERK9;F8W8L6;Q71US4;Q9HBP7
caffeine,6999,"tryptophan 2,3-dioxygenase",TDO2,P48775,P48775
caffeine,6999,"tryptophan 2,3-dioxygenase",TDO2,P48775,P48775
caffeine,11022,tudor and KH domain containing,TDRKH,Q9Y2W6,Q9Y2W6;B4DJ68
caffeine,54386,TERF2 interacting protein,TERF2IP,Q9NYB0,Q9NYB0
caffeine,8666,eukaryotic translation initiation factor 3 subunit G,EIF3G,O75821,O75821
caffeine,51386,eukaryotic translation initiation factor 3 subunit L,EIF3L,Q9Y262,Q9Y262;B0QY90
caffeine,7027,transcription factor Dp-1,TFDP1,Q14186,Q14186
caffeine,7027,transcription factor Dp-1,TFDP1,Q14186,Q14186
caffeine,24144,tuftelin interacting protein 11,TFIP11,Q9UBB9,Q9UBB9
caffeine,7041,transforming growth factor beta 1 induced transcript 1,TGFB1I1,O43294,O43294
caffeine,10618,trans-golgi network protein 2,TGOLN2,O43493,O43493;A0A5F9UY30
caffeine,90326,THAP domain containing 3,THAP3,Q8WTV1,Q8WTV1
caffeine,79228,THO complex subunit 6,THOC6,Q86W42,Q86W42
caffeine,55623,THUMP domain 1 NAT10 acetyltransferase adaptor,THUMPD1,Q9NXG2,Q9NXG2
caffeine,8518,elongator acetyltransferase complex subunit 1,ELP1,O95163,O95163;A0A6Q8PGW3;A0A6Q8PHA0;B3KNB2;B4E3I9;F5H2T0;Q8N516
caffeine,56946,"EMSY transcriptional repressor, BRCA2 interacting",EMSY,Q7Z589,Q7Z589
caffeine,114609,TIR domain containing adaptor protein,TIRAP,P58753,P58753
caffeine,27134,tight junction protein 3,TJP3,O95049,O95049
caffeine,11011,tousled like kinase 2,TLK2,Q86UE8,Q86UE8;A0A804HJZ9;A0A804HK10;B4DUC2;J3QLK5
caffeine,11322,transmembrane channel like 6,TMC6,Q7Z403,Q7Z403;A0A8V8TLY1
caffeine,145942,transmembrane and coiled-coil domains 5A,TMCO5A,Q8N6Q1,Q8N6Q1;A0A024R9I9
caffeine,57669,erythrocyte membrane protein band 4.1 like 5,EPB41L5,Q9HCM4,Q9HCM4
caffeine,57724,ectopic P-granules 5 autophagy tethering factor,EPG5,Q9HCE0,Q9HCE0;A0A8Q3SIJ2;A0A8Q3SIU6;Q9BTI0
caffeine,29924,epsin 1,EPN1,Q9Y6I3,Q9Y6I3
caffeine,113277,transmembrane protein 106A,TMEM106A,Q96A25,Q96A25;B7Z779
caffeine,135932,transmembrane protein 139,TMEM139,Q8IV31,Q8IV31
caffeine,64787,EPS8 signaling adaptor L2,EPS8L2,Q9H6S3,Q9H6S3
caffeine,161145,transmembrane protein 229B,TMEM229B,Q8NBD8,Q8NBD8
caffeine,440026,transmembrane protein 41B,TMEM41B,Q5BJD5,Q5BJD5
caffeine,84910,transmembrane protein 87B,TMEM87B,Q96K49,Q96K49;A0A494BZZ8
caffeine,375748,ERCC excision repair 6 like 2,ERCC6L2,Q5T890,Q5T890;A0A590UJ12;A0A590UJA1;A0A590UJK0;A0A5F9UKL4;A0A804HJ75;A0A804HK79;A0AAQ5BIG0
caffeine,54206,ERBB receptor feedback inhibitor 1,ERRFI1,Q9UJM3,Q9UJM3;B3KTV8;I6S2Y9
caffeine,114799,establishment of sister chromatid cohesion N-acetyltransferase 1,ESCO1,Q5FWF5,Q5FWF5
caffeine,9700,"extra spindle pole bodies like 1, separase",ESPL1,Q14674,Q14674
caffeine,23344,extended synaptotagmin 1,ESYT1,Q9BSJ8,Q9BSJ8
caffeine,7110,TATA element modulatory factor 1,TMF1,P82094,P82094;Q6PII6
caffeine,84000,transmembrane serine protease 13,TMPRSS13,Q9BYE2,Q9BYE2
caffeine,51075,thioredoxin related transmembrane protein 2,TMX2,Q9Y320,Q9Y320
caffeine,11336,exocyst complex component 3,EXOC3,O60645,O60645
caffeine,27242,TNF receptor superfamily member 21,TNFRSF21,O75509,O75509
caffeine,84958,synaptotagmin like 1,SYTL1,Q8IYJ3,Q8IYJ3
caffeine,23118,TGF-beta activated kinase 1 (MAP3K7) binding protein 2,TAB2,Q9NYJ8,Q9NYJ8;B4DIR9
caffeine,55840,ELL associated factor 2,EAF2,Q96CJ1,Q96CJ1;B4DWJ3
caffeine,11319,ecdysoneless cell cycle regulator,ECD,O95905,O95905
caffeine,9013,"TATA-box binding protein associated factor, RNA polymerase I subunit C",TAF1C,Q15572,Q15572;B3KUE8
caffeine,6874,TATA-box binding protein associated factor 4,TAF4,O00268,O00268
caffeine,6880,TATA-box binding protein associated factor 9,TAF9,Q16594,Q16594
caffeine,10455,enoyl-CoA delta isomerase 2,ECI2,O75521,O75521;A0A0C4DGA2
caffeine,23644,enhancer of mRNA decapping 4,EDC4,Q6P2E9,Q6P2E9;A0A8B0RAT7
caffeine,85461,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",TANC1,Q9C0D5,Q9C0D5;B9EK39
caffeine,202018,transmembrane anterior posterior transformation 1,TAPT1,Q6NXT6,Q6NXT6;B4DJJ3
caffeine,54906,transcription activation suppressor family member 2,TASOR2,Q5VWN6,Q5VWN6;A0A2R8YH03;A0A8Q3SI84
caffeine,125058,TBC1 domain family member 16,TBC1D16,Q8TBP0,Q8TBP0
caffeine,55773,TBC1 domain family member 23,TBC1D23,Q9NUY8,Q9NUY8
caffeine,11138,TBC1 domain family member 8,TBC1D8,O95759,O95759;J3KQ40
caffeine,221143,EEF1A lysine methyltransferase 1,EEF1AKMT1,Q8WVE0,Q8WVE0;B2RE94
caffeine,29904,eukaryotic elongation factor 2 kinase,EEF2K,O00418,O00418;A0AAG2TFE4
caffeine,29110,TANK binding kinase 1,TBK1,Q9UHD2,Q9UHD2
caffeine,6909,T-box transcription factor 2,TBX2,Q13207,Q13207
caffeine,51162,EGF like domain multiple 7,EGFL7,Q9UHF1,Q9UHF1
caffeine,6938,transcription factor 12,TCF12,Q99081,Q99081;F5GY10
caffeine,84260,trichoplein keratin filament binding,TCHP,Q9BT92,Q9BT92
caffeine,254102,EH domain binding protein 1 like 1,EHBP1L1,Q8N3D4,Q8N3D4
caffeine,27102,eukaryotic translation initiation factor 2 alpha kinase 1,EIF2AK1,Q9BQI3,Q9BQI3
caffeine,8894,eukaryotic translation initiation factor 2 subunit beta,EIF2S2,P20042,P20042;Q6IBR8
caffeine,51567,tyrosyl-DNA phosphodiesterase 2,TDP2,O95551,O95551;A0A384MDM5
caffeine,7005,TEA domain transcription factor 3,TEAD3,Q99594,Q99594;A0A7P0SNI2
caffeine,54790,tet methylcytosine dioxygenase 2,TET2,Q6N021,Q6N021;A0A158SIU0
caffeine,8667,eukaryotic translation initiation factor 3 subunit H,EIF3H,O15372,O15372;Q6IB98
caffeine,10480,eukaryotic translation initiation factor 3 subunit M,EIF3M,Q7L2H7,Q7L2H7
caffeine,55852,testis expressed 2,TEX2,Q8IWB9,Q8IWB9
caffeine,29844,TCF3 fusion partner,TFPT,P0C1Z6,P0C1Z6
caffeine,56478,eukaryotic translation initiation factor 4E nuclear import factor 1,EIF4ENIF1,Q9NRA8,Q9NRA8
caffeine,7046,transforming growth factor beta receptor 1,TGFBR1,P36897,P36897;B4DXN7;B4DY26;F8W0K6;Q5T7S2
caffeine,96764,trimethylguanosine synthase 1,TGS1,Q96RS0,Q96RS0
caffeine,7260,EARP complex and GARP complex interacting protein 1,EIPR1,Q53HC9,Q53HC9;A8MUM1
caffeine,22936,elongation factor for RNA polymerase II 2,ELL2,O00472,O00472;Q59FW6
caffeine,9984,THO complex subunit 1,THOC1,Q96FV9,Q96FV9
caffeine,9967,thyroid hormone receptor associated protein 3,THRAP3,Q9Y2W1,Q9Y2W1
caffeine,25917,THUMP domain 3 tRNA guanosine methyltransferase,THUMPD3,Q9BV44,Q9BV44
caffeine,55140,elongator acetyltransferase complex subunit 3,ELP3,Q9H9T3,Q9H9T3;B4DKA4;B4DXV1
caffeine,10436,EMG1 N1-specific pseudouridine methyltransferase,EMG1,Q92979,Q92979
caffeine,90381,TOPBP1 interacting checkpoint and replication regulator,TICRR,Q7Z2Z1,Q7Z2Z1
caffeine,93643,tight junction associated protein 1,TJAP1,Q5JTD0,Q5JTD0
caffeine,7086,transketolase,TKT,P29401,P29401;V9HWD9
caffeine,57634,E1A binding protein p400,EP400,Q96L91,Q96L91
caffeine,7094,talin 1,TLN1,Q9Y490,Q9Y490
caffeine,79905,transmembrane channel like 7,TMC7,Q7Z402,Q7Z402;H3BNW8
caffeine,80314,enhancer of polycomb 1,EPC1,Q9H2F5,Q9H2F5
caffeine,50999,transmembrane p24 trafficking protein 5,TMED5,Q9Y3A6,Q9Y3A6;M0R072
caffeine,54664,transmembrane protein 106B,TMEM106B,Q9NUM4,Q9NUM4
caffeine,92691,transmembrane protein 169,TMEM169,Q96HH4,Q96HH4
caffeine,79574,EPS8 signaling adaptor L3,EPS8L3,Q8TE67,Q8TE67;A8K2J6
caffeine,55914,erbb2 interacting protein,ERBIN,Q96RT1,Q96RT1;A0A8V8TML4;A0A8V8TPC7
caffeine,29058,transmembrane protein 230,TMEM230,Q96A57,Q96A57;A0A087WTT2
caffeine,120224,transmembrane protein 45B,TMEM45B,Q96B21,Q96B21
caffeine,157570,establishment of sister chromatid cohesion N-acetyltransferase 2,ESCO2,Q56NI9,Q56NI9
caffeine,83715,espin,ESPN,B1AK53,B1AK53
caffeine,126259,transmembrane and immunoglobulin domain containing 2,TMIGD2,Q96BF3,Q96BF3;A0A0B4J2A9
caffeine,83590,transmembrane and ubiquitin like domain containing 1,TMUB1,Q9BVT8,Q9BVT8;A0A090N8Q3
caffeine,84141,"eva-1 homolog A, regulator of programmed cell death",EVA1A,Q9H8M9,Q9H8M9
caffeine,60412,exocyst complex component 4,EXOC4,Q96A65,Q96A65;Q6NX51
caffeine,7128,TNF alpha induced protein 3,TNFAIP3,P21580,P21580
caffeine,7292,TNF superfamily member 4,TNFSF4,P23510,P23510;A0A024R937
caffeine,4580,metaxin 1,MTX1,Q13505,Q13505
caffeine,93343,multivesicular body subunit 12A,MVB12A,Q96EY5,Q96EY5
caffeine,439921,matrix remodeling associated 7,MXRA7,P84157,P84157;Q6ZR64
caffeine,4625,myosin heavy chain 7,MYH7,P12883,P12883
caffeine,4627,myosin heavy chain 9,MYH9,P35579,P35579
caffeine,80022,myosin XVB,MYO15B,Q96JP2,Q96JP2;Q9H614
caffeine,4643,myosin IE,MYO1E,Q12965,Q12965;Q4KMR3
caffeine,4646,myosin VI,MYO6,Q9UM54,Q9UM54;A0A0A0MRM8;A0A1Y0BRN3;A0A590UJ40
caffeine,26509,myoferlin,MYOF,Q9NZM1,Q9NZM1
caffeine,122830,"N-alpha-acetyltransferase 30, NatC catalytic subunit",NAA30,Q147X3,Q147X3;B3KS28
caffeine,65220,NAD kinase,NADK,O95544,O95544;A0A0A0MR98
caffeine,8774,NSF attachment protein gamma,NAPG,Q99747,Q99747;Q6FHY4
caffeine,23397,non-SMC condensin I complex subunit H,NCAPH,Q15003,Q15003;B4DRG7
caffeine,51517,NCK interacting protein with SH3 domain,NCKIPSD,Q9NZQ3,Q9NZQ3
caffeine,135112,nuclear receptor coactivator 7,NCOA7,Q8NI08,Q8NI08;B3KXK4;H0Y5F6
caffeine,55706,NDC1 transmembrane nucleoporin,NDC1,Q9BTX1,Q9BTX1
caffeine,54820,nudE neurodevelopment protein 1,NDE1,Q9NXR1,Q9NXR1;X5DP35;X5DR54
caffeine,57446,NDRG family member 3,NDRG3,Q9UGV2,Q9UGV2;Q5TH30
caffeine,55707,NECAP endocytosis associated 2,NECAP2,Q9NVZ3,Q9NVZ3;F6SKB8
caffeine,4739,"neural precursor cell expressed, developmentally down-regulated 9",NEDD9,Q14511,Q14511;A0A087WUD2
caffeine,4752,NIMA related kinase 3,NEK3,P51956,P51956;Q6ZN64
caffeine,9147,nuclear export mediator factor,NEMF,O60524,O60524
caffeine,4763,neurofibromin 1,NF1,P21359,P21359
caffeine,4775,nuclear factor of activated T cells 3,NFATC3,Q12968,Q12968;B5B2S0;B5B2S1
caffeine,4774,nuclear factor I A,NFIA,Q12857,Q12857
caffeine,4795,NFKB inhibitor like 1,NFKBIL1,Q9UBC1,Q9UBC1;A0A0A0MRT5;A8K778;Q5STV6
caffeine,79840,non-homologous end joining factor 1,NHEJ1,Q9H9Q4,Q9H9Q4;H7C0G7
caffeine,57648,NHS like 3,NHSL3,Q9P206,Q9P206
caffeine,25836,NIPBL cohesin loading factor,NIPBL,Q6KC79,Q6KC79;A0A590UJS4
caffeine,55922,NFKB repressing factor,NKRF,O15226,O15226;A0AAG2UWQ9;A3F769
caffeine,4831,NME/NM23 nucleoside diphosphate kinase 2,NME2,P22392,P22392;F6XY72;Q6FHN3
caffeine,28987,NIN1 (RPN12) binding protein 1 homolog,NOB1,Q9ULX3,Q9ULX3
caffeine,8996,nucleolar protein 3,NOL3,O60936,O60936;Q5TZN6
caffeine,408050,NODAL modulator 3,NOMO3,P69849,P69849;J3KN36;Q1LZN2
caffeine,51602,NOP58 ribonucleoprotein,NOP58,Q9Y2X3,Q9Y2X3
caffeine,4846,nitric oxide synthase 3,NOS3,P29474,P29474;A0S0A6
caffeine,29881,NPC1 like intracellular cholesterol transporter 1,NPC1L1,Q9UHC9,Q9UHC9;A0A0C4DFX6
caffeine,7827,"NPHS2 stomatin family member, podocin",NPHS2,Q9NP85,Q9NP85
caffeine,7182,nuclear receptor subfamily 2 group C member 2,NR2C2,P49116,P49116;F2YGU2
caffeine,4306,nuclear receptor subfamily 3 group C member 2,NR3C2,P08235,P08235;B0ZBF6
caffeine,4899,nuclear respiratory factor 1,NRF1,Q16656,Q16656
caffeine,7468,nuclear receptor binding SET domain protein 2,NSD2,O96028,O96028
caffeine,29290,adenosine A1 receptor,ADORA1,P25099,P25099;A6ICB1
caffeine,29290,adenosine A1 receptor,ADORA1,P25099,P25099;A6ICB1
caffeine,29290,adenosine A1 receptor,ADORA1,P25099,P25099;A6ICB1
caffeine,29316,adenosine A2B receptor,ADORA2B,P29276,P29276;A6HF93;F7EVK1
caffeine,29316,adenosine A2B receptor,ADORA2B,P29276,P29276;A6HF93;F7EVK1
caffeine,11541,adenosine A2b receptor,ADORA2B,Q60614,Q60614
caffeine,11541,adenosine A2b receptor,ADORA2B,Q60614,Q60614
caffeine,5591,"protein kinase, DNA-activated, catalytic subunit",PRKDC,P78527,P78527
caffeine,5591,"protein kinase, DNA-activated, catalytic subunit",PRKDC,P78527,P78527
caffeine,54960,gem nuclear organelle associated protein 8,GEMIN8,Q9NWZ8,Q9NWZ8
caffeine,85476,G elongation factor mitochondrial 1,GFM1,Q96RP9,Q96RP9;C9IZ01;E5KND5
caffeine,84132,ubiquitin specific peptidase 42,USP42,Q9H9J4,Q9H9J4
caffeine,159195,ubiquitin specific peptidase 54,USP54,Q70EL1,Q70EL1;A0A7P0T9K1;B7Z7X1
caffeine,54994,GID complex subunit 8 homolog,GID8,Q9NWU2,Q9NWU2
caffeine,54810,GIPC PDZ domain containing family member 2,GIPC2,Q8TF65,Q8TF65;A0A384P5H2
caffeine,10813,UTP14A small subunit processome component,UTP14A,Q9BVJ6,Q9BVJ6
caffeine,8673,vesicle associated membrane protein 8,VAMP8,Q9BV40,Q9BV40;B8ZZT4
caffeine,7408,vasodilator stimulated phosphoprotein,VASP,P50552,P50552;A0A024R0V4
caffeine,389741,glioblastoma down-regulated RNA,GLIDR,,
caffeine,84656,glyoxylate reductase 1 homolog,GLYR1,Q49A26,Q49A26;Q9NZ78
caffeine,7410,vav guanine nucleotide exchange factor 2,VAV2,P52735,P52735
caffeine,7415,valosin containing protein,VCP,P55072,P55072;C9JUP7
caffeine,7415,valosin containing protein,VCP,P55072,P55072;C9JUP7
caffeine,7422,vascular endothelial growth factor A,VEGFA,P15692,P15692;A0A0Y0IMM4;A2A2V4
caffeine,7422,vascular endothelial growth factor A,VEGFA,P15692,P15692;A0A0Y0IMM4;A2A2V4
caffeine,7422,vascular endothelial growth factor A,VEGFA,P15692,P15692;A0A0Y0IMM4;A2A2V4
caffeine,51291,GEM interacting protein,GMIP,Q9P107,Q9P107;A0A024R7N1;B4DLZ1
caffeine,7429,villin 1,VIL1,P09327,P09327;Q53F91
caffeine,55187,vacuolar protein sorting 13 homolog D,VPS13D,Q5THJ4,Q5THJ4
caffeine,55737,VPS35 retromer complex component,VPS35,Q96QK1,Q96QK1
caffeine,113201,golgi membrane protein 2,GOLM2,Q6P4E1,Q6P4E1
caffeine,27072,VPS41 subunit of HOPS complex,VPS41,P49754,P49754
caffeine,9605,VPS9 domain containing 1,VPS9D1,Q9Y2B5,Q9Y2B5
caffeine,51322,WW domain containing adaptor with coiled-coil,WAC,Q9BTA9,Q9BTA9
caffeine,64689,golgi reassembly stacking protein 1,GORASP1,Q9BQQ3,Q9BQQ3;A0A8Q3SHU6;A0A8Q3WL08;B3KPY8;B4E1H8
caffeine,57678,"glycerol-3-phosphate acyltransferase, mitochondrial",GPAM,Q9HCL2,Q9HCL2;Q8N1G6
caffeine,23325,WASH complex subunit 4,WASHC4,Q2M389,Q2M389;A0A087X256;B7ZKT9
caffeine,57590,WD repeat and FYVE domain containing 1,WDFY1,Q8IWB7,Q8IWB7;Q9H8N9
caffeine,84219,WD repeat domain 24,WDR24,Q96S15,Q96S15
caffeine,27238,G-patch domain and KOW motifs,GPKOW,Q92917,Q92917
caffeine,23160,WD repeat domain 43,WDR43,Q15061,Q15061
caffeine,284403,WD repeat domain 62,WDR62,O43379,O43379;A0A7P0T9D9;A0A7P0TAK3;A0A7P0Z436
caffeine,123720,"WASP homolog associated with actin, golgi membranes and microtubules",WHAMM,Q8TF30,Q8TF30
caffeine,65266,WNK lysine deficient protein kinase 4,WNK4,Q96J92,Q96J92
caffeine,7486,WRN RecQ like helicase,WRN,Q14191,Q14191
caffeine,9380,glyoxylate and hydroxypyruvate reductase,GRHPR,Q9UBQ7,Q9UBQ7;A0A384N605
caffeine,7498,xanthine dehydrogenase,XDH,P47989,P47989
caffeine,7498,xanthine dehydrogenase,XDH,P47989,P47989
caffeine,23214,exportin 6,XPO6,Q96QU8,Q96QU8
caffeine,83743,glutamate rich WD repeat containing 1,GRWD1,Q9BQ67,Q9BQ67
caffeine,83743,glutamate rich WD repeat containing 1,GRWD1,Q9BQ67,Q9BQ67
caffeine,48335,Glutathione S transferase D2,GSTD2,Q9VG98,Q9VG98
caffeine,7520,X-ray repair cross complementing 5,XRCC5,P13010,P13010
caffeine,7520,X-ray repair cross complementing 5,XRCC5,P13010,P13010
caffeine,10138,YY1 associated factor 2,YAF2,Q8IY57,Q8IY57;B4DJQ9;G3V212
caffeine,55689,YEATS domain containing 2,YEATS2,Q9ULM3,Q9ULM3
caffeine,37106,Glutathione S transferase E1,GSTE1,Q7KK90,Q7KK90
caffeine,56252,YLP motif containing 1,YLPM1,P49750,P49750;F8VU51
caffeine,51441,YTH N6-methyladenosine RNA binding protein F2,YTHDF2,Q9Y5A9,Q9Y5A9
caffeine,7532,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,YWHAG,P61981,P61981
caffeine,7532,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,YWHAG,P61981,P61981
caffeine,23560,GTP binding protein 4,GTPBP4,Q9BZE4,Q9BZE4;D2CFK9
caffeine,100381270,zinc finger BED-type containing 6,ZBED6,P86452,P86452
caffeine,49854,zinc finger and BTB domain containing 21,ZBTB21,Q9ULJ3,Q9ULJ3
caffeine,10773,zinc finger and BTB domain containing 6,ZBTB6,Q15916,Q15916
caffeine,9877,zinc finger CCCH-type containing 11A,ZC3H11A,O75152,O75152
caffeine,124245,zinc finger CCCH-type containing 18,ZC3H18,Q86VM9,Q86VM9;B4DTK7;E7ERS3
caffeine,8294,H4 clustered histone 9,H4C9,P62805,P62805
caffeine,23211,zinc finger CCCH-type containing 4,ZC3H4,Q9UPT8,Q9UPT8
caffeine,92092,ZC3HAV1 like,ZC3HAV1L,Q96H79,Q96H79
caffeine,55596,zinc finger CCHC-type containing 8,ZCCHC8,Q6NZY4,Q6NZY4
caffeine,10767,HBS1 like translational GTPase,HBS1L,Q9Y450,Q9Y450;B7Z524;D9YZV0
caffeine,9759,histone deacetylase 4,HDAC4,P56524,P56524;A0A7I2SVS4;B7Z8G5
caffeine,51020,HD domain containing 2,HDDC2,Q7Z4H3,Q7Z4H3;A0A140VJK7
caffeine,84243,zDHHC palmitoyltransferase 18,ZDHHC18,Q9NUE0,Q9NUE0
caffeine,29801,zDHHC palmitoyltransferase 8,ZDHHC8,Q9ULC8,Q9ULC8
caffeine,7763,zinc finger AN1-type containing 5,ZFAND5,O76080,O76080
caffeine,84717,HDGF like 2,HDGFL2,Q7Z4V5,Q7Z4V5
caffeine,55127,HEAT repeat containing 1,HEATR1,Q9H583,Q9H583;A2VDI1;B2RWN5
caffeine,51696,HECA ribonucleoprotein granule regulator,HECA,Q9UBI9,Q9UBI9
caffeine,199990,FA core complex associated protein 20,FAAP20,Q6NZ36,Q6NZ36;F6S8H2;H7C361;Q6ZRT9;Q7Z4P6
caffeine,642273,family with sequence similarity 110 member C,FAM110C,Q1W6H9,Q1W6H9
caffeine,84629,trinucleotide repeat containing 18,TNRC18,O15417,O15417;A3KMH2
caffeine,7145,tensin 1,TNS1,Q9HBL0,Q9HBL0;A0A2R8Y4T1;A1L0S7;B2RU35;B7Z6H8;E9PF55;E9PGF5;Q0VG54;Q0VG55;Q59G71;Q86VB0
caffeine,10827,family with sequence similarity 114 member A2,FAM114A2,Q9NRY5,Q9NRY5;A0A140VKG4;B3KTE4;B4DQT0;E7ESJ7;I6L9D5
caffeine,57579,family with sequence similarity 135 member A,FAM135A,Q9P2D6,Q9P2D6;D6RCC7
caffeine,221061,family with sequence similarity 171 member A1,FAM171A1,Q5VUB5,Q5VUB5;B3KMX9
