uniprot_accession,total_count,n_compounds,compounds,symbol,geneid,n_pathways,pathways
Q9UG56,,,,,,1056.0,PathBank_SMP0000025;PathBank_SMP0014212;PathBank_SMP0014216;PathBank_SMP0014217;PathBank_SMP0014218;PathBank_SMP0014219;PathBank_SMP0014220;PathBank_SMP0014221;PathBank_SMP0014222;PathBank_SMP0014223;PathBank_SMP0014224;PathBank_SMP0014225;PathBank_SMP0014226;PathBank_SMP0014227;PathBank_SMP0014228;PathBank_SMP0014229;PathBank_SMP0014230;PathBank_SMP0014231;PathBank_SMP0014232;PathBank_SMP0014233;PathBank_SMP0014234;PathBank_SMP0014235;PathBank_SMP0014236;PathBank_SMP0014237;PathBank_SMP0014238;PathBank_SMP0014239;PathBank_SMP0014240;PathBank_SMP0014241;PathBank_SMP0014242;PathBank_SMP0014243;PathBank_SMP0014244;PathBank_SMP0014245;PathBank_SMP0014246;PathBank_SMP0014247;PathBank_SMP0014248;PathBank_SMP0014249;PathBank_SMP0014250;PathBank_SMP0014251;PathBank_SMP0014252;PathBank_SMP0014253;PathBank_SMP0014254;PathBank_SMP0014255;PathBank_SMP0014256;PathBank_SMP0014257;PathBank_SMP0014258;PathBank_SMP0014259;PathBank_SMP0014260;PathBank_SMP0014261;PathBank_SMP0014262;PathBank_SMP0014263;PathBank_SMP0014264;PathBank_SMP0014265;PathBank_SMP0014266;PathBank_SMP0014267;PathBank_SMP0014268;PathBank_SMP0014269;PathBank_SMP0014270;PathBank_SMP0014271;PathBank_SMP0014272;PathBank_SMP0014273;PathBank_SMP0014274;PathBank_SMP0014275;PathBank_SMP0014276;PathBank_SMP0014277;PathBank_SMP0014278;PathBank_SMP0014279;PathBank_SMP0014280;PathBank_SMP0014281;PathBank_SMP0014282;PathBank_SMP0014283;PathBank_SMP0014284;PathBank_SMP0014285;PathBank_SMP0014286;PathBank_SMP0014287;PathBank_SMP0014288;PathBank_SMP0014289;PathBank_SMP0014290;PathBank_SMP0014291;PathBank_SMP0014292;PathBank_SMP0014293;PathBank_SMP0014294;PathBank_SMP0014295;PathBank_SMP0014296;PathBank_SMP0014297;PathBank_SMP0014298;PathBank_SMP0014299;PathBank_SMP0014300;PathBank_SMP0014301;PathBank_SMP0014302;PathBank_SMP0014303;PathBank_SMP0014304;PathBank_SMP0014305;PathBank_SMP0014306;PathBank_SMP0014307;PathBank_SMP0014308;PathBank_SMP0014309;PathBank_SMP0014310;PathBank_SMP0014311;PathBank_SMP0014312;PathBank_SMP0014313;PathBank_SMP0014314;PathBank_SMP0014315;PathBank_SMP0014316;PathBank_SMP0014317;PathBank_SMP0014318;PathBank_SMP0014319;PathBank_SMP0014320;PathBank_SMP0014321;PathBank_SMP0014322;PathBank_SMP0014323;PathBank_SMP0014324;PathBank_SMP0014325;PathBank_SMP0014326;PathBank_SMP0014327;PathBank_SMP0014328;PathBank_SMP0014329;PathBank_SMP0014330;PathBank_SMP0014331;PathBank_SMP0014332;PathBank_SMP0014333;PathBank_SMP0014334;PathBank_SMP0014335;PathBank_SMP0014336;PathBank_SMP0014337;PathBank_SMP0014338;PathBank_SMP0014339;PathBank_SMP0014340;PathBank_SMP0014341;PathBank_SMP0014342;PathBank_SMP0014343;PathBank_SMP0014344;PathBank_SMP0014345;PathBank_SMP0014346;PathBank_SMP0014347;PathBank_SMP0014348;PathBank_SMP0014349;PathBank_SMP0014350;PathBank_SMP0014351;PathBank_SMP0014352;PathBank_SMP0014353;PathBank_SMP0014354;PathBank_SMP0014355;PathBank_SMP0014356;PathBank_SMP0014357;PathBank_SMP0014358;PathBank_SMP0014359;PathBank_SMP0014360;PathBank_SMP0014361;PathBank_SMP0014362;PathBank_SMP0014363;PathBank_SMP0014364;PathBank_SMP0014365;PathBank_SMP0014366;PathBank_SMP0014367;PathBank_SMP0014368;PathBank_SMP0014369;PathBank_SMP0014370;PathBank_SMP0014371;PathBank_SMP0014372;PathBank_SMP0014373;PathBank_SMP0014374;PathBank_SMP0014375;PathBank_SMP0014376;PathBank_SMP0014377;PathBank_SMP0014378;PathBank_SMP0014379;PathBank_SMP0014380;PathBank_SMP0014381;PathBank_SMP0014382;PathBank_SMP0014383;PathBank_SMP0014384;PathBank_SMP0014385;PathBank_SMP0014386;PathBank_SMP0014387;PathBank_SMP0014388;PathBank_SMP0014389;PathBank_SMP0014390;PathBank_SMP0014391;PathBank_SMP0014392;PathBank_SMP0014393;PathBank_SMP0014394;PathBank_SMP0014395;PathBank_SMP0014396;PathBank_SMP0014397;PathBank_SMP0014398;PathBank_SMP0014399;PathBank_SMP0014400;PathBank_SMP0014401;PathBank_SMP0014402;PathBank_SMP0014403;PathBank_SMP0014404;PathBank_SMP0014405;PathBank_SMP0014406;PathBank_SMP0014407;PathBank_SMP0014408;PathBank_SMP0014409;PathBank_SMP0014410;PathBank_SMP0014411;PathBank_SMP0014412;PathBank_SMP0014413;PathBank_SMP0014414;PathBank_SMP0014415;PathBank_SMP0014416;PathBank_SMP0014417;PathBank_SMP0014418;PathBank_SMP0014419;PathBank_SMP0014420;PathBank_SMP0014421;PathBank_SMP0014422;PathBank_SMP0014423;PathBank_SMP0014424;PathBank_SMP0014425;PathBank_SMP0014426;PathBank_SMP0014427;PathBank_SMP0014428;PathBank_SMP0014429;PathBank_SMP0014430;PathBank_SMP0014431;PathBank_SMP0014432;PathBank_SMP0014433;PathBank_SMP0014434;PathBank_SMP0014435;PathBank_SMP0014436;PathBank_SMP0014437;PathBank_SMP0014438;PathBank_SMP0014439;PathBank_SMP0014440;PathBank_SMP0014441;PathBank_SMP0014442;PathBank_SMP0014443;PathBank_SMP0014444;PathBank_SMP0014445;PathBank_SMP0014446;PathBank_SMP0014447;PathBank_SMP0014448;PathBank_SMP0014449;PathBank_SMP0014450;PathBank_SMP0014451;PathBank_SMP0014452;PathBank_SMP0014453;PathBank_SMP0014454;PathBank_SMP0014455;PathBank_SMP0014457;PathBank_SMP0014461;PathBank_SMP0014465;PathBank_SMP0014469;PathBank_SMP0014473;PathBank_SMP0014477;PathBank_SMP0014481;PathBank_SMP0014485;PathBank_SMP0014489;PathBank_SMP0014493;PathBank_SMP0014497;PathBank_SMP0014501;PathBank_SMP0014505;PathBank_SMP0014509;PathBank_SMP0014513;PathBank_SMP0014517;PathBank_SMP0014521;PathBank_SMP0014525;PathBank_SMP0014529;PathBank_SMP0014533;PathBank_SMP0014537;PathBank_SMP0014541;PathBank_SMP0014545;PathBank_SMP0014549;PathBank_SMP0014553;PathBank_SMP0014557;PathBank_SMP0014561;PathBank_SMP0014565;PathBank_SMP0014569;PathBank_SMP0014573;PathBank_SMP0014577;PathBank_SMP0014581;PathBank_SMP0014585;PathBank_SMP0014589;PathBank_SMP0014593;PathBank_SMP0014597;PathBank_SMP0014601;PathBank_SMP0014605;PathBank_SMP0014609;PathBank_SMP0014613;PathBank_SMP0014617;PathBank_SMP0014621;PathBank_SMP0014625;PathBank_SMP0014629;PathBank_SMP0014633;PathBank_SMP0014637;PathBank_SMP0014641;PathBank_SMP0014645;PathBank_SMP0014649;PathBank_SMP0014653;PathBank_SMP0014657;PathBank_SMP0014661;PathBank_SMP0014665;PathBank_SMP0014669;PathBank_SMP0014673;PathBank_SMP0014677;PathBank_SMP0014681;PathBank_SMP0014685;PathBank_SMP0014689;PathBank_SMP0014693;PathBank_SMP0014697;PathBank_SMP0014701;PathBank_SMP0014705;PathBank_SMP0014709;PathBank_SMP0014713;PathBank_SMP0014717;PathBank_SMP0014721;PathBank_SMP0014725;PathBank_SMP0014729;PathBank_SMP0014733;PathBank_SMP0014737;PathBank_SMP0014741;PathBank_SMP0014745;PathBank_SMP0014748;PathBank_SMP0014749;PathBank_SMP0014752;PathBank_SMP0014753;PathBank_SMP0014756;PathBank_SMP0014757;PathBank_SMP0014760;PathBank_SMP0014761;PathBank_SMP0014764;PathBank_SMP0014765;PathBank_SMP0014768;PathBank_SMP0014769;PathBank_SMP0014772;PathBank_SMP0014773;PathBank_SMP0014776;PathBank_SMP0014777;PathBank_SMP0014780;PathBank_SMP0014781;PathBank_SMP0014784;PathBank_SMP0014785;PathBank_SMP0014788;PathBank_SMP0014789;PathBank_SMP0014792;PathBank_SMP0014793;PathBank_SMP0014796;PathBank_SMP0014797;PathBank_SMP0014800;PathBank_SMP0014801;PathBank_SMP0014804;PathBank_SMP0014805;PathBank_SMP0014808;PathBank_SMP0014809;PathBank_SMP0014812;PathBank_SMP0014813;PathBank_SMP0014816;PathBank_SMP0014817;PathBank_SMP0014820;PathBank_SMP0014821;PathBank_SMP0014824;PathBank_SMP0014825;PathBank_SMP0014828;PathBank_SMP0014829;PathBank_SMP0014832;PathBank_SMP0014833;PathBank_SMP0014836;PathBank_SMP0014837;PathBank_SMP0014840;PathBank_SMP0014841;PathBank_SMP0014844;PathBank_SMP0014845;PathBank_SMP0014848;PathBank_SMP0014849;PathBank_SMP0014852;PathBank_SMP0014853;PathBank_SMP0014856;PathBank_SMP0014857;PathBank_SMP0014860;PathBank_SMP0014861;PathBank_SMP0014864;PathBank_SMP0014865;PathBank_SMP0014868;PathBank_SMP0014869;PathBank_SMP0014872;PathBank_SMP0014873;PathBank_SMP0014876;PathBank_SMP0014877;PathBank_SMP0014880;PathBank_SMP0014881;PathBank_SMP0014884;PathBank_SMP0014885;PathBank_SMP0014888;PathBank_SMP0014889;PathBank_SMP0014892;PathBank_SMP0014893;PathBank_SMP0014896;PathBank_SMP0014897;PathBank_SMP0014900;PathBank_SMP0014901;PathBank_SMP0014904;PathBank_SMP0014905;PathBank_SMP0014908;PathBank_SMP0014909;PathBank_SMP0014912;PathBank_SMP0014913;PathBank_SMP0014916;PathBank_SMP0014917;PathBank_SMP0014920;PathBank_SMP0014921;PathBank_SMP0014924;PathBank_SMP0014925;PathBank_SMP0014928;PathBank_SMP0014929;PathBank_SMP0014932;PathBank_SMP0014933;PathBank_SMP0014936;PathBank_SMP0014937;PathBank_SMP0014940;PathBank_SMP0014941;PathBank_SMP0014944;PathBank_SMP0014945;PathBank_SMP0014948;PathBank_SMP0014949;PathBank_SMP0014952;PathBank_SMP0014953;PathBank_SMP0014956;PathBank_SMP0014957;PathBank_SMP0014960;PathBank_SMP0014961;PathBank_SMP0014964;PathBank_SMP0014965;PathBank_SMP0014968;PathBank_SMP0014969;PathBank_SMP0014972;PathBank_SMP0014973;PathBank_SMP0014976;PathBank_SMP0014977;PathBank_SMP0014980;PathBank_SMP0014981;PathBank_SMP0014984;PathBank_SMP0014985;PathBank_SMP0014988;PathBank_SMP0014989;PathBank_SMP0014992;PathBank_SMP0014993;PathBank_SMP0014996;PathBank_SMP0014997;PathBank_SMP0015000;PathBank_SMP0015001;PathBank_SMP0015004;PathBank_SMP0015005;PathBank_SMP0015008;PathBank_SMP0015009;PathBank_SMP0015012;PathBank_SMP0015013;PathBank_SMP0015016;PathBank_SMP0015017;PathBank_SMP0015020;PathBank_SMP0015021;PathBank_SMP0015024;PathBank_SMP0015025;PathBank_SMP0015028;PathBank_SMP0015029;PathBank_SMP0015032;PathBank_SMP0015033;PathBank_SMP0015036;PathBank_SMP0015037;PathBank_SMP0015040;PathBank_SMP0015041;PathBank_SMP0015044;PathBank_SMP0015045;PathBank_SMP0015048;PathBank_SMP0015049;PathBank_SMP0015052;PathBank_SMP0015053;PathBank_SMP0015056;PathBank_SMP0015057;PathBank_SMP0015060;PathBank_SMP0015061;PathBank_SMP0015064;PathBank_SMP0015065;PathBank_SMP0015068;PathBank_SMP0015069;PathBank_SMP0015072;PathBank_SMP0015073;PathBank_SMP0015076;PathBank_SMP0015077;PathBank_SMP0015080;PathBank_SMP0015081;PathBank_SMP0015084;PathBank_SMP0015085;PathBank_SMP0015088;PathBank_SMP0015089;PathBank_SMP0015092;PathBank_SMP0015093;PathBank_SMP0015096;PathBank_SMP0015097;PathBank_SMP0015100;PathBank_SMP0015101;PathBank_SMP0015104;PathBank_SMP0015105;PathBank_SMP0015108;PathBank_SMP0015109;PathBank_SMP0015112;PathBank_SMP0015113;PathBank_SMP0015116;PathBank_SMP0015117;PathBank_SMP0015120;PathBank_SMP0015121;PathBank_SMP0015124;PathBank_SMP0015125;PathBank_SMP0015128;PathBank_SMP0015129;PathBank_SMP0015132;PathBank_SMP0015133;PathBank_SMP0015136;PathBank_SMP0015137;PathBank_SMP0015140;PathBank_SMP0015141;PathBank_SMP0015144;PathBank_SMP0015145;PathBank_SMP0015148;PathBank_SMP0015149;PathBank_SMP0015152;PathBank_SMP0015153;PathBank_SMP0015156;PathBank_SMP0015157;PathBank_SMP0015160;PathBank_SMP0015161;PathBank_SMP0015164;PathBank_SMP0015165;PathBank_SMP0015168;PathBank_SMP0015169;PathBank_SMP0015172;PathBank_SMP0015173;PathBank_SMP0015176;PathBank_SMP0015177;PathBank_SMP0015180;PathBank_SMP0015181;PathBank_SMP0015184;PathBank_SMP0015185;PathBank_SMP0015188;PathBank_SMP0015189;PathBank_SMP0015192;PathBank_SMP0015193;PathBank_SMP0015196;PathBank_SMP0015197;PathBank_SMP0015200;PathBank_SMP0015201;PathBank_SMP0015204;PathBank_SMP0015205;PathBank_SMP0015208;PathBank_SMP0015209;PathBank_SMP0015212;PathBank_SMP0015213;PathBank_SMP0015216;PathBank_SMP0015217;PathBank_SMP0015220;PathBank_SMP0015221;PathBank_SMP0015224;PathBank_SMP0015225;PathBank_SMP0015228;PathBank_SMP0015229;PathBank_SMP0015232;PathBank_SMP0015233;PathBank_SMP0015236;PathBank_SMP0015237;PathBank_SMP0015240;PathBank_SMP0015241;PathBank_SMP0015244;PathBank_SMP0015245;PathBank_SMP0015248;PathBank_SMP0015249;PathBank_SMP0015252;PathBank_SMP0015253;PathBank_SMP0015256;PathBank_SMP0015257;PathBank_SMP0015260;PathBank_SMP0015261;PathBank_SMP0015264;PathBank_SMP0015265;PathBank_SMP0015268;PathBank_SMP0015269;PathBank_SMP0015272;PathBank_SMP0015273;PathBank_SMP0015276;PathBank_SMP0015277;PathBank_SMP0015280;PathBank_SMP0015281;PathBank_SMP0015284;PathBank_SMP0015285;PathBank_SMP0015288;PathBank_SMP0015289;PathBank_SMP0015292;PathBank_SMP0015293;PathBank_SMP0015296;PathBank_SMP0015297;PathBank_SMP0015300;PathBank_SMP0015301;PathBank_SMP0015304;PathBank_SMP0015305;PathBank_SMP0015308;PathBank_SMP0015309;PathBank_SMP0015312;PathBank_SMP0015313;PathBank_SMP0015316;PathBank_SMP0015317;PathBank_SMP0015320;PathBank_SMP0015321;PathBank_SMP0015324;PathBank_SMP0015325;PathBank_SMP0015328;PathBank_SMP0015329;PathBank_SMP0015332;PathBank_SMP0015333;PathBank_SMP0015336;PathBank_SMP0015337;PathBank_SMP0015340;PathBank_SMP0015341;PathBank_SMP0015344;PathBank_SMP0015345;PathBank_SMP0015348;PathBank_SMP0015349;PathBank_SMP0015352;PathBank_SMP0015353;PathBank_SMP0015356;PathBank_SMP0015357;PathBank_SMP0015360;PathBank_SMP0015361;PathBank_SMP0015364;PathBank_SMP0015365;PathBank_SMP0015368;PathBank_SMP0015369;PathBank_SMP0015372;PathBank_SMP0015373;PathBank_SMP0015376;PathBank_SMP0015377;PathBank_SMP0015380;PathBank_SMP0015381;PathBank_SMP0015384;PathBank_SMP0015385;PathBank_SMP0015388;PathBank_SMP0015389;PathBank_SMP0015392;PathBank_SMP0015393;PathBank_SMP0015396;PathBank_SMP0015397;PathBank_SMP0015400;PathBank_SMP0015401;PathBank_SMP0015404;PathBank_SMP0015405;PathBank_SMP0015408;PathBank_SMP0015409;PathBank_SMP0015412;PathBank_SMP0015413;PathBank_SMP0015416;PathBank_SMP0015417;PathBank_SMP0015420;PathBank_SMP0015421;PathBank_SMP0015424;PathBank_SMP0015425;PathBank_SMP0015428;PathBank_SMP0015429;PathBank_SMP0015432;PathBank_SMP0015433;PathBank_SMP0015436;PathBank_SMP0015437;PathBank_SMP0015440;PathBank_SMP0015441;PathBank_SMP0015444;PathBank_SMP0015445;PathBank_SMP0015448;PathBank_SMP0015449;PathBank_SMP0015452;PathBank_SMP0015453;PathBank_SMP0015456;PathBank_SMP0015457;PathBank_SMP0015460;PathBank_SMP0015461;PathBank_SMP0015464;PathBank_SMP0015465;PathBank_SMP0015468;PathBank_SMP0015469;PathBank_SMP0015472;PathBank_SMP0015473;PathBank_SMP0015476;PathBank_SMP0015477;PathBank_SMP0015480;PathBank_SMP0015481;PathBank_SMP0015484;PathBank_SMP0015485;PathBank_SMP0015488;PathBank_SMP0015489;PathBank_SMP0015492;PathBank_SMP0015493;PathBank_SMP0015496;PathBank_SMP0015497;PathBank_SMP0015500;PathBank_SMP0015501;PathBank_SMP0015504;PathBank_SMP0015505;PathBank_SMP0015508;PathBank_SMP0015509;PathBank_SMP0015512;PathBank_SMP0015513;PathBank_SMP0015516;PathBank_SMP0015517;PathBank_SMP0015520;PathBank_SMP0015521;PathBank_SMP0015524;PathBank_SMP0015525;PathBank_SMP0015528;PathBank_SMP0015529;PathBank_SMP0015532;PathBank_SMP0015533;PathBank_SMP0015536;PathBank_SMP0015537;PathBank_SMP0015540;PathBank_SMP0015541;PathBank_SMP0015544;PathBank_SMP0015545;PathBank_SMP0015548;PathBank_SMP0015549;PathBank_SMP0015552;PathBank_SMP0015553;PathBank_SMP0015556;PathBank_SMP0015557;PathBank_SMP0015560;PathBank_SMP0015561;PathBank_SMP0015564;PathBank_SMP0015565;PathBank_SMP0015568;PathBank_SMP0015569;PathBank_SMP0015572;PathBank_SMP0015573;PathBank_SMP0015576;PathBank_SMP0015577;PathBank_SMP0015580;PathBank_SMP0015581;PathBank_SMP0015584;PathBank_SMP0015585;PathBank_SMP0015588;PathBank_SMP0015589;PathBank_SMP0015592;PathBank_SMP0015593;PathBank_SMP0015596;PathBank_SMP0015597;PathBank_SMP0015600;PathBank_SMP0015601;PathBank_SMP0015604;PathBank_SMP0015605;PathBank_SMP0015608;PathBank_SMP0015609;PathBank_SMP0015612;PathBank_SMP0015613;PathBank_SMP0015616;PathBank_SMP0015617;PathBank_SMP0015620;PathBank_SMP0015621;PathBank_SMP0015624;PathBank_SMP0015625;PathBank_SMP0015628;PathBank_SMP0015629;PathBank_SMP0015632;PathBank_SMP0015633;PathBank_SMP0015636;PathBank_SMP0015637;PathBank_SMP0015640;PathBank_SMP0015641;PathBank_SMP0015644;PathBank_SMP0015645;PathBank_SMP0015648;PathBank_SMP0015649;PathBank_SMP0015652;PathBank_SMP0015653;PathBank_SMP0015656;PathBank_SMP0015657;PathBank_SMP0015660;PathBank_SMP0015661;PathBank_SMP0015664;PathBank_SMP0015665;PathBank_SMP0015668;PathBank_SMP0015669;PathBank_SMP0015672;PathBank_SMP0015673;PathBank_SMP0015676;PathBank_SMP0015677;PathBank_SMP0015680;PathBank_SMP0015681;PathBank_SMP0015684;PathBank_SMP0015685;PathBank_SMP0015688;PathBank_SMP0015689;PathBank_SMP0015692;PathBank_SMP0015693;PathBank_SMP0015696;PathBank_SMP0015697;PathBank_SMP0015700;PathBank_SMP0015701;PathBank_SMP0015704;PathBank_SMP0015705;PathBank_SMP0015708;PathBank_SMP0015709;PathBank_SMP0015712;PathBank_SMP0015713;PathBank_SMP0015716;PathBank_SMP0015717;PathBank_SMP0015720;PathBank_SMP0015721;PathBank_SMP0015724;PathBank_SMP0015725;PathBank_SMP0015728;PathBank_SMP0015729;PathBank_SMP0015732;PathBank_SMP0015733;PathBank_SMP0015736;PathBank_SMP0015737;PathBank_SMP0015740;PathBank_SMP0015741;PathBank_SMP0015744;PathBank_SMP0015745;PathBank_SMP0015748;PathBank_SMP0015749;PathBank_SMP0015752;PathBank_SMP0015753;PathBank_SMP0015756;PathBank_SMP0015757;PathBank_SMP0015760;PathBank_SMP0015761;PathBank_SMP0015764;PathBank_SMP0015765;PathBank_SMP0015768;PathBank_SMP0015769;PathBank_SMP0015772;PathBank_SMP0015773;PathBank_SMP0015776;PathBank_SMP0015777;PathBank_SMP0015780;PathBank_SMP0015781;PathBank_SMP0015784;PathBank_SMP0015785;PathBank_SMP0015788;PathBank_SMP0015789;PathBank_SMP0015792;PathBank_SMP0015793;PathBank_SMP0015796;PathBank_SMP0015797;PathBank_SMP0015800;PathBank_SMP0015801;PathBank_SMP0015804;PathBank_SMP0015805;PathBank_SMP0015808;PathBank_SMP0015809;PathBank_SMP0015812;PathBank_SMP0015813;PathBank_SMP0015816;PathBank_SMP0015817;PathBank_SMP0015820;PathBank_SMP0015821;PathBank_SMP0015824;PathBank_SMP0015825;PathBank_SMP0015828;PathBank_SMP0015829;PathBank_SMP0015832;PathBank_SMP0015833;PathBank_SMP0015836;PathBank_SMP0015837;PathBank_SMP0015840;PathBank_SMP0015841;PathBank_SMP0015844;PathBank_SMP0015845;PathBank_SMP0015848;PathBank_SMP0015849;PathBank_SMP0015852;PathBank_SMP0015853;PathBank_SMP0015856;PathBank_SMP0015857;PathBank_SMP0015860;PathBank_SMP0015861;PathBank_SMP0015864;PathBank_SMP0015865;PathBank_SMP0015868;PathBank_SMP0015869;PathBank_SMP0015872;PathBank_SMP0015873;PathBank_SMP0015876;PathBank_SMP0015877;PathBank_SMP0015880;PathBank_SMP0015881;PathBank_SMP0015884;PathBank_SMP0015885;PathBank_SMP0015888;PathBank_SMP0015889;PathBank_SMP0015892;PathBank_SMP0015893;PathBank_SMP0015897;PathBank_SMP0029731;PathBank_SMP0030234;PathBank_SMP0030235;PathBank_SMP0030241;PathBank_SMP0030242;PathBank_SMP0030243;PathBank_SMP0030244;PathBank_SMP0030245;PathBank_SMP0030246;PathBank_SMP0030247;PathBank_SMP0030248;PathBank_SMP0030249;PathBank_SMP0030250;PathBank_SMP0030251;PathBank_SMP0030252;PathBank_SMP0030253;PathBank_SMP0030254;PathBank_SMP0030255;PathBank_SMP0030256;PathBank_SMP0030257;PathBank_SMP0030258;PathBank_SMP0030259;PathBank_SMP0030260;PathBank_SMP0030261;PathBank_SMP0030262;PathBank_SMP0030263;PathBank_SMP0030264;PathBank_SMP0030265;PathBank_SMP0030266;PathBank_SMP0030267;PathBank_SMP0030268;PathBank_SMP0030269;PathBank_SMP0030270;PathBank_SMP0030271;PathBank_SMP0030272;PathBank_SMP0030273;PathBank_SMP0030274;PathBank_SMP0030275;PathBank_SMP0030276;PathBank_SMP0030277;PathBank_SMP0030278;PathBank_SMP0030279;PathBank_SMP0030280;PathBank_SMP0030281;PathBank_SMP0030282;PathBank_SMP0030283;PathBank_SMP0030284;PathBank_SMP0030285;PathBank_SMP0030286;PathBank_SMP0030287;PathBank_SMP0030288;PathBank_SMP0030289;PathBank_SMP0030290;PathBank_SMP0030291;PathBank_SMP0030292;PathBank_SMP0030293;PathBank_SMP0030294;PathBank_SMP0030295;PathBank_SMP0030296;PathBank_SMP0030297;PathBank_SMP0030298;PathBank_SMP0030299;PathBank_SMP0030300;PathBank_SMP0030301;PathBank_SMP0030302;PathBank_SMP0030303;PathBank_SMP0030304;PathBank_SMP0030305;PathBank_SMP0030306;PathBank_SMP0030307;PathBank_SMP0030308;PathBank_SMP0030309;PathBank_SMP0030310;PathBank_SMP0030311;PathBank_SMP0030312;PathBank_SMP0030313;PathBank_SMP0030314;PathBank_SMP0030315;PathBank_SMP0030316;PathBank_SMP0030317;PathBank_SMP0030318;PathBank_SMP0030319;PathBank_SMP0030320;PathBank_SMP0030321;PathBank_SMP0030322;PathBank_SMP0030323;PathBank_SMP0030324;PathBank_SMP0030325;PathBank_SMP0030326;PathBank_SMP0030327;PathBank_SMP0030328;PathBank_SMP0030329;PathBank_SMP0030330;PathBank_SMP0030331;PathBank_SMP0030332;PathBank_SMP0030333;PathBank_SMP0030334;PathBank_SMP0030335;PathBank_SMP0030336;PathBank_SMP0030337;PathBank_SMP0030338;PathBank_SMP0030339;PathBank_SMP0030340;PathBank_SMP0030341;PathBank_SMP0030342;PathBank_SMP0030343;PathBank_SMP0030344;PathBank_SMP0030345;PathBank_SMP0030346;PathBank_SMP0030347;PathBank_SMP0030348;PathBank_SMP0030349;PathBank_SMP0030350;PathBank_SMP0030351;PathBank_SMP0030352;PathBank_SMP0030353;PathBank_SMP0030354;PathBank_SMP0030355;PathBank_SMP0030356;PathBank_SMP0030357;PathBank_SMP0030358;PathBank_SMP0030359;PathBank_SMP0030360;PathBank_SMP0030361;PathBank_SMP0030362;PathBank_SMP0030363;PathBank_SMP0030364;PathBank_SMP0030365;PathBank_SMP0030366;PathBank_SMP0030367;PathBank_SMP0030368;PathBank_SMP0030369;PathBank_SMP0030370;PathBank_SMP0030371;PathBank_SMP0030372;PathBank_SMP0030373;PathBank_SMP0030374;PathBank_SMP0030375;PathBank_SMP0030376;PathBank_SMP0030377;PathBank_SMP0030378;PathBank_SMP0030379;PathBank_SMP0030380;PathBank_SMP0030381;PathBank_SMP0030382;PathBank_SMP0030383;PathBank_SMP0030384;PathBank_SMP0030385;PathBank_SMP0030386;PathBank_SMP0030387;PathBank_SMP0030388;PathBank_SMP0030389;PathBank_SMP0030390;PathBank_SMP0030391;PathBank_SMP0030392;PathBank_SMP0030393;PathBank_SMP0030394;PathBank_SMP0030395;PathBank_SMP0030396;PathBank_SMP0030397;PathBank_SMP0030398;PathBank_SMP0030399;PathBank_SMP0030400;PathBank_SMP0030401;PathBank_SMP0030402;Reactome_R-HSA-1430728
Q9UGB7,,,,,,1.0,Reactome_R-HSA-1430728
Q9UGJ0,,,,,,1.0,Reactome_R-HSA-1430728
Q9UH92,,,,,,1.0,Reactome_R-HSA-1430728
Q9UHB4,,,,,,1.0,Reactome_R-HSA-1430728
Q9UHJ6,,,,,,1.0,Reactome_R-HSA-1430728
Q9UHK6,,,,,,1.0,Reactome_R-HSA-1430728
Q9UHV7,,,,,,1.0,Reactome_R-HSA-1430728
Q9UI09,,,,,,1.0,Reactome_R-HSA-1430728
Q9UI17,,,,,,1.0,Reactome_R-HSA-1430728
Q9UI32,,,,,,1.0,Reactome_R-HSA-1430728
Q9UJ83,,,,,,1.0,Reactome_R-HSA-1430728
Q9UJA2,,,,,,3.0,PathBank_SMP0000025;Reactome_R-HSA-1430728;WikiPathways_WP2533
Q9UJM8,,,,,,1.0,Reactome_R-HSA-1430728
Q9UJS0,,,,,,1.0,Reactome_R-HSA-1430728
Q9UKG9,,,,,,1.0,Reactome_R-HSA-1430728
Q9UKK9,,,,,,1.0,Reactome_R-HSA-1430728
Q9UKL6,,,,,,1.0,Reactome_R-HSA-1430728
Q9UKU7,,,,,,1.0,Reactome_R-HSA-1430728
Q9UL63,,,,,,1.0,Reactome_R-HSA-1430728
Q9ULK4,,,,,,1.0,Reactome_R-HSA-1430728
Q9ULX7,,,,,,1.0,Reactome_R-HSA-1430728
Q9UMR5,,,,,,1.0,Reactome_R-HSA-1430728
Q9UMX9,,,,,,1.0,Reactome_R-HSA-1430728
Q9UNK4,,,,,,2.0,PathBank_SMP0000025;Reactome_R-HSA-1430728
Q9UNP4,,,,,,1.0,Reactome_R-HSA-1430728
Q9UNU6,,,,,,4.0,Reactome_R-HSA-1430728;Reactome_R-HSA-211859;Reactome_R-HSA-211897;Reactome_R-HSA-211945
Q9UNW1,,,,,,1.0,Reactome_R-HSA-1430728
Q9UP65,,,,,,1.0,Reactome_R-HSA-1430728
Q9UQK1,,,,,,1.0,Reactome_R-HSA-1430728
