,compound,geneid,description,symbol,uniprot_accession,uniprot_accessions
2655,caffeine,150275,coiled-coil domain containing 117,CCDC117,Q8IWD4,Q8IWD4;B7Z820
2656,caffeine,165055,coiled-coil domain containing 138,CCDC138,Q96M89,Q96M89
2657,caffeine,729440,coiled-coil domain containing 61,CCDC61,Q9Y6R9,Q9Y6R9
2658,caffeine,440193,coiled-coil and HOOK domain protein 88C,CCDC88C,Q9P219,Q9P219;B4DZB8
2659,caffeine,8812,cyclin K,CCNK,O75909,O75909
2660,caffeine,219771,cyclin Y,CCNY,Q8ND76,Q8ND76;B7Z8E4
2661,caffeine,7203,chaperonin containing TCP1 subunit 3,CCT3,P49368,P49368;B3KX11;Q59H77
2662,caffeine,10694,chaperonin containing TCP1 subunit 8,CCT8,P50990,P50990;Q7Z759
2663,caffeine,10421,CD2 cytoplasmic tail binding protein 2,CD2BP2,O95400,O95400;A0A024QZC1
2664,caffeine,8881,cell division cycle 16,CDC16,Q13042,Q13042;A0A3B3ISD2;B2RCW0
2665,caffeine,11135,CDC42 effector protein 1,CDC42EP1,Q00587,Q00587
2666,caffeine,157313,cell division cycle associated 2,CDCA2,Q69YH5,Q69YH5;A8K8Z0;B7Z5Q5;E9PEI0
2667,caffeine,51755,cyclin dependent kinase 12,CDK12,Q9NYV4,Q9NYV4;H0YLT2
2668,caffeine,41706,Cytochrome P450 6d5,CYP6D5,Q9VFP1,Q9VFP1
2669,caffeine,5129,cyclin dependent kinase 18,CDK18,Q07002,Q07002;Q59G02
2670,caffeine,23002,dishevelled associated activator of morphogenesis 1,DAAM1,Q9Y4D1,Q9Y4D1
2671,caffeine,221955,diacylglycerol lipase beta,DAGLB,Q8NCG7,Q8NCG7
2672,caffeine,81620,chromatin licensing and DNA replication factor 1,CDT1,Q9H211,Q9H211
2673,caffeine,79682,centromere protein U,CENPU,Q71F23,Q71F23
2674,caffeine,22897,centrosomal protein 164,CEP164,Q9UPV0,Q9UPV0
2675,caffeine,11190,centrosomal protein 250,CEP250,Q9BV73,Q9BV73;A0A9L9PXD2
2676,caffeine,23177,centrosomal protein 68,CEP68,Q76N32,Q76N32;A0A994J4E5
2677,caffeine,79603,ceramide synthase 4,CERS4,Q9HA82,Q9HA82;Q53HF9
2678,caffeine,144535,cilia and flagella associated protein 54,CFAP54,Q96N23,Q96N23
2679,caffeine,8208,chromatin assembly factor 1 subunit B,CHAF1B,Q13112,Q13112
2680,caffeine,55636,chromodomain helicase DNA binding protein 7,CHD7,Q9P2D1,Q9P2D1;Q6ZWF9
2681,caffeine,51510,charged multivesicular body protein 5,CHMP5,Q9NZZ3,Q9NZZ3
2682,caffeine,63922,chromosome transmission fidelity factor 18,CHTF18,Q8WVB6,Q8WVB6
2683,caffeine,23122,cytoplasmic linker associated protein 2,CLASP2,O75122,O75122;A0A0U1RQI6;A0A804HJG7;E7ERI8;E7EW49;J3KR49
2684,caffeine,137075,claudin 23,CLDN23,Q96B33,Q96B33
2685,caffeine,22883,calsyntenin 1,CLSTN1,O94985,O94985;B4E3Q1
2686,caffeine,80790,c-Maf inducing protein,CMIP,Q8IY22,Q8IY22;A0A087WU05
2687,caffeine,55748,carnosine dipeptidase 2,CNDP2,Q96KP4,Q96KP4
2688,caffeine,4848,CCR4-NOT transcription complex subunit 2,CNOT2,Q9NZN8,Q9NZN8;B2RDX7;B3KTL6;F8VUB4;F8VV52
2689,caffeine,22837,cordon-bleu WH2 repeat protein like 1,COBLL1,Q53SF7,Q53SF7;A0A0D9SG04;A0A0X1KG75;B7Z2P5
2690,caffeine,8161,coilin,COIL,P38432,P38432
2691,caffeine,22820,coat protein complex I subunit gamma 1,COPG1,Q9Y678,Q9Y678
2692,caffeine,56997,coenzyme Q8A,COQ8A,Q8NI60,Q8NI60
2693,caffeine,53981,cleavage and polyadenylation specific factor 2,CPSF2,Q9P2I0,Q9P2I0
2694,caffeine,79869,cleavage and polyadenylation specific factor 7,CPSF7,Q8N684,Q8N684;B4DGF8
2695,caffeine,64764,cAMP responsive element binding protein 3 like 2,CREB3L2,Q70SY1,Q70SY1
2696,caffeine,131544,crystallin beta-gamma domain containing 3,CRYBG3,Q68DQ2,Q68DQ2
2697,caffeine,10664,CCCTC-binding factor,CTCF,P49711,P49711;A0A2R8YFL0
2698,caffeine,56474,CTP synthase 2,CTPS2,Q9NRF8,Q9NRF8
2699,caffeine,79004,CUE domain containing 2,CUEDC2,Q9H467,Q9H467
2700,caffeine,54883,CWC25 spliceosome associated protein,CWC25,Q9NXE8,Q9NXE8
2701,caffeine,80344,DDB1 and CUL4 associated factor 11,DCAF11,Q8TEB1,Q8TEB1;B3KSW2;Q59GN6
2702,caffeine,80344,DDB1 and CUL4 associated factor 11,DCAF11,Q8TEB1,Q8TEB1;B3KSW2;Q59GN6
2703,caffeine,8816,DDB1 and CUL4 associated factor 5,DCAF5,Q96JK2,Q96JK2;Q8TBB7
2704,caffeine,51473,doublecortin domain containing 2,DCDC2,Q9UHG0,Q9UHG0
2705,caffeine,196513,decapping mRNA 1B,DCP1B,Q8IZD4,Q8IZD4;B4DVJ6
2706,caffeine,51181,dicarbonyl and L-xylulose reductase,DCXR,Q7Z4W1,Q7Z4W1;A0A384NY14
2707,caffeine,65992,DDRGK domain containing 1,DDRGK1,Q96HY6,Q96HY6
2708,caffeine,10521,DEAD-box helicase 17,DDX17,Q92841,Q92841;A0A5H1ZRQ2;Q59F66
2709,caffeine,9188,DExD-box helicase 21,DDX21,Q9NR30,Q9NR30;A0A8I5KYZ4
2710,caffeine,10212,DExD-box helicase 39A,DDX39A,O00148,O00148
2711,caffeine,10212,DExD-box helicase 39A,DDX39A,O00148,O00148
2712,caffeine,11325,DEAD-box helicase 42,DDX42,Q86XP3,Q86XP3
2713,caffeine,317781,DEAD-box helicase 51,DDX51,Q8N8A6,Q8N8A6
2714,caffeine,10522,DEAF1 transcription factor,DEAF1,O75398,O75398;A0A804HIS1
2715,caffeine,6764,DENN domain containing 2B,DENND2B,P78524,P78524
2716,caffeine,201627,DENN domain containing 6A,DENND6A,Q8IWF6,Q8IWF6
2717,caffeine,54487,DGCR8 microprocessor complex subunit,DGCR8,Q8WYQ5,Q8WYQ5
2718,caffeine,85464,slingshot protein phosphatase 2,SSH2,Q76I76,Q76I76;A0A3B3ITS1;B4DK64;F5H527
2719,caffeine,10274,STAG1 cohesin complex component,STAG1,Q8WVM7,Q8WVM7
2720,caffeine,170506,DEAH-box helicase 36,DHX36,Q9H2U1,Q9H2U1
2721,caffeine,6770,steroidogenic acute regulatory protein,STAR,P49675,P49675;Q6IBK0
2722,caffeine,6770,steroidogenic acute regulatory protein,STAR,P49675,P49675;Q6IBK0
2723,caffeine,6770,steroidogenic acute regulatory protein,STAR,P49675,P49675;Q6IBK0
2724,caffeine,6770,steroidogenic acute regulatory protein,STAR,P49675,P49675;Q6IBK0
2725,caffeine,83930,STARD3 N-terminal like,STARD3NL,O95772,O95772;C9JKL2
2726,caffeine,6777,signal transducer and activator of transcription 5B,STAT5B,P51692,P51692
2727,caffeine,81624,diaphanous related formin 3,DIAPH3,Q9NSV4,Q9NSV4;B4DPV3
2728,caffeine,57609,DIP2 acetate--CoA ligase B (putative),DIP2B,Q9P265,Q9P265;Q96IB4
2729,caffeine,8987,starch binding domain 1,STBD1,O95210,O95210
2730,caffeine,6786,stromal interaction molecule 1,STIM1,Q13586,Q13586;A0A8V8TMF0;A0A8V8TMG1;A0A8V8TNW0;A0A8V8TP73;E9PRZ7;G0XQ39;H0YDB2
2731,caffeine,6786,stromal interaction molecule 1,STIM1,Q13586,Q13586;A0A8V8TMF0;A0A8V8TMG1;A0A8V8TNW0;A0A8V8TP73;E9PRZ7;G0XQ39;H0YDB2
2732,caffeine,114790,serine/threonine kinase 11 interacting protein,STK11IP,Q8N1F8,Q8N1F8
2733,caffeine,9787,DLG associated protein 5,DLGAP5,Q15398,Q15398
2734,caffeine,6788,serine/threonine kinase 3,STK3,Q13188,Q13188;A0A087WZ06;A0A384MR07
2735,caffeine,55437,STE20 related adaptor beta,STRADB,Q9C0K7,Q9C0K7
2736,caffeine,56521,DnaJ heat shock protein family (Hsp40) member C12,DNAJC12,Q9UKB3,Q9UKB3;Q6IAH1
2737,caffeine,85369,striatin interacting protein 1,STRIP1,Q5VSL9,Q5VSL9
2738,caffeine,8677,syntaxin 10,STX10,O60499,O60499;Q5U8S2;X6R2W0
2739,caffeine,6810,syntaxin 4,STX4,Q12846,Q12846;B7Z425
2740,caffeine,252983,syntaxin binding protein 4,STXBP4,Q6ZWJ1,Q6ZWJ1;B5MCT9
2741,caffeine,64426,SIN3A corepressor complex component SDS3,SUDS3,Q9H7L9,Q9H7L9
2742,caffeine,6817,sulfotransferase family 1A member 1,SULT1A1,P50225,P50225
2743,caffeine,30836,deoxynucleotidyltransferase terminal interacting protein 2,DNTTIP2,Q5QJE6,Q5QJE6
2744,caffeine,85440,dedicator of cytokinesis 7,DOCK7,Q96N67,Q96N67
2745,caffeine,23033,DOP1 leucine zipper like protein A,DOP1A,Q5JWR5,Q5JWR5;B2RWN9;Q5TA12
2746,caffeine,8813,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic",DPM1,O60762,O60762;A0A0S2Z4Y5;H0Y368;Q5QPK2
2747,caffeine,25777,Sad1 and UNC84 domain containing 2,SUN2,Q9UH99,Q9UH99;B0QY60;B0QY64;B4E2A6
2748,caffeine,9913,"SPT7 like, STAGA complex subunit gamma",SUPT7L,O94864,O94864
2749,caffeine,4968,8-oxoguanine DNA glycosylase,OGG1,O15527,O15527;A0A9L9PXU1;E5KPM5;E5KPM6;E5KPM7;E5KPM8;E5KPM9;E5KPN0;E5KPN1
2750,caffeine,51514,denticleless E3 ubiquitin protein ligase adapter,DTL,Q9NZJ0,Q9NZJ0;B4E0E6;F5GZ90
2751,caffeine,23220,deltex E3 ubiquitin ligase 4,DTX4,Q9Y2E6,Q9Y2E6
2752,caffeine,94056,synapse associated protein 1,SYAP1,Q96A49,Q96A49
2753,caffeine,23345,spectrin repeat containing nuclear envelope protein 1,SYNE1,Q8NF91,Q8NF91;A0A0C4DG40;B4E3R1;B7Z9Y6;F8WAI0
2754,caffeine,11346,synaptopodin,SYNPO,Q8N3V7,Q8N3V7
2755,caffeine,4907,5'-nucleotidase ecto,NT5E,P21589,P21589;Q6NZX3
2756,caffeine,4907,5'-nucleotidase ecto,NT5E,P21589,P21589;Q6NZX3
2757,caffeine,6741,small RNA binding exonuclease protection factor La,SSB,P05455,P05455
2758,caffeine,5137,phosphodiesterase 1C,PDE1C,Q14123,Q14123;A0A0A0MS69
2759,caffeine,5143,phosphodiesterase 4C,PDE4C,P78505,Q08493;O43849;P78505;Q32MM7;Q7KYS4
2760,caffeine,27115,phosphodiesterase 7B,PDE7B,Q9NP56,Q9NP56
2761,caffeine,8654,phosphodiesterase 5A,PDE5A,O76074,O76074;G5E9C5
2762,caffeine,8654,phosphodiesterase 5A,PDE5A,O76074,O76074;G5E9C5
2763,caffeine,8654,phosphodiesterase 5A,PDE5A,O76074,O76074;G5E9C5
2764,caffeine,9615,guanine deaminase,GDA,Q9Y2T3,Q9Y2T3
2765,caffeine,9615,guanine deaminase,GDA,Q9Y2T3,Q9Y2T3
2766,caffeine,6387,C-X-C motif chemokine ligand 12,CXCL12,P48061,P48061
2767,caffeine,30827,CXXC finger protein 1,CXXC1,Q9P0U4,Q9P0U4
2768,caffeine,54205,"cytochrome c, somatic",CYCS,P99999,P99999;G4XXL9
2769,caffeine,17750,metallothionein 2,MT2,P02798,P02798
2770,caffeine,27085,MDM2 binding protein,MTBP,Q96DY7,Q96DY7
2771,caffeine,92140,metadherin,MTDH,Q86UE4,Q86UE4
2772,caffeine,25902,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,MTHFD1L,Q6UB35,Q6UB35;A0A087WVM4;B2RD24;B7ZM99
2773,caffeine,8776,myotubularin related protein 1,MTMR1,Q13613,Q13613;B7Z3D5;E9PPP8;F8WA39;Q8NEC6
2774,caffeine,8898,myotubularin related protein 2,MTMR2,Q13614,Q13614;A0A6Q8PGS5;A0A6Q8PHL9;A0A6Q8PHS7
2775,caffeine,54882,ankyrin repeat and KH domain containing 1,ANKHD1,Q8IWZ3,Q8IWZ3
2776,caffeine,23253,ankyrin repeat domain 12,ANKRD12,Q6UB98,Q6UB98
2777,caffeine,84079,ankyrin repeat domain 27,ANKRD27,Q96NW4,Q96NW4
2778,caffeine,23294,ankyrin repeat and sterile alpha motif domain containing 1A,ANKS1A,Q92625,Q92625;Q05CP0
2779,caffeine,55435,adaptor related protein complex 1 associated regulatory protein,AP1AR,Q63HQ0,Q63HQ0
2780,caffeine,23431,adaptor related protein complex 4 subunit epsilon 1,AP4E1,Q9UPM8,Q9UPM8;B4DM48
2781,caffeine,26060,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1",APPL1,Q9UKG1,Q9UKG1
2782,caffeine,26286,ARF GTPase activating protein 3,ARFGAP3,Q9NP61,Q9NP61
2783,caffeine,27236,ARF interacting protein 1,ARFIP1,P53367,P53367;B4E273;Q8N8M9
2784,caffeine,9824,Rho GTPase activating protein 11A,ARHGAP11A,Q6P4F7,Q6P4F7
2785,caffeine,57584,Rho GTPase activating protein 21,ARHGAP21,Q5T5U3,Q5T5U3;A0A805TBS0
2786,caffeine,23365,Rho guanine nucleotide exchange factor 12,ARHGEF12,Q9NZN5,Q9NZN5;B4E2K6;E9PMR6
2787,caffeine,9181,Rho/Rac guanine nucleotide exchange factor 2,ARHGEF2,Q92974,Q92974
2788,caffeine,55701,Rho guanine nucleotide exchange factor 40,ARHGEF40,Q8TER5,Q8TER5
2789,caffeine,57492,AT-rich interaction domain 1B,ARID1B,Q8NFD5,Q8NFD5;A0A1B0GTJ8;A0A1B0GVK1;A0A3F2YNW7;A0A6Q8NVI4;A0A8J9GB59;H0Y7H8
2790,caffeine,5926,AT-rich interaction domain 4A,ARID4A,P29374,P29374;Q05CG0
2791,caffeine,200894,ARF like GTPase 13B,ARL13B,Q3SXY8,Q3SXY8;A0A7P0T892;A0A7P0T933;A0A7P0Z473
2792,caffeine,151188,ARF like GTPase 6 interacting protein 6,ARL6IP6,Q8N6S5,Q8N6S5;A0A8I5KQ30;B3KMZ5
2793,caffeine,57412,arsenite methyltransferase,AS3MT,Q9HBK9,Q9HBK9
2794,caffeine,25842,anti-silencing function 1A histone chaperone,ASF1A,Q9Y294,Q9Y294
2795,caffeine,259266,assembly factor for spindle microtubules,ASPM,Q8IZT6,Q8IZT6;B3KWI2
2796,caffeine,84896,ATPase family AAA domain containing 1,ATAD1,Q8NBU5,Q8NBU5;A0A7P0T9B4;A0A7P0T9U2
2797,caffeine,79915,ATPase family AAA domain containing 5,ATAD5,Q96QE3,Q96QE3
2798,caffeine,23130,autophagy related 2A,ATG2A,Q2TAZ0,Q2TAZ0
2799,caffeine,57130,ATPase 13A1,ATP13A1,Q9HD20,Q9HD20
2800,caffeine,9551,ATP synthase membrane subunit f,ATP5MF,P56134,P56134
2801,caffeine,51382,ATPase H+ transporting V1 subunit D,ATP6V1D,Q9Y5K8,Q9Y5K8
2802,caffeine,84126,ATR interacting protein,ATRIP,Q8WXE1,Q8WXE1
2803,caffeine,342371,ataxin 1 like,ATXN1L,P0C7T5,P0C7T5
2804,caffeine,26053,activator of transcription and developmental regulator AUTS2,AUTS2,Q8WXX7,Q8WXX7;A0A024RDL5;A0A2R8Y8C6
2805,caffeine,10458,BAR/IMD domain containing adaptor protein 2,BAIAP2,Q9UQB8,Q9UQB8;I3L4C2
2806,caffeine,8314,BRCA1 associated deubiquitinase 1,BAP1,Q92560,Q92560;F8W6N3
2807,caffeine,11177,bromodomain adjacent to zinc finger domain 1A,BAZ1A,Q9NRL2,Q9NRL2
2808,caffeine,9564,"BCAR1 scaffold protein, Cas family member",BCAR1,P56945,P56945;B3KWE2
2809,caffeine,54880,BCL6 corepressor,BCOR,Q6W2J9,Q6W2J9;H7BZ37;H7C231
2810,caffeine,84162,bridge-like lipid transfer protein family member 1,BLTP1,Q2LD37,Q2LD37;A0A7P0T938
2811,caffeine,8548,basic leucine zipper nuclear factor 1,BLZF1,Q9H2G9,Q9H2G9
2812,caffeine,259282,biorientation of chromosomes in cell division 1 like 1,BOD1L1,Q8NFC6,Q8NFC6;H0Y9Y2
2813,caffeine,118426,BLOC-1 related complex subunit 5,BORCS5,Q969J3,Q969J3;G3V1P3
2814,caffeine,23476,bromodomain containing 4,BRD4,O60885,O60885
2815,caffeine,7862,bromodomain and PHD finger containing 1,BRPF1,P55201,P55201;A0A804HI52;A0A804HIN1;A0A804HKY8;A0A804HL48;A0A8C8KWW5
2816,caffeine,91894,chromosome 11 open reading frame 52,C11ORF52,Q96A22,Q96A22
2817,caffeine,126526,chromosome 19 open reading frame 47,C19ORF47,Q8N9M1,Q8N9M1;A0A804HLH2
2818,caffeine,9854,C2CD2 like,C2CD2L,O14523,O14523
2819,caffeine,55322,chromosome 5 open reading frame 22,C5ORF22,Q49AR2,Q49AR2
2820,caffeine,23523,calcineurin binding protein 1,CABIN1,Q9Y6J0,Q9Y6J0;A0A087WWW8
2821,caffeine,23271,calmodulin regulated spectrin associated protein family member 2,CAMSAP2,Q08AD1,Q08AD1;B3KTI4
2822,caffeine,55832,cullin associated and neddylation dissociated 1,CAND1,Q86VP6,Q86VP6
2823,caffeine,55832,cullin associated and neddylation dissociated 1,CAND1,Q86VP6,Q86VP6
2824,caffeine,55604,capping protein regulator and myosin 1 linker 1,CARMIL1,Q5VZK9,Q5VZK9;A0A8V8TRE2
2825,caffeine,57513,CASK interacting protein 2,CASKIN2,Q8WXE0,Q8WXE0
2826,caffeine,8436,caveolae associated protein 2,CAVIN2,O95810,O95810
2827,caffeine,23624,Cbl proto-oncogene C,CBLC,Q9ULV8,Q9ULV8
2828,caffeine,23468,chromobox 5,CBX5,P45973,P45973;V9HWG0
2829,caffeine,57805,cell cycle and apoptosis regulator 2,CCAR2,Q8N163,Q8N163
2830,caffeine,115098,coiled-coil domain containing 124,CCDC124,Q96CT7,Q96CT7
2831,caffeine,115098,coiled-coil domain containing 124,CCDC124,Q96CT7,Q96CT7
2832,caffeine,8030,coiled-coil domain containing 6,CCDC6,Q16204,Q16204;Q05CP8
2833,caffeine,55704,coiled-coil and HOOK domain protein 88A,CCDC88A,Q3V6T2,Q3V6T2;O14997
2834,caffeine,83605,CCM2 scaffold protein,CCM2,Q9BSQ5,Q9BSQ5;B7Z8D5
2835,caffeine,56990,CDC42 small effector 2,CDC42SE2,Q9NRR3,Q9NRR3
2836,caffeine,10576,chaperonin containing TCP1 subunit 2,CCT2,P78371,P78371;V9HW96
2837,caffeine,23607,CD2 associated protein,CD2AP,Q9Y5K6,Q9Y5K6
2838,caffeine,8555,cell division cycle 14B,CDC14B,O60729,O60729;A0A9L9PY50
2839,caffeine,246184,cell division cycle 26,CDC26,Q8NHZ8,Q8NHZ8
2840,caffeine,55561,CDC42 binding protein kinase gamma,CDC42BPG,Q6DT37,Q6DT37
2841,caffeine,5128,cyclin dependent kinase 17,CDK17,Q00537,Q00537
2842,caffeine,9425,chromodomain Y like,CDYL,Q9Y232,Q9Y232
2843,caffeine,79172,centromere protein O,CENPO,Q9BU64,Q9BU64
2844,caffeine,22994,centrosomal protein 131,CEP131,Q9UPN4,Q9UPN4;I3L2J8
2845,caffeine,55125,centrosomal protein 192,CEP192,Q8TEP8,Q8TEP8
2846,caffeine,11116,centrosomal protein 43,CEP43,O95684,O95684;A0A087WV25;B4DH64
2847,caffeine,90799,centrosomal protein 95,CEP95,Q96GE4,Q96GE4
2848,caffeine,10036,chromatin assembly factor 1 subunit A,CHAF1A,Q13111,Q13111
2849,caffeine,9557,chromodomain helicase DNA binding protein 1 like,CHD1L,Q86WJ1,Q86WJ1;A0A0A0MRH8;A0A0A0MSH9
2850,caffeine,84181,chromodomain helicase DNA binding protein 6,CHD6,Q8TD26,Q8TD26
2851,caffeine,25978,charged multivesicular body protein 2B,CHMP2B,Q9UQN3,Q9UQN3;A0A087WW88;B2RE76
2852,caffeine,26973,cysteine and histidine rich domain containing 1,CHORDC1,Q9UHD1,Q9UHD1;E9PPQ5
2853,caffeine,26586,cytoskeleton associated protein 2,CKAP2,Q8WWK9,Q8WWK9
2854,caffeine,23332,cytoplasmic linker associated protein 1,CLASP1,Q7Z460,Q7Z460;A0A8V8TLP7;A0A8V8TRF6
2855,caffeine,9069,claudin 12,CLDN12,P56749,P56749;B2R687
2856,caffeine,23274,C-type lectin domain containing 16A,CLEC16A,Q2KHT3,Q2KHT3;A0A8V8TR67
2857,caffeine,7461,CAP-Gly domain containing linker protein 2,CLIP2,Q9UDT6,Q9UDT6;A0A140VJG6;A7E2F7
2858,caffeine,63967,claspin,CLSPN,Q9HAW4,Q9HAW4
2859,caffeine,134147,carboxymethylenebutenolidase homolog,CMBL,Q96DG6,Q96DG6
2860,caffeine,23070,cap methyltransferase 1,CMTR1,Q8N1G2,Q8N1G2
2861,caffeine,23019,CCR4-NOT transcription complex subunit 1,CNOT1,A5YKK6,A5YKK6
2862,caffeine,23242,cordon-bleu WH2 repeat protein,COBL,O75128,O75128
2863,caffeine,23242,cordon-bleu WH2 repeat protein,COBL,O75128,O75128
2864,caffeine,91949,component of oligomeric golgi complex 7,COG7,P83436,P83436;A0A0S2Z652
2865,caffeine,11316,coat protein complex I subunit epsilon,COPE,O14579,O14579;M0QXB4
2866,caffeine,64708,COP9 signalosome subunit 7B,COPS7B,Q9H9Q2,Q9H9Q2;A0A087X1P5;J3KQ34;J3KQ41;Q6ZTQ7
2867,caffeine,29894,cleavage and polyadenylation specific factor 1,CPSF1,Q10570,Q10570
2868,caffeine,11052,cleavage and polyadenylation specific factor 6,CPSF6,Q16630,Q16630
2869,caffeine,57585,cramped chromatin regulator 1,CRAMP1,Q96RY5,Q96RY5;A7MD53;B2RNX8
2870,caffeine,51232,cysteine rich transmembrane BMP regulator 1,CRIM1,Q9NZV1,Q9NZV1
2871,caffeine,23373,CREB regulated transcription coactivator 1,CRTC1,Q6UUV9,Q6UUV9
2872,caffeine,415139,"crystallin, beta A2a",CRYBA2A,Q6IQU2,Q6IQU2
2873,caffeine,560055,"crystallin, beta B1, like 2",CRYBB1L2,A7E2K5,A7E2K5
2874,caffeine,79848,centrosome and spindle pole associated protein 1,CSPP1,Q1MSJ5,Q1MSJ5;A0A6Q8PF96;A0A6Q8PGS3;A0A6Q8PHN8;A0A7I2PHE7;A0A7I2V3Z9;A0A7I2V4R5;A0A7I2V5J9;A0A7I2V5L8;A0A7I2V5N5;A0A7I2V5W3;A0A7I2YQH9;Q9H688
2875,caffeine,348180,cytosolic thiouridylase subunit 2,CTU2,Q2VPK5,Q2VPK5;H3BSW6
2876,caffeine,29123,ankyrin repeat domain 11,ANKRD11,Q6UB99,Q6UB99
2877,caffeine,22852,ankyrin repeat domain 26,ANKRD26,Q9UPS8,Q9UPS8;E7ESJ3
2878,caffeine,129138,ankyrin repeat domain 54,ANKRD54,Q6NXT1,Q6NXT1;B5MCX7
2879,caffeine,8943,adaptor related protein complex 3 subunit delta 1,AP3D1,O14617,O14617;A0A8V8TQW4
2880,caffeine,6429,serine and arginine rich splicing factor 4,SRSF4,Q08170,Q08170
2881,caffeine,136853,scavenger receptor cysteine rich family member with 4 domains,SSC4D,Q8WTU2,Q8WTU2
2882,caffeine,139322,apolipoprotein O like,APOOL,Q6UXV4,Q6UXV4
2883,caffeine,116985,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",ARAP1,Q96P48,Q96P48;E7EU13
2884,caffeine,84364,ARF GTPase activating protein 2,ARFGAP2,Q8N6H7,Q8N6H7;E9PN48;G5E9L0
2885,caffeine,57221,ARFGEF family member 3,ARFGEF3,Q5TH69,Q5TH69
2886,caffeine,93663,Rho GTPase activating protein 18,ARHGAP18,Q8N392,Q8N392
2887,caffeine,9743,Rho GTPase activating protein 32,ARHGAP32,A7KAX9,A7KAX9;A0A804HK06
2888,caffeine,9826,Rho guanine nucleotide exchange factor 11,ARHGEF11,O15085,O15085;A0AAQ5BIK5
2889,caffeine,23370,Rho/Rac guanine nucleotide exchange factor 18,ARHGEF18,Q6ZSZ5,Q6ZSZ5;A0A087WZG4;A0A3B3IPE9
2890,caffeine,445328,Rho guanine nucleotide exchange factor 35,ARHGEF35,A5YM69,A5YM69;A0A5F9ZH52
2891,caffeine,8289,AT-rich interaction domain 1A,ARID1A,O14497,O14497
2892,caffeine,10620,AT-rich interaction domain 3B,ARID3B,Q8IVW6,Q8IVW6
2893,caffeine,147339,arkadia (RNF111) N-terminal like PKA signaling regulator 2N,ARK2N,Q96B23,Q96B23
2894,caffeine,51329,ARF like GTPase 6 interacting protein 4,ARL6IP4,Q66PJ3,Q66PJ3;A0A0C4DG62;A0A0C4DH18;A0A8C8KBE9;F8WCT1;F8WEP2
2895,caffeine,10094,actin related protein 2/3 complex subunit 3,ARPC3,O15145,O15145
2896,caffeine,170302,aristaless related homeobox,ARX,Q96QS3,Q96QS3
2897,caffeine,55616,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",ASAP3,Q8TDY4,Q8TDY4;A0AAA9YHE6;B4DRP2
2898,caffeine,55252,ASXL transcriptional regulator 2,ASXL2,Q76L83,Q76L83
2899,caffeine,55210,ATPase family AAA domain containing 3A,ATAD3A,Q9NVI7,Q9NVI7
2900,caffeine,55729,activating transcription factor 7 interacting protein,ATF7IP,Q6VMQ6,Q6VMQ6;B3KNI7;B3KQF8
2901,caffeine,79065,autophagy related 9A,ATG9A,Q7Z3C6,Q7Z3C6
2902,caffeine,6310,ataxin 1,ATXN1,P54253,P54253;A0A2R8YCF3;Q96FF1
2903,caffeine,8313,axin 2,AXIN2,Q9Y2T1,Q9Y2T1;B7ZKL5;E7ES00
2904,caffeine,7917,BAG cochaperone 6,BAG6,P46379,P46379;A0A1U9X7A6;A0A7P0MQS5
2905,caffeine,8815,barrier to autointegration nuclear assembly factor 1,BANF1,O75531,O75531
2906,caffeine,58081,"BCL2 associated X, apoptosis regulator a",BAXA,Q9I9N4,Q9I9N4
2907,caffeine,29994,bromodomain adjacent to zinc finger domain 2B,BAZ2B,Q9UIF8,Q9UIF8
2908,caffeine,10295,branched chain keto acid dehydrogenase kinase,BCKDK,O14874,O14874
2909,caffeine,83596,BCL2 like 12,BCL2L12,Q9HB09,Q9HB09;A0A0X8ASA9;A0A0X8AT42;A0A0X8AXX1;I6LJZ5;I6LJZ6;I6LJZ7;I6LJZ8;I6LJZ9;M0R1K0
2910,caffeine,9274,BAF chromatin remodeling complex subunit BCL7C,BCL7C,Q8WUZ0,Q8WUZ0;I3L1Q2
2911,caffeine,256643,BCLAF1 and THRAP3 family member 3,BCLAF3,A2AJT9,A2AJT9
2912,caffeine,51272,Bet1 golgi vesicular membrane trafficking protein like,BET1L,Q9NYM9,Q9NYM9;A0A0C4DH16
2913,caffeine,23506,BICRA like chromatin remodeling complex associated protein,BICRAL,Q6AI39,Q6AI39
2914,caffeine,23074,bridge-like lipid transfer protein family member 3B,BLTP3B,A0JNW5,A0JNW5
2915,caffeine,9790,BMS1 ribosome biogenesis factor,BMS1,Q14692,Q14692
2916,caffeine,79866,BORA aurora kinase A activator,BORA,Q6PGQ7,Q6PGQ7;A0A087WV86;B5LMG6
2917,caffeine,729991,BLOC-1 related complex subunit 8,BORCS8,Q96FH0,Q96FH0
2918,caffeine,8019,bromodomain containing 3,BRD3,Q15059,Q15059
2919,caffeine,65980,bromodomain containing 9,BRD9,Q9H8M2,Q9H8M2;B4DXI2
2920,caffeine,25855,BRMS1 transcriptional repressor and anoikis regulator,BRMS1,Q9HCU9,Q9HCU9;G5E9I4
