uniprot_accession,protein_name,pathway,compound
P0A6A8,Acyl carrier protein,PathBank_SMP0001688,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001688,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001688,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001688,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001688,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001688,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001688,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001688,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001688,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001688,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001688,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001689,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001689,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001689,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001689,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001689,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001689,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001689,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001689,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001689,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001689,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001689,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001690,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001690,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001690,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001690,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001690,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001690,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001690,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001690,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001690,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001690,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001690,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001691,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001691,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001691,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001691,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001691,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001691,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001691,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001691,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001691,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001691,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001691,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001692,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001692,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001692,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001692,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001692,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001692,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001692,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001692,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001692,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001692,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001692,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001693,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001693,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001693,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001693,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001693,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001693,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001693,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001693,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001693,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001693,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001693,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001694,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001694,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001694,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001694,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001694,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001694,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001694,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001694,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001694,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001694,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001694,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001695,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001695,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001695,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001695,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001695,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001695,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001695,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001695,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001695,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001695,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001696,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001696,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001696,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001696,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001696,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001696,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001696,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001696,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001696,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001696,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001696,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001697,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001697,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001697,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001697,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001697,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001697,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001697,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001697,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001697,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001697,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001697,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001698,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001698,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001698,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001698,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001698,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001698,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001698,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001698,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001698,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001698,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001698,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001699,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001699,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001699,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001699,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001699,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001699,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001699,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001699,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001699,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001699,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001699,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001700,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001700,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001700,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001700,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001700,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001700,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001700,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001700,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001700,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001700,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001700,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001701,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001701,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001701,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001701,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001701,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001701,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001701,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001701,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001701,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001701,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001701,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001702,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001702,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001702,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001702,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001702,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001702,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001702,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001702,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001702,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001702,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001703,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001703,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001703,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001703,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001703,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001703,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001703,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001703,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001703,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001703,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001703,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001704,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001704,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001704,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001704,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001704,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001704,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001704,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001704,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001704,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001704,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001704,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001705,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001705,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001705,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001705,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001705,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001705,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001705,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001705,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001705,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001705,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001705,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001706,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001706,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001706,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001706,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001706,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001706,Ethanolamine
