compound,protein,normalized_target,is_gene,gene_symbol_mygene,score,notfound,canonical_target
caffeine,ZNF705G,ZNF705G,True,,,,ZNF705G
caffeine,ZNF8,ZNF8,True,,,,ZNF8
caffeine,HOXD4,HOXD4,True,,,,HOXD4
caffeine,HPS4,HPS4,True,,,,HPS4
caffeine,HS1BP3,HS1BP3,True,,,,HS1BP3
caffeine,ZNF827,ZNF827,True,,,,ZNF827
caffeine,ZNRF3,ZNRF3,True,,,,ZNRF3
caffeine,ZSWIM5,ZSWIM5,True,,,,ZSWIM5
caffeine,HSD17B3,HSD17B3,True,,,,HSD17B3
caffeine,HSD3B1,HSD3B1,True,,,,HSD3B1
caffeine,HSP90AA1,HSP90AA1,True,,,,HSP90AA1
caffeine,HSP90AB4P,HSP90AB4P,True,,,,HSP90AB4P
caffeine,HSPA1B,HSPA1B,True,,,,HSPA1B
caffeine,HSPB1,HSPB1,True,,,,HSPB1
caffeine,HSPD1,HSPD1,True,,,,HSPD1
caffeine,HTATSF1,HTATSF1,True,,,,HTATSF1
caffeine,HYCC1,HYCC1,True,,,,HYCC1
caffeine,ICAM1,ICAM1,True,,,,ICAM1
caffeine,ID3,ID3,True,,,,ID3
caffeine,IFNGR1,IFNGR1,True,,,,IFNGR1
caffeine,IGF1,IGF1,True,,,,IGF1
caffeine,IGF1,IGF1,True,,,,IGF1
caffeine,IGF1R,IGF1R,True,,,,IGF1R
caffeine,IGF2BP1,IGF2BP1,True,,,,IGF2BP1
caffeine,IGF2R,IGF2R,True,,,,IGF2R
caffeine,IGSF1,IGSF1,True,,,,IGSF1
caffeine,IL10RB,IL10RB,True,,,,IL10RB
caffeine,IL12B,IL12B,True,,,,IL12B
caffeine,IL22RA1,IL22RA1,True,,,,IL22RA1
caffeine,IL5,IL5,True,,,,IL5
caffeine,ANGPTL4,ANGPTL4,True,,,,ANGPTL4
caffeine,ANKLE2,ANKLE2,True,,,,ANKLE2
caffeine,ANKRD17,ANKRD17,True,,,,ANKRD17
caffeine,ANKRD50,ANKRD50,True,,,,ANKRD50
caffeine,ANTXR1,ANTXR1,True,,,,ANTXR1
caffeine,ANXA4,ANXA4,True,,,,ANXA4
caffeine,AP2M1,AP2M1,True,,,,AP2M1
caffeine,APC,APC,True,,,,APC
caffeine,APOA1,APOA1,True,,,,APOA1
caffeine,APOB,APOB,True,,,,APOB
caffeine,APOBEC3H,APOBEC3H,True,,,,APOBEC3H
caffeine,APOC2,APOC2,True,,,,APOC2
caffeine,APOM,APOM,True,,,,APOM
caffeine,ARAF,ARAF,True,,,,ARAF
caffeine,ARFGAP1,ARFGAP1,True,,,,ARFGAP1
caffeine,ARFGEF2,ARFGEF2,True,,,,ARFGEF2
caffeine,ARGLU1,ARGLU1,True,,,,ARGLU1
caffeine,ARHGAP17,ARHGAP17,True,,,,ARHGAP17
caffeine,ARHGAP29,ARHGAP29,True,,,,ARHGAP29
caffeine,ARHGAP45,ARHGAP45,True,,,,ARHGAP45
caffeine,ARHGEF10L,ARHGEF10L,True,,,,ARHGEF10L
caffeine,ARHGEF17,ARHGEF17,True,,,,ARHGEF17
caffeine,ZFP36,ZFP36,True,,,,ZFP36
caffeine,ARHGEF28,ARHGEF28,True,,,,ARHGEF28
caffeine,ARHGEF6,ARHGEF6,True,,,,ARHGEF6
caffeine,ZFP819,ZFP819,True,,,,ZFP819
caffeine,ZFYVE19,ZFYVE19,True,,,,ZFYVE19
caffeine,ARID3A,ARID3A,True,,,,ARID3A
caffeine,ARID5A,ARID5A,True,,,,ARID5A
caffeine,ARL6IP1,ARL6IP1,True,,,,ARL6IP1
caffeine,ARPC1B,ARPC1B,True,,,,ARPC1B
caffeine,ARVCF,ARVCF,True,,,,ARVCF
caffeine,ASAP2,ASAP2,True,,,,ASAP2
caffeine,HELLS,HELLS,True,,,,HELLS
caffeine,ASMTL,ASMTL,True,,,,ASMTL
caffeine,ASXL1,ASXL1,True,,,,ASXL1
caffeine,HEPACAM,HEPACAM,True,,,,HEPACAM
caffeine,HGS,HGS,True,,,,HGS
caffeine,ATAD2B,ATAD2B,True,,,,ATAD2B
caffeine,ATF7,ATF7,True,,,,ATF7
caffeine,ATG7,ATG7,True,,,,ATG7
caffeine,ATM,ATM,True,,,,ATM
caffeine,ATM,ATM,True,,,,ATM
caffeine,ATXN7,ATXN7,True,,,,ATXN7
caffeine,ATM,ATM,True,,,,ATM
caffeine,ATM,ATM,True,,,,ATM
caffeine,ATP1A1,ATP1A1,True,,,,ATP1A1
caffeine,ATP2A2,ATP2A2,True,,,,ATP2A2
caffeine,ATP6V0C,ATP6V0C,True,,,,ATP6V0C
caffeine,ATR,ATR,True,,,,ATR
caffeine,ATR,ATR,True,,,,ATR
caffeine,ATRX,ATRX,True,,,,ATRX
caffeine,ATXN7L3,ATXN7L3,True,,,,ATXN7L3
caffeine,AVPR1A,AVPR1A,True,,,,AVPR1A
caffeine,BAG4,BAG4,True,,,,BAG4
caffeine,BAIAP2L2,BAIAP2L2,True,,,,BAIAP2L2
caffeine,BASP1,BASP1,True,,,,BASP1
caffeine,BAX,BAX,True,,,,BAX
caffeine,BAZ2A,BAZ2A,True,,,,BAZ2A
caffeine,BBX,BBX,True,,,,BBX
caffeine,BCAS3,BCAS3,True,,,,BCAS3
caffeine,BCL2L1,BCL2L1,True,,,,BCL2L1
caffeine,BCL7B,BCL7B,True,,,,BCL7B
caffeine,BCLAF1,BCLAF1,True,,,,BCLAF1
caffeine,BCR,BCR,True,,,,BCR
caffeine,BEND3,BEND3,True,,,,BEND3
caffeine,BICD2,BICD2,True,,,,BICD2
caffeine,BIRC6,BIRC6,True,,,,BIRC6
caffeine,BLTP3A,BLTP3A,True,,,,BLTP3A
caffeine,BMPR1A,BMPR1A,True,,,,BMPR1A
caffeine,BNIP3,BNIP3,True,,,,BNIP3
caffeine,BOP1,BOP1,True,,,,BOP1
caffeine,BORCS7,BORCS7,True,,,,BORCS7
caffeine,BRAP,BRAP,True,,,,BRAP
caffeine,BRD2,BRD2,True,,,,BRD2
caffeine,BRD8,BRD8,True,,,,BRD8
caffeine,BRME1,BRME1,True,,,,BRME1
caffeine,BRWD1,BRWD1,True,,,,BRWD1
caffeine,BTF3,BTF3,True,,,,BTF3
caffeine,BUD13,BUD13,True,,,,BUD13
caffeine,C17ORF100,C17ORF100,True,,,,C17ORF100
caffeine,ZIC5,ZIC5,True,,,,ZIC5
caffeine,ZMYM2,ZMYM2,True,,,,ZMYM2
caffeine,C1ORF226,C1ORF226,True,,,,C1ORF226
caffeine,C1S,C1S,True,,,,C1S
caffeine,C2CD5,C2CD5,True,,,,C2CD5
caffeine,C9ORF78,C9ORF78,True,,,,C9ORF78
caffeine,CACNA2D2,CACNA2D2,True,,,,CACNA2D2
caffeine,CALM1,CALM1,True,,,,CALM1
caffeine,CALU,CALU,True,,,,CALU
caffeine,CAMKK2,CAMKK2,True,,,,CAMKK2
caffeine,CAMTA2,CAMTA2,True,,,,CAMTA2
caffeine,CAPN1,CAPN1,True,,,,CAPN1
caffeine,CARD9,CARD9,True,,,,CARD9
caffeine,CARS1,CARS1,True,,,,CARS1
caffeine,CASP2,CASP2,True,,,,CASP2
caffeine,CASP3,CASP3,True,,,,CASP3
caffeine,CASP3,CASP3,True,,,,CASP3
caffeine,CASP3,CASP3,True,,,,CASP3
caffeine,CASP8,CASP8,True,,,,CASP8
caffeine,CASP9,CASP9,True,,,,CASP9
caffeine,CAT,CAT,True,,,,CAT
caffeine,HIC2,HIC2,True,,,,HIC2
caffeine,CAV3,CAV3,True,,,,CAV3
caffeine,HIP1,HIP1,True,,,,HIP1
caffeine,CBARP,CBARP,True,,,,CBARP
caffeine,CBX1,CBX1,True,,,,CBX1
caffeine,HIVEP2,HIVEP2,True,,,,HIVEP2
caffeine,CBX8,CBX8,True,,,,CBX8
caffeine,CCDC120,CCDC120,True,,,,CCDC120
caffeine,CCDC174,CCDC174,True,,,,CCDC174
caffeine,CCDC85C,CCDC85C,True,,,,CCDC85C
caffeine,CCDC9,CCDC9,True,,,,CCDC9
caffeine,CCNB1,CCNB1,True,,,,CCNB1
caffeine,CCND1,CCND1,True,,,,CCND1
caffeine,CCNG1,CCNG1,True,,,,CCNG1
caffeine,CCNL1,CCNL1,True,,,,CCNL1
caffeine,CCNYL1,CCNYL1,True,,,,CCNYL1
caffeine,CCT4,CCT4,True,,,,CCT4
caffeine,CCZ1,CCZ1,True,,,,CCZ1
caffeine,CD36,CD36,True,,,,CD36
caffeine,CD99,CD99,True,,,,CD99
caffeine,CDC20,CDC20,True,,,,CDC20
caffeine,CDC25C,CDC25C,True,,,,CDC25C
caffeine,CDC37L1,CDC37L1,True,,,,CDC37L1
caffeine,CDC42EP4,CDC42EP4,True,,,,CDC42EP4
caffeine,CDCA5,CDCA5,True,,,,CDCA5
caffeine,CDH5,CDH5,True,,,,CDH5
caffeine,CDK1,CDK1,True,,,,CDK1
caffeine,CDK13,CDK13,True,,,,CDK13
caffeine,CDK2,CDK2,True,,,,CDK2
caffeine,CDK4,CDK4,True,,,,CDK4
caffeine,CDKN1A,CDKN1A,True,,,,CDKN1A
caffeine,CDKN1A,CDKN1A,True,,,,CDKN1A
caffeine,CDKN2AIP,CDKN2AIP,True,,,,CDKN2AIP
caffeine,CDV3,CDV3,True,,,,CDV3
caffeine,CEBPA,CEBPA,True,,,,CEBPA
caffeine,ZNF174,ZNF174,True,,,,ZNF174
caffeine,CEBPB,CEBPB,True,,,,CEBPB
caffeine,ZNF24,ZNF24,True,,,,ZNF24
caffeine,CENPE,CENPE,True,,,,CENPE
caffeine,CENPV,CENPV,True,,,,CENPV
caffeine,CEP170,CEP170,True,,,,CEP170
caffeine,CEP350,CEP350,True,,,,CEP350
caffeine,CEP78,CEP78,True,,,,CEP78
caffeine,CERT1,CERT1,True,,,,CERT1
caffeine,CFAP97,CFAP97,True,,,,CFAP97
caffeine,CGN,CGN,True,,,,CGN
caffeine,CHAMP1,CHAMP1,True,,,,CHAMP1
caffeine,CHD3,CHD3,True,,,,CHD3
caffeine,CHD8,CHD8,True,,,,CHD8
caffeine,CHEK1,CHEK1,True,,,,CHEK1
caffeine,CHEK2,CHEK2,True,,,,CHEK2
caffeine,CHEK2,CHEK2,True,,,,CHEK2
caffeine,CHERP,CHERP,True,,,,CHERP
caffeine,CHMP6,CHMP6,True,,,,CHMP6
caffeine,CIAPIN1,CIAPIN1,True,,,,CIAPIN1
caffeine,CKMA,CKMA,True,,,,CKMA
caffeine,CLCC1,CLCC1,True,,,,CLCC1
caffeine,CLDN3,CLDN3,True,,,,CLDN3
caffeine,CLINT1,CLINT1,True,,,,CLINT1
caffeine,HLA-A,hla a,False,,,True,hla a
caffeine,CLK3,CLK3,True,,,,CLK3
caffeine,CLOCK,CLOCK,True,,,,CLOCK
caffeine,HMGA1,HMGA1,True,,,,HMGA1
caffeine,CLTC,CLTC,True,,,,CLTC
caffeine,HMGB1,HMGB1,True,,,,HMGB1
caffeine,CMTM4,CMTM4,True,,,,CMTM4
caffeine,CNKSR1,CNKSR1,True,,,,CNKSR1
caffeine,CNNM2,CNNM2,True,,,,CNNM2
caffeine,CNP,CNP,True,,,,CNP
caffeine,COCH,COCH,True,,,,COCH
caffeine,COL1A1,COL1A1,True,,,,COL1A1
caffeine,COPA,COPA,True,,,,COPA
caffeine,COPS3,COPS3,True,,,,COPS3
caffeine,CORT,CORT,True,,,,CORT
caffeine,CPEB2,CPEB2,True,,,,CPEB2
caffeine,CPSF3,CPSF3,True,,,,CPSF3
caffeine,CPT1A,CPT1A,True,,,,CPT1A
caffeine,CREB1,CREB1,True,,,,CREB1
caffeine,CREBBP,CREBBP,True,,,,CREBBP
caffeine,CRIPT,CRIPT,True,,,,CRIPT
caffeine,CRTC2,CRTC2,True,,,,CRTC2
caffeine,CRYBB1,CRYBB1,True,,,,CRYBB1
caffeine,CRYGMX,CRYGMX,True,,,,CRYGMX
caffeine,CSNK1G3,CSNK1G3,True,,,,CSNK1G3
caffeine,CSTF1,CSTF1,True,,,,CSTF1
caffeine,CTDP1,CTDP1,True,,,,CTDP1
caffeine,CTNNAL1,CTNNAL1,True,,,,CTNNAL1
caffeine,CTNNBIP1,CTNNBIP1,True,,,,CTNNBIP1
caffeine,CTSB,CTSB,True,,,,CTSB
caffeine,CTTN,CTTN,True,,,,CTTN
caffeine,CUL4A,CUL4A,True,,,,CUL4A
caffeine,CWF19L2,CWF19L2,True,,,,CWF19L2
caffeine,ZNF280C,ZNF280C,True,,,,ZNF280C
caffeine,ZNF318,ZNF318,True,,,,ZNF318
caffeine,ZNF33A,ZNF33A,True,,,,ZNF33A
caffeine,HMGCR,HMGCR,True,,,,HMGCR
caffeine,HMGCS1,HMGCS1,True,,,,HMGCS1
caffeine,Adenosine receptor A1,adenosine receptor a1,False,ADORA1,,False,ADORA1
caffeine,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",phosphatidylinositol 4 5 bisphosphate 3 kinase catalytic subunit delta isoform,False,,,True,phosphatidylinositol 4 5 bisphosphate 3 kinase catalytic subunit delta isoform
caffeine,HMGN1,HMGN1,True,,,,HMGN1
caffeine,HNRNPA1,HNRNPA1,True,,,,HNRNPA1
caffeine,HNRNPAB,HNRNPAB,True,,,,HNRNPAB
caffeine,ZNF408,ZNF408,True,,,,ZNF408
caffeine,ZNF503,ZNF503,True,,,,ZNF503
caffeine,ZNF516,ZNF516,True,,,,ZNF516
caffeine,Adenosine receptor A2a,adenosine receptor a2a,False,ADORA2A,,False,ADORA2A
caffeine,Adenosine A2 receptor,adenosine a2 receptor,False,,,True,adenosine a2 receptor
caffeine,Adenosine receptor,adenosine receptor,False,ADORA2B,,False,ADORA2B
caffeine,HNRNPD,HNRNPD,True,,,,HNRNPD
caffeine,HNRNPF,HNRNPF,True,,,,HNRNPF
caffeine,HNRNPH3,HNRNPH3,True,,,,HNRNPH3
caffeine,ZNF579,ZNF579,True,,,,ZNF579
caffeine,ZNF609,ZNF609,True,,,,ZNF609
caffeine,ZNF641,ZNF641,True,,,,ZNF641
caffeine,HNRNPL,HNRNPL,True,,,,HNRNPL
caffeine,HNRNPU,HNRNPU,True,,,,HNRNPU
caffeine,HOOK3,HOOK3,True,,,,HOOK3
caffeine,A1 receptor,a1 receptor,False,EPHA1,,False,EPHA1
caffeine,"Glycogen phosphorylase, muscle form",glycogen phosphorylase muscle form,False,,,True,glycogen phosphorylase muscle form
caffeine,ZNF652,ZNF652,True,,,,ZNF652
caffeine,ZNF692,ZNF692,True,,,,ZNF692
caffeine,ZNF784,ZNF784,True,,,,ZNF784
caffeine,HPRT1,HPRT1,True,,,,HPRT1
caffeine,HRC,HRC,True,,,,HRC
caffeine,ZNRF2,ZNRF2,True,,,,ZNRF2
caffeine,ZSCAN5A,ZSCAN5A,True,,,,ZSCAN5A
caffeine,ZZEF1,ZZEF1,True,,,,ZZEF1
caffeine,HSD11B2,HSD11B2,True,,,,HSD11B2
caffeine,HSD3B1,HSD3B1,True,,,,HSD3B1
caffeine,HSP70L,HSP70L,True,,,,HSP70L
caffeine,HSP90AB2P,HSP90AB2P,True,,,,HSP90AB2P
caffeine,HSP90B2P,HSP90B2P,True,,,,HSP90B2P
caffeine,HSPA4L,HSPA4L,True,,,,HSPA4L
caffeine,HSPB1,HSPB1,True,,,,HSPB1
caffeine,HSPBP1,HSPBP1,True,,,,HSPBP1
caffeine,HSPH1,HSPH1,True,,,,HSPH1
caffeine,HUWE1,HUWE1,True,,,,HUWE1
caffeine,IBTK,IBTK,True,,,,IBTK
caffeine,ID2,ID2,True,,,,ID2
caffeine,IFNAR2,IFNAR2,True,,,,IFNAR2
caffeine,IGF1,IGF1,True,,,,IGF1
caffeine,IGF1,IGF1,True,,,,IGF1
caffeine,IGF2,IGF2,True,,,,IGF2
caffeine,IGLC6,IGLC6,True,,,,IGLC6
caffeine,IL10,IL10,True,,,,IL10
caffeine,IL1RL1,IL1RL1,True,,,,IL1RL1
caffeine,IL4RA,IL4RA,True,,,,IL4RA
caffeine,IL6,IL6,True,,,,IL6
caffeine,ILF3,ILF3,True,,,,ILF3
caffeine,INCENP,INCENP,True,,,,INCENP
caffeine,INO80C,INO80C,True,,,,INO80C
caffeine,INPPL1,INPPL1,True,,,,INPPL1
caffeine,INTS1,INTS1,True,,,,INTS1
caffeine,INTS7,INTS7,True,,,,INTS7
caffeine,IRAK1,IRAK1,True,,,,IRAK1
caffeine,IRF2BPL,IRF2BPL,True,,,,IRF2BPL
caffeine,ISYNA1,ISYNA1,True,,,,ISYNA1
caffeine,ITPKA,ITPKA,True,,,,ITPKA
caffeine,ITSN1,ITSN1,True,,,,ITSN1
caffeine,JAK3,JAK3,True,,,,JAK3
caffeine,JMY,JMY,True,,,,JMY
caffeine,JUP,JUP,True,,,,JUP
caffeine,KANSL1,KANSL1,True,,,,KANSL1
caffeine,KAT7,KAT7,True,,,,KAT7
caffeine,KAZN,KAZN,True,,,,KAZN
caffeine,KCTD14,KCTD14,True,,,,KCTD14
caffeine,KDM3A,KDM3A,True,,,,KDM3A
caffeine,KDM5C,KDM5C,True,,,,KDM5C
caffeine,KHDRBS1,KHDRBS1,True,,,,KHDRBS1
caffeine,A3 receptor,a3 receptor,False,ADORA3,,False,ADORA3
caffeine,KIAA0232,KIAA0232,True,,,,KIAA0232
caffeine,KIAA0930,KIAA0930,True,,,,KIAA0930
caffeine,KIAA1671,KIAA1671,True,,,,KIAA1671
caffeine,PTGER1,PTGER1,True,,,,PTGER1
caffeine,Carbonic anhydrase 1,carbonic anhydrase 1,False,CA1,,False,CA1
caffeine,KIF13A,KIF13A,True,,,,KIF13A
caffeine,KIF18B,KIF18B,True,,,,KIF18B
caffeine,KIF21A,KIF21A,True,,,,KIF21A
caffeine,KIF23,KIF23,True,,,,KIF23
caffeine,KIFBP,KIFBP,True,,,,KIFBP
caffeine,KLC2,KLC2,True,,,,KLC2
caffeine,KLHDC4,KLHDC4,True,,,,KLHDC4
caffeine,KLHL9,KLHL9,True,,,,KLHL9
caffeine,KNL1,KNL1,True,,,,KNL1
caffeine,KPNA6,KPNA6,True,,,,KPNA6
caffeine,KRT18,KRT18,True,,,,KRT18
caffeine,KSR1,KSR1,True,,,,KSR1
caffeine,LAMB1,LAMB1,True,,,,LAMB1
caffeine,LARP4,LARP4,True,,,,LARP4
caffeine,GEMIN6,GEMIN6,True,,,,GEMIN6
caffeine,GFER,GFER,True,,,,GFER
caffeine,USP40,USP40,True,,,,USP40
caffeine,USP5,USP5,True,,,,USP5
caffeine,USP8,USP8,True,,,,USP8
caffeine,GHITM,GHITM,True,,,,GHITM
caffeine,GINS2,GINS2,True,,,,GINS2
caffeine,GJA1,GJA1,True,,,,GJA1
caffeine,USP9Y,USP9Y,True,,,,USP9Y
caffeine,VAMP3,VAMP3,True,,,,VAMP3
caffeine,VARS1,VARS1,True,,,,VARS1
caffeine,GJA1,GJA1,True,,,,GJA1
caffeine,GLI3,GLI3,True,,,,GLI3
caffeine,GLUD1,GLUD1,True,,,,GLUD1
caffeine,VAT1,VAT1,True,,,,VAT1
caffeine,VCL,VCL,True,,,,VCL
caffeine,VDAC1,VDAC1,True,,,,VDAC1
caffeine,GMFB,GMFB,True,,,,GMFB
caffeine,GNAI1,GNAI1,True,,,,GNAI1
caffeine,GNAS,GNAS,True,,,,GNAS
caffeine,Adenosine receptor A2b,adenosine receptor a2b,False,ADORA2B,,False,ADORA2B
caffeine,VGLL4,VGLL4,True,,,,VGLL4
caffeine,VPS13C,VPS13C,True,,,,VPS13C
caffeine,VPS26B,VPS26B,True,,,,VPS26B
caffeine,GNG5,GNG5,True,,,,GNG5
caffeine,GOLGA1,GOLGA1,True,,,,GOLGA1
caffeine,GOLGB1,GOLGB1,True,,,,GOLGB1
caffeine,VPS54,VPS54,True,,,,VPS54
caffeine,VWA3A,VWA3A,True,,,,VWA3A
caffeine,Adenosine receptor A1,adenosine receptor a1,False,ADORA1,,False,ADORA1
caffeine,Adenosine receptor,adenosine receptor,False,ADORA2B,,False,ADORA2B
caffeine,Guanine deaminase,guanine deaminase,False,GDA,,False,GDA
caffeine,GOPC,GOPC,True,,,,GOPC
caffeine,GOT2,GOT2,True,,,,GOT2
caffeine,GPATCH2L,GPATCH2L,True,,,,GPATCH2L
caffeine,WASHC2C,WASHC2C,True,,,,WASHC2C
caffeine,WDCP,WDCP,True,,,,WDCP
caffeine,WDR20,WDR20,True,,,,WDR20
caffeine,A1 receptor,a1 receptor,False,EPHA1,,False,EPHA1
caffeine,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",camp specific 3 5 cyclic phosphodiesterase 4a,False,,,True,camp specific 3 5 cyclic phosphodiesterase 4a
caffeine,GPBP1L1,GPBP1L1,True,,,,GPBP1L1
caffeine,GPI,GPI,True,,,,GPI
caffeine,GPT,GPT,True,,,,GPT
caffeine,WDR33,WDR33,True,,,,WDR33
caffeine,WDR59,WDR59,True,,,,WDR59
caffeine,WFS1,WFS1,True,,,,WFS1
caffeine,GPX3,GPX3,True,,,,GPX3
caffeine,GRB10,GRB10,True,,,,GRB10
caffeine,WNK2,WNK2,True,,,,WNK2
caffeine,WRAP73,WRAP73,True,,,,WRAP73
caffeine,WWC1,WWC1,True,,,,WWC1
caffeine,GRHL1,GRHL1,True,,,,GRHL1
caffeine,GRIN2A,GRIN2A,True,,,,GRIN2A
caffeine,GRK5,GRK5,True,,,,GRK5
caffeine,XDH,XDH,True,,,,XDH
caffeine,XPO1,XPO1,True,,,,XPO1
caffeine,XRCC4,XRCC4,True,,,,XRCC4
caffeine,GRWD1,GRWD1,True,,,,GRWD1
caffeine,GSK3A,GSK3A,True,,,,GSK3A
caffeine,GSR,GSR,True,,,,GSR
caffeine,XRN2,XRN2,True,,,,XRN2
caffeine,YBX3,YBX3,True,,,,YBX3
caffeine,A3 receptor,a3 receptor,False,ADORA3,,False,ADORA3
caffeine,A2B receptor,a2b receptor,False,ADORA2B,,False,ADORA2B
caffeine,GSTD7,GSTD7,True,,,,GSTD7
caffeine,GSTO1,GSTO1,True,,,,GSTO1
caffeine,GTF2F2,GTF2F2,True,,,,GTF2F2
caffeine,Carbonic anhydrase 2,carbonic anhydrase 2,False,CA2,,False,CA2
caffeine,YJU2B,YJU2B,True,,,,YJU2B
caffeine,YTHDC2,YTHDC2,True,,,,YTHDC2
caffeine,YWHAE,YWHAE,True,,,,YWHAE
caffeine,GTF3C1,GTF3C1,True,,,,GTF3C1
caffeine,GTPBP1,GTPBP1,True,,,,GTPBP1
caffeine,GZF1,GZF1,True,,,,GZF1
caffeine,ZBED4,ZBED4,True,,,,ZBED4
caffeine,ZBTB2,ZBTB2,True,,,,ZBTB2
caffeine,ZBTB44,ZBTB44,True,,,,ZBTB44
caffeine,H1-4,h1 4,False,,,True,h1 4
caffeine,H1F0,H1F0,True,,,,H1F0
caffeine,H2AX,H2AX,True,,,,H2AX
caffeine,ZBTB49,ZBTB49,True,,,,ZBTB49
caffeine,ZC2HC1A,ZC2HC1A,True,,,,ZC2HC1A
caffeine,ZC3H15,ZC3H15,True,,,,ZC3H15
caffeine,H3C15,H3C15,True,,,,H3C15
caffeine,HACE1,HACE1,True,,,,HACE1
caffeine,ADORA1,ADORA1,True,,,,ADORA1
caffeine,ZC3H3,ZC3H3,True,,,,ZC3H3
caffeine,ZC3HAV1,ZC3HAV1,True,,,,ZC3HAV1
caffeine,ZCCHC2,ZCCHC2,True,,,,ZCCHC2
caffeine,HBA-A1,hba a1,False,,,True,hba a1
caffeine,HDAC2,HDAC2,True,,,,HDAC2
caffeine,HDAC7,HDAC7,True,,,,HDAC7
caffeine,ZDHHC7,ZDHHC7,True,,,,ZDHHC7
caffeine,ZFAND3,ZFAND3,True,,,,ZFAND3
caffeine,HDGF,HDGF,True,,,,HDGF
caffeine,HE1.3,he1 3,False,,,True,he1 3
caffeine,HEBP2,HEBP2,True,,,,HEBP2
caffeine,IL6,IL6,True,,,,IL6
caffeine,ILF3,ILF3,True,,,,ILF3
caffeine,INAVA,INAVA,True,,,,INAVA
caffeine,INO80B,INO80B,True,,,,INO80B
caffeine,INPP5F,INPP5F,True,,,,INPP5F
caffeine,INSIG1,INSIG1,True,,,,INSIG1
caffeine,INSR,INSR,True,,,,INSR
caffeine,INTS3,INTS3,True,,,,INTS3
caffeine,IQSEC1,IQSEC1,True,,,,IQSEC1
caffeine,IRF2BP2,IRF2BP2,True,,,,IRF2BP2
caffeine,ISLR2,ISLR2,True,,,,ISLR2
caffeine,ITGB1,ITGB1,True,,,,ITGB1
caffeine,ITM2B,ITM2B,True,,,,ITM2B
caffeine,ITPRID2,ITPRID2,True,,,,ITPRID2
caffeine,IWS1,IWS1,True,,,,IWS1
caffeine,JAG1,JAG1,True,,,,JAG1
caffeine,JMJD1C,JMJD1C,True,,,,JMJD1C
caffeine,JUN,JUN,True,,,,JUN
caffeine,JUND,JUND,True,,,,JUND
caffeine,KANK2,KANK2,True,,,,KANK2
caffeine,KAT6B,KAT6B,True,,,,KAT6B
caffeine,KATNIP,KATNIP,True,,,,KATNIP
caffeine,KCNAB2,KCNAB2,True,,,,KCNAB2
caffeine,KDM2B,KDM2B,True,,,,KDM2B
caffeine,KDM4C,KDM4C,True,,,,KDM4C
caffeine,KHDC4,KHDC4,True,,,,KHDC4
caffeine,KHSRP,KHSRP,True,,,,KHSRP
caffeine,KIAA0753,KIAA0753,True,,,,KIAA0753
caffeine,KIAA1328,KIAA1328,True,,,,KIAA1328
caffeine,KIDINS220,KIDINS220,True,,,,KIDINS220
caffeine,KIF18A,KIF18A,True,,,,KIF18A
caffeine,KIF20B,KIF20B,True,,,,KIF20B
caffeine,KIF4A,KIF4A,True,,,,KIF4A
caffeine,KIZ,KIZ,True,,,,KIZ
caffeine,KLF4,KLF4,True,,,,KLF4
caffeine,KLHL32,KLHL32,True,,,,KLHL32
caffeine,KMT2C,KMT2C,True,,,,KMT2C
caffeine,KMT2D,KMT2D,True,,,,KMT2D
caffeine,KPNA2,KPNA2,True,,,,KPNA2
caffeine,KRT1,KRT1,True,,,,KRT1
caffeine,KRT84,KRT84,True,,,,KRT84
caffeine,LAD1,LAD1,True,,,,LAD1
caffeine,LARP1B,LARP1B,True,,,,LARP1B
caffeine,IL6ST,IL6ST,True,,,,IL6ST
caffeine,IMPDH2,IMPDH2,True,,,,IMPDH2
caffeine,INO80,INO80,True,,,,INO80
caffeine,INPP5D,INPP5D,True,,,,INPP5D
caffeine,INS1,INS1,True,,,,INS1
caffeine,INSR,INSR,True,,,,INSR
caffeine,INTS13,INTS13,True,,,,INTS13
caffeine,IQGAP3,IQGAP3,True,,,,IQGAP3
caffeine,IRF2BP1,IRF2BP1,True,,,,IRF2BP1
caffeine,IRX3,IRX3,True,,,,IRX3
caffeine,ITGAM,ITGAM,True,,,,ITGAM
caffeine,ITIH2,ITIH2,True,,,,ITIH2
caffeine,ITPR3,ITPR3,True,,,,ITPR3
caffeine,IVNS1ABP,IVNS1ABP,True,,,,IVNS1ABP
caffeine,JADE3,JADE3,True,,,,JADE3
caffeine,JHEH1,JHEH1,True,,,,JHEH1
caffeine,JRK,JRK,True,,,,JRK
caffeine,JUNB,JUNB,True,,,,JUNB
caffeine,KANK1,KANK1,True,,,,KANK1
caffeine,KAT6A,KAT6A,True,,,,KAT6A
caffeine,KATNA1,KATNA1,True,,,,KATNA1
caffeine,KCMF1,KCMF1,True,,,,KCMF1
caffeine,KDM2A,KDM2A,True,,,,KDM2A
caffeine,KDM4A,KDM4A,True,,,,KDM4A
caffeine,KGD4,KGD4,True,,,,KGD4
caffeine,KIAA0586,KIAA0586,True,,,,KIAA0586
caffeine,KIAA1217,KIAA1217,True,,,,KIAA1217
caffeine,KIF16B,KIF16B,True,,,,KIF16B
