uniprot_accession,go_id,aspect,evidence_code
P05177,GO:0004497,molecular_function,IEA
P05177,GO:0004497,molecular_function,IDA
P05177,GO:0004497,molecular_function,IDA
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0004497,molecular_function,TAS
P05177,GO:0005506,molecular_function,IEA
P05177,GO:0005515,molecular_function,IPI
P05177,GO:0005515,molecular_function,IPI
P05177,GO:0008395,molecular_function,IBA
P05177,GO:0008395,molecular_function,IEA
P05177,GO:0009055,molecular_function,TAS
P05177,GO:0016491,molecular_function,IDA
P05177,GO:0016491,molecular_function,IDA
P05177,GO:0016705,molecular_function,IEA
P05177,GO:0016712,molecular_function,IBA
P05177,GO:0016712,molecular_function,IEA
P05177,GO:0016712,molecular_function,IMP
P05177,GO:0019899,molecular_function,IPI
P05177,GO:0019899,molecular_function,IPI
P05177,GO:0020037,molecular_function,IEA
P05177,GO:0020037,molecular_function,IDA
P05177,GO:0032451,molecular_function,IDA
P05177,GO:0034875,molecular_function,IDA
P05177,GO:0101020,molecular_function,IDA
P05177,GO:0101021,molecular_function,IEA
P05177,GO:0101021,molecular_function,IDA
P05177,GO:0101021,molecular_function,IDA
P05177,GO:0106256,molecular_function,IEA
P05177,GO:0006706,biological_process,IBA
P05177,GO:0006706,biological_process,IMP
P05177,GO:0006805,biological_process,IDA
P05177,GO:0006805,biological_process,IDA
P05177,GO:0006805,biological_process,TAS
P05177,GO:0008202,biological_process,IEA
P05177,GO:0008203,biological_process,IEA
P05177,GO:0008210,biological_process,IBA
P05177,GO:0008210,biological_process,IDA
P05177,GO:0008210,biological_process,IDA
P05177,GO:0009403,biological_process,IDA
P05177,GO:0009404,biological_process,IBA
P05177,GO:0009820,biological_process,IDA
P05177,GO:0016098,biological_process,IDA
P05177,GO:0019369,biological_process,IEA
P05177,GO:0019373,biological_process,TAS
P05177,GO:0032259,biological_process,TAS
P05177,GO:0032787,biological_process,IDA
P05177,GO:0034308,biological_process,IEA
P05177,GO:0042178,biological_process,IBA
P05177,GO:0042178,biological_process,IMP
P05177,GO:0042178,biological_process,IDA
P05177,GO:0042445,biological_process,IEA
P05177,GO:0042572,biological_process,IEA
P05177,GO:0042572,biological_process,IDA
P05177,GO:0042759,biological_process,TAS
P05177,GO:0042759,biological_process,TAS
P05177,GO:0046222,biological_process,TAS
P05177,GO:0070989,biological_process,IDA
P05177,GO:0097267,biological_process,TAS
P05177,GO:0120254,biological_process,IEA
P05177,GO:0005739,cellular_component,IBA
P05177,GO:0005789,cellular_component,IEA
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0005789,cellular_component,TAS
P05177,GO:0043231,cellular_component,IDA
P29274,GO:0001609,molecular_function,IBA
P29274,GO:0001609,molecular_function,IEA
P29274,GO:0001609,molecular_function,IDA
P29274,GO:0001609,molecular_function,IDA
P29274,GO:0004930,molecular_function,IEA
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005515,molecular_function,IPI
P29274,GO:0005516,molecular_function,EXP
P29274,GO:0005516,molecular_function,EXP
P29274,GO:0005516,molecular_function,IDA
P29274,GO:0005516,molecular_function,IMP
P29274,GO:0008289,molecular_function,IPI
P29274,GO:0019899,molecular_function,IPI
P29274,GO:0031802,molecular_function,IEA
P29274,GO:0042802,molecular_function,IPI
P29274,GO:0042802,molecular_function,IPI
P29274,GO:0042802,molecular_function,IPI
P29274,GO:0044877,molecular_function,IEA
P29274,GO:0051393,molecular_function,IEA
P29274,GO:0001963,biological_process,IBA
P29274,GO:0001973,biological_process,IBA
P29274,GO:0001973,biological_process,IEA
P29274,GO:0006355,biological_process,IEA
P29274,GO:0006909,biological_process,TAS
P29274,GO:0006915,biological_process,TAS
P29274,GO:0006954,biological_process,TAS
P29274,GO:0006968,biological_process,TAS
P29274,GO:0007186,biological_process,IEA
P29274,GO:0007188,biological_process,TAS
P29274,GO:0007189,biological_process,IBA
P29274,GO:0007189,biological_process,IEA
P29274,GO:0007189,biological_process,IDA
P29274,GO:0007200,biological_process,IEA
P29274,GO:0007267,biological_process,TAS
P29274,GO:0007271,biological_process,IEA
P29274,GO:0007417,biological_process,TAS
P29274,GO:0007596,biological_process,TAS
P29274,GO:0007600,biological_process,TAS
P29274,GO:0007626,biological_process,IEA
P29274,GO:0008015,biological_process,TAS
P29274,GO:0008285,biological_process,IEA
P29274,GO:0009410,biological_process,IEA
P29274,GO:0014049,biological_process,IEA
P29274,GO:0014057,biological_process,IEA
P29274,GO:0014061,biological_process,IEA
P29274,GO:0014074,biological_process,IEA
P29274,GO:0014074,biological_process,IDA
P29274,GO:0031000,biological_process,IEA
P29274,GO:0035249,biological_process,IEA
P29274,GO:0035810,biological_process,IEA
P29274,GO:0042311,biological_process,IEA
P29274,GO:0042755,biological_process,IEA
P29274,GO:0043116,biological_process,IEA
P29274,GO:0043279,biological_process,IEA
P29274,GO:0043524,biological_process,IEA
P29274,GO:0045938,biological_process,IEA
P29274,GO:0048143,biological_process,IEA
P29274,GO:0048812,biological_process,IEA
P29274,GO:0050714,biological_process,IEA
P29274,GO:0051881,biological_process,IEA
P29274,GO:0051899,biological_process,IEA
P29274,GO:0051924,biological_process,IEA
P29274,GO:0051968,biological_process,IEA
P29274,GO:0060079,biological_process,IEA
P29274,GO:0060134,biological_process,IEA
P29274,GO:0070374,biological_process,IEA
P29274,GO:0099171,biological_process,IEA
P29274,GO:1900273,biological_process,IEA
P29274,GO:0005886,cellular_component,IBA
P29274,GO:0005886,cellular_component,IDA
P29274,GO:0098978,cellular_component,IEA
P29274,GO:0005882,cellular_component,IEA
P29274,GO:0005886,cellular_component,IEA
P29274,GO:0005886,cellular_component,IDA
P29274,GO:0005886,cellular_component,IMP
P29274,GO:0005886,cellular_component,TAS
P29274,GO:0005886,cellular_component,TAS
P29274,GO:0005886,cellular_component,TAS
P29274,GO:0005886,cellular_component,TAS
P29274,GO:0005886,cellular_component,TAS
P29274,GO:0016020,cellular_component,IEA
P29274,GO:0016020,cellular_component,TAS
P29274,GO:0030424,cellular_component,IEA
P29274,GO:0030425,cellular_component,IEA
P29274,GO:0030673,cellular_component,IEA
P29274,GO:0032279,cellular_component,IEA
P29274,GO:0042734,cellular_component,IEA
P29274,GO:0043025,cellular_component,IEA
P29274,GO:0045211,cellular_component,IEA
P29274,GO:0048786,cellular_component,IEA
P30542,GO:0001609,molecular_function,IBA
P30542,GO:0001609,molecular_function,IEA
P30542,GO:0001609,molecular_function,ISS
P30542,GO:0001664,molecular_function,IEA
P30542,GO:0001664,molecular_function,ISS
P30542,GO:0001883,molecular_function,IEA
P30542,GO:0004930,molecular_function,IEA
P30542,GO:0005515,molecular_function,IPI
P30542,GO:0005515,molecular_function,IPI
P30542,GO:0005515,molecular_function,IPI
P30542,GO:0005515,molecular_function,IPI
P30542,GO:0005515,molecular_function,IPI
P30542,GO:0005515,molecular_function,IPI
P30542,GO:0005515,molecular_function,IPI
P30542,GO:0031072,molecular_function,IEA
P30542,GO:0031683,molecular_function,IEA
P30542,GO:0032795,molecular_function,IEA
P30542,GO:0044877,molecular_function,IEA
P30542,GO:0046982,molecular_function,IEA
P30542,GO:0001659,biological_process,IEA
P30542,GO:0001666,biological_process,IEA
P30542,GO:0001973,biological_process,IEA
P30542,GO:0002087,biological_process,IEA
P30542,GO:0002674,biological_process,IEA
P30542,GO:0002793,biological_process,IEA
P30542,GO:0003084,biological_process,IEA
P30542,GO:0003085,biological_process,IEA
P30542,GO:0006612,biological_process,IEA
P30542,GO:0006909,biological_process,TAS
P30542,GO:0006954,biological_process,TAS
P30542,GO:0007165,biological_process,TAS
P30542,GO:0007173,biological_process,IEA
P30542,GO:0007186,biological_process,IBA
P30542,GO:0007186,biological_process,IEA
P30542,GO:0007193,biological_process,IEA
P30542,GO:0007267,biological_process,TAS
P30542,GO:0007399,biological_process,TAS
P30542,GO:0008285,biological_process,IEA
P30542,GO:0014050,biological_process,IEA
P30542,GO:0014074,biological_process,IDA
P30542,GO:0016042,biological_process,IEA
P30542,GO:0032229,biological_process,IEA
P30542,GO:0032244,biological_process,IEA
P30542,GO:0032900,biological_process,IEA
P30542,GO:0035306,biological_process,IEA
P30542,GO:0035589,biological_process,IEA
P30542,GO:0035589,biological_process,ISS
P30542,GO:0042311,biological_process,IEA
P30542,GO:0042321,biological_process,IEA
P30542,GO:0042323,biological_process,IEA
P30542,GO:0043066,biological_process,IEA
P30542,GO:0043268,biological_process,IEA
P30542,GO:0043410,biological_process,IEA
P30542,GO:0045745,biological_process,IEA
P30542,GO:0045776,biological_process,IEA
P30542,GO:0045777,biological_process,IEA
P30542,GO:0046888,biological_process,IEA
P30542,GO:0050890,biological_process,IEA
P30542,GO:0050965,biological_process,IEA
P30542,GO:0050995,biological_process,IEA
P30542,GO:0050996,biological_process,IEA
P30542,GO:0051897,biological_process,IEA
P30542,GO:0051930,biological_process,IEA
P30542,GO:0051967,biological_process,IEA
P30542,GO:0055089,biological_process,IEA
P30542,GO:0055117,biological_process,IEA
P30542,GO:0060079,biological_process,IEA
P30542,GO:0070328,biological_process,IEA
P30542,GO:0086004,biological_process,IEA
P30542,GO:0097190,biological_process,TAS
P30542,GO:0099509,biological_process,IEA
P30542,GO:1900272,biological_process,IEA
P30542,GO:0005886,cellular_component,IBA
P30542,GO:0005886,cellular_component,IDA
P30542,GO:0030425,cellular_component,IBA
P30542,GO:0044305,cellular_component,IEA
P30542,GO:0045202,cellular_component,IBA
P30542,GO:0005886,cellular_component,IEA
P30542,GO:0005886,cellular_component,IDA
P30542,GO:0005886,cellular_component,TAS
P30542,GO:0005886,cellular_component,IDA
P30542,GO:0005886,cellular_component,TAS
P30542,GO:0005886,cellular_component,TAS
P30542,GO:0005886,cellular_component,TAS
P30542,GO:0005886,cellular_component,TAS
P30542,GO:0016020,cellular_component,IEA
P30542,GO:0016323,cellular_component,IEA
P30542,GO:0030425,cellular_component,IEA
P30542,GO:0030673,cellular_component,IEA
P30542,GO:0032279,cellular_component,IEA
P30542,GO:0042734,cellular_component,IEA
P30542,GO:0043025,cellular_component,IEA
P30542,GO:0043195,cellular_component,IEA
P30542,GO:0043197,cellular_component,IEA
P30542,GO:0044297,cellular_component,IEA
P30542,GO:0045202,cellular_component,IEA
P30542,GO:0045211,cellular_component,IEA
P30542,GO:0048786,cellular_component,IEA
P30542,GO:0140535,cellular_component,IEA
Q13315,GO:0006974,biological_process,IMP
Q13315,GO:0036289,biological_process,IMP
Q13315,GO:0000781,cellular_component,IDA
Q13315,GO:0004672,molecular_function,IEA
Q13315,GO:0004674,molecular_function,IBA
Q13315,GO:0004674,molecular_function,IEA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,IDA
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004674,molecular_function,TAS
Q13315,GO:0004677,molecular_function,IDA
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0005515,molecular_function,IPI
Q13315,GO:0016301,molecular_function,IEA
Q13315,GO:0016303,molecular_function,IMP
Q13315,GO:0035979,molecular_function,ISS
Q13315,GO:0035979,molecular_function,IEA
Q13315,GO:0042802,molecular_function,IPI
Q13315,GO:0044877,molecular_function,IDA
Q13315,GO:0106310,molecular_function,IEA
Q13315,GO:0000077,biological_process,IBA
Q13315,GO:0000077,biological_process,IEA
Q13315,GO:0000077,biological_process,IDA
Q13315,GO:0000425,biological_process,IDA
Q13315,GO:0000723,biological_process,IBA
Q13315,GO:0000724,biological_process,IEA
Q13315,GO:0000724,biological_process,IDA
Q13315,GO:0000724,biological_process,IDA
Q13315,GO:0000729,biological_process,IDA
Q13315,GO:0000729,biological_process,IDA
Q13315,GO:0002331,biological_process,ISS
Q13315,GO:0002331,biological_process,IEA
Q13315,GO:0006281,biological_process,IEA
Q13315,GO:0006302,biological_process,IBA
Q13315,GO:0006302,biological_process,IDA
Q13315,GO:0006302,biological_process,TAS
Q13315,GO:0006303,biological_process,TAS
Q13315,GO:0006338,biological_process,IEA
Q13315,GO:0006974,biological_process,IEA
Q13315,GO:0006974,biological_process,IDA
Q13315,GO:0006974,biological_process,IDA
Q13315,GO:0006974,biological_process,IMP
Q13315,GO:0006974,biological_process,IDA
Q13315,GO:0006974,biological_process,IDA
Q13315,GO:0006974,biological_process,IDA
Q13315,GO:0006974,biological_process,IDA
Q13315,GO:0006974,biological_process,IDA
Q13315,GO:0006974,biological_process,IDA
Q13315,GO:0007094,biological_process,IMP
Q13315,GO:0007095,biological_process,IMP
Q13315,GO:0007127,biological_process,IEA
Q13315,GO:0007131,biological_process,TAS
Q13315,GO:0007165,biological_process,TAS
Q13315,GO:0008630,biological_process,IBA
Q13315,GO:0010212,biological_process,IEA
Q13315,GO:0010212,biological_process,IDA
Q13315,GO:0010212,biological_process,IDA
Q13315,GO:0010468,biological_process,IEA
Q13315,GO:0010506,biological_process,IEA
Q13315,GO:0010506,biological_process,IMP
Q13315,GO:0010628,biological_process,IMP
Q13315,GO:0030330,biological_process,TAS
Q13315,GO:0030335,biological_process,IMP
Q13315,GO:0030889,biological_process,IMP
Q13315,GO:0032210,biological_process,IEA
Q13315,GO:0032210,biological_process,IGI
Q13315,GO:0032212,biological_process,ISS
Q13315,GO:0032212,biological_process,IEA
Q13315,GO:0033554,biological_process,IDA
Q13315,GO:0034614,biological_process,IDA
Q13315,GO:0036092,biological_process,IEA
Q13315,GO:0042770,biological_process,IDA
Q13315,GO:0042770,biological_process,IMP
Q13315,GO:0042981,biological_process,TAS
Q13315,GO:0043065,biological_process,IEA
Q13315,GO:0043065,biological_process,IMP
Q13315,GO:0043517,biological_process,IMP
Q13315,GO:0045785,biological_process,ISS
Q13315,GO:0045785,biological_process,IEA
Q13315,GO:0045944,biological_process,ISS
Q13315,GO:0045944,biological_process,IEA
Q13315,GO:0046777,biological_process,IMP
Q13315,GO:0050821,biological_process,IDA
Q13315,GO:0051726,biological_process,IMP
Q13315,GO:0071044,biological_process,IDA
Q13315,GO:0071300,biological_process,ISS
Q13315,GO:0071300,biological_process,IEA
Q13315,GO:0071480,biological_process,IDA
Q13315,GO:0071480,biological_process,IDA
Q13315,GO:0071481,biological_process,IDA
Q13315,GO:0071500,biological_process,IDA
Q13315,GO:0080135,biological_process,IEA
Q13315,GO:0090398,biological_process,TAS
Q13315,GO:0090399,biological_process,IMP
Q13315,GO:0097694,biological_process,IMP
Q13315,GO:0097695,biological_process,IMP
Q13315,GO:1900034,biological_process,TAS
Q13315,GO:1901701,biological_process,IEA
Q13315,GO:1901796,biological_process,TAS
Q13315,GO:1901796,biological_process,TAS
Q13315,GO:1901796,biological_process,TAS
Q13315,GO:1904262,biological_process,IBA
Q13315,GO:1904262,biological_process,IEA
Q13315,GO:1904262,biological_process,IMP
Q13315,GO:1904354,biological_process,IMP
Q13315,GO:1904358,biological_process,IEA
Q13315,GO:1904358,biological_process,IMP
Q13315,GO:1904358,biological_process,IMP
Q13315,GO:1904884,biological_process,IMP
Q13315,GO:2000781,biological_process,IMP
Q13315,GO:2000785,biological_process,IC
Q13315,GO:0005634,cellular_component,IBA
Q13315,GO:0005694,cellular_component,IBA
Q13315,GO:0005737,cellular_component,IBA
Q13315,GO:0005782,cellular_component,IDA
Q13315,GO:0035861,cellular_component,IDA
Q13315,GO:0098850,cellular_component,IEA
Q13315,GO:0005634,cellular_component,IEA
Q13315,GO:0005634,cellular_component,IDA
Q13315,GO:0005654,cellular_component,IDA
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005654,cellular_component,TAS
Q13315,GO:0005730,cellular_component,IDA
Q13315,GO:0005737,cellular_component,ISS
Q13315,GO:0005737,cellular_component,IEA
Q13315,GO:0005782,cellular_component,IEA
Q13315,GO:0005782,cellular_component,TAS
Q13315,GO:0005782,cellular_component,TAS
Q13315,GO:0005782,cellular_component,TAS
Q13315,GO:0005782,cellular_component,TAS
Q13315,GO:0005782,cellular_component,TAS
Q13315,GO:0005782,cellular_component,TAS
Q13315,GO:0005782,cellular_component,TAS
Q13315,GO:0005782,cellular_component,TAS
Q13315,GO:0005782,cellular_component,TAS
Q13315,GO:0005782,cellular_component,TAS
Q13315,GO:0005813,cellular_component,ISS
Q13315,GO:0005813,cellular_component,IEA
Q13315,GO:0005819,cellular_component,IEA
Q13315,GO:0005829,cellular_component,TAS
Q13315,GO:0005829,cellular_component,TAS
Q13315,GO:0031410,cellular_component,IEA
Q13315,GO:1990391,cellular_component,IDA
P42574,GO:0048011,biological_process,IDA
P42574,GO:0002020,molecular_function,IEA
P42574,GO:0004175,molecular_function,IEA
P42574,GO:0004190,molecular_function,IEA
P42574,GO:0004197,molecular_function,IBA
P42574,GO:0004197,molecular_function,IEA
P42574,GO:0004197,molecular_function,IMP
P42574,GO:0004197,molecular_function,TAS
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IMP
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IMP
P42574,GO:0004197,molecular_function,IMP
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004197,molecular_function,IDA
P42574,GO:0004861,molecular_function,IEA
P42574,GO:0005123,molecular_function,IEA
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
P42574,GO:0005515,molecular_function,IPI
