compound,geneid,symbol,description,uniprot_accession,uniprot_accessions,cid
simvastatin,3620,IDO1,"indoleamine 2,3-dioxygenase 1",P14902,P14902;A0A348GSI3,54454
simvastatin,3623,INHA,inhibin subunit alpha,P05111,P05111,54454
simvastatin,3627,CXCL10,C-X-C motif chemokine ligand 10,P02778,P02778,54454
simvastatin,3640,INSL3,insulin like 3,P51460,P51460,54454
simvastatin,3659,IRF1,interferon regulatory factor 1,P10914,P10914;A0A7P0TAL6;Q6FHN8;X5D3F6,54454
simvastatin,3662,IRF4,interferon regulatory factor 4,Q15306,Q15306,54454
simvastatin,3667,IRS1,insulin receptor substrate 1,P35568,P35568,54454
simvastatin,3683,ITGAL,integrin subunit alpha L,P20701,P20701;B2RAL6,54454
simvastatin,3684,ITGAM,integrin subunit alpha M,P11215,P11215,54454
simvastatin,3688,ITGB1,integrin subunit beta 1,P05556,P05556,54454
simvastatin,3689,ITGB2,integrin subunit beta 2,P05107,P05107;A0A494C0X7;B4E0R1,54454
simvastatin,3691,ITGB4,integrin subunit beta 4,P16144,P16144;B7ZLD8,54454
simvastatin,3716,JAK1,Janus kinase 1,P23458,P23458;A0A8V8TPQ9;Q6P669,54454
simvastatin,3717,JAK2,Janus kinase 2,O60674,O60674;A8K910;B4DYV1,54454
simvastatin,3725,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit",P05412,P05412,54454
simvastatin,3726,JUNB,"JunB proto-oncogene, AP-1 transcription factor subunit",P17275,P17275;Q5U079,54454
simvastatin,3739,KCNA4,potassium voltage-gated channel subfamily A member 4,P22459,P22459,54454
simvastatin,3751,KCND2,potassium voltage-gated channel subfamily D member 2,Q9NZV8,Q9NZV8;A4D0V9,54454
simvastatin,3752,KCND3,potassium voltage-gated channel subfamily D member 3,Q9UK17,Q9UK17,54454
simvastatin,3757,KCNH2,potassium voltage-gated channel subfamily H member 2,Q12809,Q12809;A0A090N7W1;A0A090N7X5;A0A090N8Q0;A0AAQ5BGQ9;Q15BH2,54454
simvastatin,3791,KDR,kinase insert domain receptor,P35968,P35968,54454
simvastatin,3815,KIT,"KIT proto-oncogene, receptor tyrosine kinase",P10721,P10721;A0A0U2N547;A0A8I5KQZ6;A0A8I5KS03;A0A8I5QKL5;A0A8I5QKP7;A0A8J8Z860,54454
simvastatin,3845,KRAS,"KRAS proto-oncogene, GTPase",P01116,P01116;A0ABF7PHA5;I1SRC5;L7RSL8,54454
simvastatin,3860,KRT13,keratin 13,P13646,P13646;A1A4E9,54454
simvastatin,3866,KRT15,keratin 15,P19012,P19012;B3KVF5,54454
simvastatin,3872,KRT17,keratin 17,Q04695,Q04695;Q14666,54454
simvastatin,3929,LBP,lipopolysaccharide binding protein,P18428,P18428;Q8TCF0,54454
simvastatin,3931,LCAT,lecithin-cholesterol acyltransferase,P04180,P04180;A0A140VK24,54454
simvastatin,3949,LDLR,low density lipoprotein receptor,P01130,P01130;H0YMQ3,54454
simvastatin,3952,LEP,leptin,P41159,P41159;A4D0Y8,54454
simvastatin,3953,LEPR,leptin receptor,P48357,P48357;Q4G138,54454
simvastatin,3972,LHB,luteinizing hormone subunit beta,P01229,P01229;A0A0F7RQE6,54454
simvastatin,3976,LIF,LIF interleukin 6 family cytokine,P15018,P15018,54454
simvastatin,3990,LIPC,"lipase C, hepatic type",P11150,P11150;A6H8L5,54454
simvastatin,4015,LOX,lysyl oxidase,P28300,P28300;B0AZT2;B7ZAJ4;D0PNI2,54454
simvastatin,4018,LPA,lipoprotein(a),P08519,P08519,54454
simvastatin,4023,LPL,lipoprotein lipase,P06858,P06858;A0A1B1RVA9,54454
simvastatin,4035,LRP1,LDL receptor related protein 1,Q07954,Q07954;Q59FG2,54454
simvastatin,4040,LRP6,LDL receptor related protein 6,O75581,O75581;F5H7J9,54454
simvastatin,4050,LTB,lymphotoxin beta,Q06643,Q06643;Q5STB2,54454
simvastatin,4085,MAD2L1,mitotic arrest deficient 2 like 1,Q13257,Q13257,54454
simvastatin,4086,SMAD1,SMAD family member 1,Q15797,Q15797,54454
simvastatin,4087,SMAD2,SMAD family member 2,Q15796,Q15796;B7Z5N5;Q53XR6,54454
simvastatin,4088,SMAD3,SMAD family member 3,P84022,P84022;A0AAQ5BHI7;H3BQ00;Q9P0T0,54454
simvastatin,4090,SMAD5,SMAD family member 5,Q99717,Q99717;Q68DB7,54454
simvastatin,4093,SMAD9,SMAD family member 9,O15198,O15198,54454
simvastatin,4137,MAPT,microtubule associated protein tau,P10636,P10636;A0A7I2PJZ2;A0A7I2PLE3;B3KTM0,54454
simvastatin,4151,MB,myoglobin,P02144,P02144;A0A1K0FU49;Q8WVH6,54454
simvastatin,4173,MCM4,minichromosome maintenance complex component 4,P33991,P33991;B3KMX0;B4DLA6,54454
simvastatin,4190,MDH1,malate dehydrogenase 1,P40925,P40925;A0A5K1VW95;V9HWF2,54454
simvastatin,4193,MDM2,MDM2 proto-oncogene,Q00987,Q00987;A0A0A8KB75;A7UKX7;A7UKX8;A7UKX9;G3XA89;Q96DS0,54454
simvastatin,4261,CIITA,class II major histocompatibility complex transactivator,P33076,P33076;A0A087X2I7;Q66X48,54454
simvastatin,4288,MKI67,marker of proliferation Ki-67,P46013,P46013,54454
simvastatin,4312,MMP1,matrix metallopeptidase 1,P03956,P03956;B4DN15;Q53G95,54454
simvastatin,4313,MMP2,matrix metallopeptidase 2,P08253,P08253,54454
simvastatin,4314,MMP3,matrix metallopeptidase 3,P08254,P08254,54454
simvastatin,4317,MMP8,matrix metallopeptidase 8,P22894,P22894;B4E0I2,54454
simvastatin,4318,MMP9,matrix metallopeptidase 9,P14780,P14780,54454
simvastatin,4319,MMP10,matrix metallopeptidase 10,P09238,P09238,54454
simvastatin,4321,MMP12,matrix metallopeptidase 12,P39900,P39900,54454
simvastatin,4322,MMP13,matrix metallopeptidase 13,P45452,P45452;Q53H33,54454
simvastatin,4353,MPO,myeloperoxidase,P05164,P05164,54454
simvastatin,4489,MT1A,metallothionein 1A,P04731,P04731,54454
simvastatin,4524,MTHFR,methylenetetrahydrofolate reductase,P42898,P42898;A0A286YFD0;Q59GJ6;Q5SNW7;Q8IU67,54454
simvastatin,4586,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",P98088,P98088,54454
simvastatin,4597,MVD,mevalonate diphosphate decarboxylase,P53602,P53602,54454
simvastatin,4598,MVK,mevalonate kinase,Q03426,Q03426;B2RDU6;B7Z1C2;B7Z301;F5H8H2,54454
simvastatin,4608,MYBPH,myosin binding protein H,Q13203,Q13203,54454
simvastatin,4624,MYH6,myosin heavy chain 6,P13533,P13533,54454
simvastatin,4628,MYH10,myosin heavy chain 10,P35580,P35580;A0A8I5KZ38;G1UI33,54454
simvastatin,4636,MYL5,myosin light chain 5,Q02045,Q02045,54454
simvastatin,4659,PPP1R12A,protein phosphatase 1 regulatory subunit 12A,O14974,O14974;B2RAH5,54454
simvastatin,4689,NCF4,neutrophil cytosolic factor 4,Q15080,Q15080;A0A494BZS1,54454
simvastatin,4775,NFATC3,nuclear factor of activated T cells 3,Q12968,Q12968;B5B2S0;B5B2S1,54454
simvastatin,4780,NFE2L2,NFE2 like bZIP transcription factor 2,Q16236,Q16236;A0A8V8TN14;A0A8V8TPA8,54454
simvastatin,4790,NFKB1,nuclear factor kappa B subunit 1,P19838,P19838,54454
simvastatin,4792,NFKBIA,NFKB inhibitor alpha,P25963,P25963,54454
simvastatin,4842,NOS1,nitric oxide synthase 1,P29475,P29475;A0PJJ7;B3VK56;B4DG68,54454
simvastatin,4843,NOS2,nitric oxide synthase 2,P35228,P35228,54454
simvastatin,4846,NOS3,nitric oxide synthase 3,P29474,P29474;A0S0A6,54454
simvastatin,4851,NOTCH1,notch receptor 1,P46531,P46531,54454
simvastatin,4855,NOTCH4,notch receptor 4,Q99466,Q99466;A0A1U9X983,54454
simvastatin,4868,NPHS1,"NPHS1 adhesion molecule, nephrin",O60500,O60500,54454
simvastatin,4878,NPPA,natriuretic peptide A,P01160,P01160,54454
simvastatin,4879,NPPB,natriuretic peptide B,P16860,P16860,54454
simvastatin,4914,NTRK1,neurotrophic receptor tyrosine kinase 1,P04629,P04629;X5DR71,54454
simvastatin,4915,NTRK2,neurotrophic receptor tyrosine kinase 2,Q16620,Q16620;A0A8I5KR47;A0A8I5KUZ1;A0A8I5KZB7;A0A8J8YUT9;Q548C2;Q5VWE5,54454
simvastatin,4929,NR4A2,nuclear receptor subfamily 4 group A member 2,P43354,P43354;F1D8N6;F1DAL2;Q53EL4,54454
simvastatin,4973,OLR1,oxidized low density lipoprotein receptor 1,P78380,P78380,54454
simvastatin,4982,TNFRSF11B,TNF receptor superfamily member 11b,O00300,O00300,54454
simvastatin,5008,OSM,oncostatin M,P13725,P13725;B5MCX1,54454
simvastatin,5034,P4HB,prolyl 4-hydroxylase subunit beta,P07237,P07237;A0A024R8S5,54454
simvastatin,5054,SERPINE1,serpin family E member 1,P05121,P05121;B7ZAB0,54454
simvastatin,5111,PCNA,proliferating cell nuclear antigen,P12004,P12004,54454
simvastatin,5142,PDE4B,phosphodiesterase 4B,Q07343,Q07343;Q59GM8;X5DNX5;X5DR82,54454
simvastatin,5154,PDGFA,platelet derived growth factor subunit A,P04085,P04085,54454
simvastatin,5155,PDGFB,platelet derived growth factor subunit B,P01127,P01127;A0A384NYY3,54454
simvastatin,5156,PDGFRA,platelet derived growth factor receptor alpha,P16234,P16234,54454
simvastatin,5159,PDGFRB,platelet derived growth factor receptor beta,P09619,P09619;Q59F04,54454
simvastatin,5164,PDK2,pyruvate dehydrogenase kinase 2,Q15119,Q15119,54454
simvastatin,5166,PDK4,pyruvate dehydrogenase kinase 4,Q16654,Q16654;A4D1H4,54454
simvastatin,5175,PECAM1,platelet and endothelial cell adhesion molecule 1,P16284,P16284,54454
simvastatin,5243,ABCB1,ATP binding cassette subfamily B member 1,P08183,P08183;A4D1D2,54454
simvastatin,5244,ABCB4,ATP binding cassette subfamily B member 4,P21439,P21439,54454
simvastatin,5279,PIGC,phosphatidylinositol glycan anchor biosynthesis class C,Q92535,Q92535,54454
simvastatin,5294,PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",P48736,P48736;A8K9G9,54454
simvastatin,5308,PITX2,paired like homeodomain 2,Q99697,Q99697,54454
simvastatin,5320,PLA2G2A,phospholipase A2 group IIA,P14555,P14555,54454
simvastatin,5327,PLAT,"plasminogen activator, tissue type",P00750,P00750;B4DN26,54454
simvastatin,5328,PLAU,"plasminogen activator, urokinase",P00749,P00749;B4DNJ4;E7ET40;Q59GZ8,54454
simvastatin,5336,PLCG2,phospholipase C gamma 2,P16885,P16885,54454
simvastatin,9358,ITGBL1,integrin subunit beta like 1,O95965,O95965;A0A087WY35;B4DN32,54454
simvastatin,5595,MAPK3,mitogen-activated protein kinase 3,P27361,P27361;L7RXH5;Q9BWJ1,54454
simvastatin,10461,MERTK,"MER proto-oncogene, tyrosine kinase",Q12866,Q12866,54454
simvastatin,6885,MAP3K7,mitogen-activated protein kinase kinase kinase 7,O43318,O43318,54454
simvastatin,5594,MAPK1,mitogen-activated protein kinase 1,P28482,P28482;Q1HBJ4;Q499G7,54454
simvastatin,6713,SQLE,squalene epoxidase,Q14534,Q14534,54454
simvastatin,7157,TP53,tumor protein p53,P04637,P04637;A0A087WT22;A0A087WXZ1;A0A087X1Q1;H2EHT1;K7PPA8;Q53GA5,54454
simvastatin,8856,NR1I2,nuclear receptor subfamily 1 group I member 2,O75469,O75469;F1D8P9,54454
simvastatin,7408,VASP,vasodilator stimulated phosphoprotein,P50552,P50552;A0A024R0V4,54454
simvastatin,6794,STK11,serine/threonine kinase 11,Q15831,Q15831;A0A0S2Z4D1,54454
simvastatin,7057,THBS1,thrombospondin 1,P07996,P07996,54454
simvastatin,7099,TLR4,toll like receptor 4,O00206,O00206,54454
simvastatin,6772,STAT1,signal transducer and activator of transcription 1,P42224,P42224;A0A669KB68;A0A8V8TN81,54454
simvastatin,6774,STAT3,signal transducer and activator of transcription 3,P40763,P40763;A0A7I2V395;A0A7I2V444;A0A7I2V4C8;A0A7I2V4R2;A0A7I2V4R3;A0A7I2V552;A0A7I2YQD2;A0A7I2YQR5,54454
simvastatin,7037,TFRC,transferrin receptor,P02786,P02786;A0A8V8TM46;A8K6Q8;B7Z2I6;G3V0E5,54454
simvastatin,30837,SOCS7,suppressor of cytokine signaling 7,O14512,O14512;A0A5F9YLF9,54454
simvastatin,8878,SQSTM1,sequestosome 1,Q13501,Q13501,54454
simvastatin,6721,SREBF2,sterol regulatory element binding transcription factor 2,Q12772,Q12772,54454
simvastatin,22937,SCAP,SREBF chaperone,Q12770,Q12770;B7Z6H0,54454
simvastatin,6401,SELE,selectin E,P16581,P16581,54454
simvastatin,10599,SLCO1B1,solute carrier organic anion transporter family member 1B1,Q9Y6L6,Q9Y6L6;Q05CV5,54454
simvastatin,8737,RIPK1,receptor interacting serine/threonine kinase 1,Q13546,Q13546,54454
simvastatin,6277,S100A6,S100 calcium binding protein A6,P06703,P06703,54454
simvastatin,5970,RELA,"RELA proto-oncogene, NF-kB subunit",Q04206,Q04206;A0A087X0W8,54454
simvastatin,5997,RGS2,regulator of G protein signaling 2,P41220,P41220,54454
simvastatin,5881,RAC3,Rac family small GTPase 3,P60763,P60763,54454
simvastatin,5906,RAP1A,"RAP1A, member of RAS oncogene family",P62834,P62834;A8KAH9,54454
simvastatin,9536,PTGES,prostaglandin E synthase,O14684,O14684,54454
simvastatin,5743,PTGS2,prostaglandin-endoperoxide synthase 2,P35354,P35354,54454
simvastatin,5747,PTK2,protein tyrosine kinase 2,Q05397,Q05397;A0A8Q3WLM4;B4DWJ1;E5RFW9;E7ESA6;Q59GM6;Q59GN8,54454
simvastatin,5879,RAC1,Rac family small GTPase 1,P63000,P63000;A4D2P0;A4D2P1,54454
simvastatin,255738,PCSK9,proprotein convertase subtilisin/kexin type 9,Q8NBP7,Q8NBP7;A0A669KBG0;A0AAQ5BGX4,54454
simvastatin,9088,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1",Q99640,Q99640;Q0IJ49,54454
simvastatin,5444,PON1,paraoxonase 1,P27169,P27169,54454
simvastatin,9970,NR1I3,nuclear receptor subfamily 1 group I member 3,Q14994,Q14994;F1DAL4,54454
simvastatin,53833,IL20RB,interleukin 20 receptor subunit beta,Q6UXL0,Q6UXL0,54454
simvastatin,59067,IL21,interleukin 21,Q9HBE4,Q9HBE4;A0A224B028,54454
simvastatin,51561,IL23A,interleukin 23 subunit alpha,Q9NPF7,Q9NPF7,54454
simvastatin,246778,IL27,interleukin 27,Q8NEV9,Q8NEV9,54454
simvastatin,10365,KLF2,KLF transcription factor 2,Q9Y5W3,Q9Y5W3,54454
simvastatin,81631,MAP1LC3B,microtubule associated protein 1 light chain 3 beta,Q9GZQ8,Q9GZQ8;Q658J6,54454
simvastatin,7431,VIM,vimentin,P08670,P08670;V9HWE1,54454
simvastatin,9619,ABCG1,ATP binding cassette subfamily G member 1,P45844,P45844,54454
simvastatin,10769,PLK2,polo like kinase 2,Q9NYY3,Q9NYY3,54454
simvastatin,5468,PPARG,peroxisome proliferator activated receptor gamma,P37231,P37231;A0A3P3ZKM0;A0A494C1F9;D2KUA6;E9PFV2;E9PFX5,54454
simvastatin,9572,NR1D1,nuclear receptor subfamily 1 group D member 1,P20393,P20393;F1D8S3,54454
simvastatin,6198,RPS6KB1,ribosomal protein S6 kinase B1,P23443,P23443,54454
simvastatin,83667,SESN2,sestrin 2,P58004,P58004,54454
simvastatin,6170,RPL39,ribosomal protein L39,P62891,P62891,54454
simvastatin,55089,SLC38A4,solute carrier family 38 member 4,Q969I6,Q969I6,54454
simvastatin,5601,MAPK9,mitogen-activated protein kinase 9,P45984,P45984;D7R525,54454
simvastatin,54413,NLGN3,neuroligin 3,Q9NZ94,Q9NZ94;A0A8I5KSB7;A0A8I5QJH8;B7Z3P8;Q4G160;X5D2P6;X5D7L6;X5DNV3,54454
simvastatin,121340,SP7,Sp7 transcription factor,Q8TDD2,Q8TDD2,54454
simvastatin,6776,STAT5A,signal transducer and activator of transcription 5A,P42229,P42229;A0A384N5W4;A0A7I2YQF1;A8K6I5;K7EK35;Q59GY7,54454
simvastatin,7040,TGFB1,transforming growth factor beta 1,P01137,P01137;A0A499FJK2,54454
simvastatin,7124,TNF,tumor necrosis factor,P01375,P01375;Q5STB3,54454
simvastatin,7133,TNFRSF1B,TNF receptor superfamily member 1B,P20333,P20333,54454
simvastatin,7412,VCAM1,vascular cell adhesion molecule 1,P19320,P19320,54454
simvastatin,6927,HNF1A,HNF1 homeobox A,P20823,P20823;A0A0A0MTK8;E0YMI7;F5H0K0,54454
simvastatin,10468,FST,follistatin,P19883,P19883,54454
simvastatin,114907,FBXO32,F-box protein 32,Q969P5,Q969P5;I6L984;Q0VAQ6;Q498Y9,54454
simvastatin,8061,FOSL1,"FOS like 1, AP-1 transcription factor subunit",P15407,P15407;A0A0S2Z595;E9PKL5;E9PPX2,54454
simvastatin,8647,ABCB11,ATP binding cassette subfamily B member 11,O95342,O95342,54454
simvastatin,10449,ACAA2,acetyl-CoA acyltransferase 2,P42765,P42765;B3KNP8,54454
simvastatin,57136,APMAP,adipocyte plasma membrane associated protein,Q9HDC9,Q9HDC9,54454
simvastatin,10654,PMVK,phosphomevalonate kinase,Q15126,Q15126;Q6FGV9,54454
simvastatin,94274,PPP1R14A,protein phosphatase 1 regulatory inhibitor subunit 14A,Q96A00,Q96A00,54454
simvastatin,9971,NR1H4,nuclear receptor subfamily 1 group H member 4,Q96RI1,Q96RI1;B6ZGS9;F1DAL1,54454
simvastatin,114876,OSBPL1A,oxysterol binding protein like 1A,Q9BXW6,Q9BXW6;B0YJ56;B3KU11;Q6GSK5,54454
simvastatin,114548,NLRP3,NLR family pyrin domain containing 3,Q96P20,Q96P20;A0A7I2PJH0;A0A7I2PMC6;A0A7I2PRX0;A0A7I2R3P8,54454
simvastatin,5599,MAPK8,mitogen-activated protein kinase 8,P45983,P45983;A1L4K2,54454
simvastatin,6385,SDC4,syndecan 4,P31431,P31431;B4E1S6,54454
simvastatin,6554,SLC10A1,solute carrier family 10 member 1,Q14973,Q14973;B2RA41,54454
simvastatin,6648,SOD2,superoxide dismutase 2,P04179,P04179;A0A384NL29;G5E9P6;Q96AM7,54454
simvastatin,6916,TBXAS1,thromboxane A synthase 1,P24557,P24557;A0A498U6I9;B4DVP1,54454
simvastatin,7048,TGFBR2,transforming growth factor beta receptor 2,P37173,P37173;A0AAQ5BI06;A3QNQ0;D2JYI1,54454
simvastatin,7077,TIMP2,TIMP metallopeptidase inhibitor 2,P16035,P16035;A0A140VK57,54454
simvastatin,5925,RB1,RB transcriptional corepressor 1,P06400,P06400;A0A2R8YFL6;A0A3B3IS71,54454
simvastatin,7178,TPT1,"tumor protein, translationally-controlled 1",P13693,P13693;A0A0B4J2C3,54454
simvastatin,7414,VCL,vinculin,P18206,P18206;B3KXA2;V9HWK2,54454
simvastatin,7422,VEGFA,vascular endothelial growth factor A,P15692,P15692;A0A0Y0IMM4;A2A2V4,54454
simvastatin,7474,WNT5A,Wnt family member 5A,P41221,P41221;A0A384N611;B3KQX9,54454
simvastatin,51176,LEF1,lymphoid enhancer binding factor 1,Q9UJU2,Q9UJU2,54454
simvastatin,23576,DDAH1,dimethylarginine dimethylaminohydrolase 1,O94760,O94760;B2R644;B4DGT0;B4DYP1;B4E3V1,54454
simvastatin,54567,DLL4,delta like canonical Notch ligand 4,Q9NR61,Q9NR61,54454
simvastatin,50943,FOXP3,forkhead box P3,Q9BZS1,Q9BZS1,54454
simvastatin,6347,CCL2,C-C motif chemokine ligand 2,P13500,P13500,54454
simvastatin,6352,CCL5,C-C motif chemokine ligand 5,P13501,P13501;A0A494C1Q1;D0EI67,54454
simvastatin,58191,CXCL16,C-X-C motif chemokine ligand 16,Q9H2A7,Q9H2A7,54454
simvastatin,7852,CXCR4,C-X-C motif chemokine receptor 4,P61073,P61073;A0A0U3FJG0;A0A0U3GXA9;A0A8Q3WLL1,54454
simvastatin,5465,PPARA,peroxisome proliferator activated receptor alpha,Q07869,Q07869;F1D8S4,54454
simvastatin,5880,RAC2,Rac family small GTPase 2,P15153,P15153;V9H0H7,54454
simvastatin,10062,NR1H3,nuclear receptor subfamily 1 group H member 3,Q13133,Q13133;B4DXU5;B5MBY7;F1D8N1,54454
simvastatin,7132,TNFRSF1A,TNF receptor superfamily member 1A,P19438,P19438;J9PH39,54454
simvastatin,84676,TRIM63,tripartite motif containing 63,Q969Q1,Q969Q1,54454
simvastatin,81606,LBH,LBH regulator of Wnt signaling pathway,Q53QV2,Q53QV2,54454
simvastatin,10211,FLOT1,flotillin 1,O75955,O75955;Q5ST80,54454
simvastatin,51129,ANGPTL4,angiopoietin like 4,Q9BY76,Q9BY76,54454
simvastatin,64240,ABCG5,ATP binding cassette subfamily G member 5,Q9H222,Q9H222,54454
simvastatin,10585,POMT1,protein O-mannosyltransferase 1,Q9Y6A1,Q9Y6A1;A0A140VKE0;A0A7I2V2K0;A0A7I2V445;B4DTW4;Q5JT02,54454
simvastatin,5728,PTEN,phosphatase and tensin homolog,P60484,P60484;F6KD01,54454
simvastatin,143686,SESN3,sestrin 3,P58005,P58005,54454
simvastatin,6204,RPS10,ribosomal protein S10,P46783,P46783,54454
simvastatin,122809,SOCS4,suppressor of cytokine signaling 4,Q8WXH5,Q8WXH5,54454
simvastatin,6696,SPP1,secreted phosphoprotein 1,P10451,P10451;B7Z351;Q3LGB0,54454
simvastatin,6778,STAT6,signal transducer and activator of transcription 6,P42226,P42226;A8K4S9;B4DQB3,54454
simvastatin,7421,VDR,vitamin D receptor,P11473,P11473;A0A5K1VW50;F1D8P8,54454
simvastatin,20309,CXCL15,C-X-C motif chemokine ligand 15,Q9WVL7,Q9WVL7,54454
simvastatin,235050,ZFP810,zinc finger protein 810,Q99K45,Q99K45,54454
simvastatin,8837,CFLAR,CASP8 and FADD like apoptosis regulator,O15519,O15519;A0A024R3Y4;A0A336TY74;B4E361;E9PAP3;Q59F61,54454
simvastatin,9370,ADIPOQ,"adiponectin, C1Q and collagen domain containing",Q15848,Q15848;A8K660;B2R773,54454
simvastatin,5923,RASGRF1,Ras protein specific guanine nucleotide releasing factor 1,Q13972,Q13972;A8K270;Q8IUU5,54454
simvastatin,6194,RPS6,ribosomal protein S6,P62753,P62753;A2A3R6,54454
simvastatin,10010,TANK,TRAF family member associated NFKB activator,Q92844,Q92844;B2R7S3;Q6NW12,54454
simvastatin,83855,KLF16,KLF transcription factor 16,Q9BXK1,Q9BXK1,54454
simvastatin,22943,DKK1,dickkopf Wnt signaling pathway inhibitor 1,O94907,O94907;I1W660,54454
simvastatin,12993,CSN1S2A,casein alpha s2-like A,Q02862,Q02862;A0A0G2JET6;A0A0G2JGC6;Q3TP41;Q547D1,54454
simvastatin,29881,NPC1L1,NPC1 like intracellular cholesterol transporter 1,Q9UHC9,Q9UHC9;A0A0C4DFX6,54454
simvastatin,11309,SLCO2B1,solute carrier organic anion transporter family member 2B1,O94956,O94956;A0A0A0MTF1,54454
simvastatin,10002,NR2E3,nuclear receptor subfamily 2 group E member 3,Q9Y5X4,Q9Y5X4;F1D8Q9,54454
simvastatin,5347,PLK1,polo like kinase 1,P53350,P53350,54454
simvastatin,147947,ZNF542P,"zinc finger protein 542, pseudogene",,,54454
simvastatin,6261,RYR1,ryanodine receptor 1,P21817,P21817;A0A8I5KSR1;M0R014,54454
simvastatin,25675,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,P51639,P51639;A0A8I6A6Z9;A0A8I6AV02;A6I512,54454
simvastatin,5360,PLTP,phospholipid transfer protein,P55058,P55058,54454
simvastatin,63976,PRDM16,PR/SET domain 16,Q9HAZ2,Q9HAZ2,54454
simvastatin,23463,ICMT,isoprenylcysteine carboxyl methyltransferase,O60725,O60725;B3KS61;Q7Z750,54454
simvastatin,54600,UGT1A9,UDP glucuronosyltransferase family 1 member A9,O60656,O60656;Q5DSZ5,54454
simvastatin,7056,THBD,thrombomodulin,P07204,P07204,54454
simvastatin,64241,ABCG8,ATP binding cassette subfamily G member 8,Q9H221,Q9H221,54454
simvastatin,23435,TARDBP,TAR DNA binding protein,Q13148,Q13148;Q9H256,54454
simvastatin,729230,CCR2,C-C motif chemokine receptor 2,P41597,P41597,54454
