compound,geneid,symbol,description,uniprot_accession,uniprot_accessions,cid
caffeine,9314,KLF4,KLF transcription factor 4,O43474,O43474,2519
caffeine,10560,SLC19A2,solute carrier family 19 member 2,O60779,O60779;A0A024R8Y5;A0A024R928,2519
caffeine,51310,SLC22A17,solute carrier family 22 member 17,Q8WUG5,Q8WUG5,2519
caffeine,81031,SLC2A10,solute carrier family 2 member 10,O95528,O95528,2519
caffeine,7779,SLC30A1,solute carrier family 30 member 1,Q9Y6M5,Q9Y6M5,2519
caffeine,80723,SLC35G2,solute carrier family 35 member G2,Q8TBE7,Q8TBE7,2519
caffeine,55238,SLC38A7,solute carrier family 38 member 7,Q9NVC3,Q9NVC3;H3BMC5,2519
caffeine,54361,WNT4,Wnt family member 4,P56705,P56705,2519
caffeine,8501,SLC43A1,solute carrier family 43 member 1,O75387,O75387;B3KNL1,2519
caffeine,233887,ZFP553,zinc finger protein 553,Q3US17,Q3US17,2519
caffeine,6522,SLC4A2,solute carrier family 4 member 2,P04920,P04920;Q59GF1,2519
caffeine,10682,EBP,EBP cholestenol delta-isomerase,Q15125,Q15125;A0A024QYX0,2519
caffeine,91749,SLC60A2,solute carrier family 60 member 2,Q5TF39,Q5TF39;B3KSA1,2519
caffeine,84138,SLC7A6OS,solute carrier family 7 member 6 opposite strand,Q96CW6,Q96CW6,2519
caffeine,109579,ES2,esterase 2,,,2519
caffeine,23315,SLC9A8,solute carrier family 9 member A8,Q9Y2E8,Q9Y2E8;B4DIX7,2519
caffeine,55719,SLF2,SMC5/6 complex localization factor 2,Q8IX21,Q8IX21,2519
caffeine,9527,GOSR1,golgi SNAP receptor complex member 1,O95249,O95249;E9PCW1,2519
caffeine,84464,SLX4,SLX4 structure-specific endonuclease subunit,Q8IY92,Q8IY92,2519
caffeine,55177,RMDN3,regulator of microtubule dynamics 3,Q96TC7,Q96TC7,2519
caffeine,7737,RNF113A,ring finger protein 113A,O15541,O15541,2519
caffeine,727800,RNF208,ring finger protein 208,Q9H0X6,Q9H0X6,2519
caffeine,64320,RNF25,ring finger protein 25,Q96BH1,Q96BH1,2519
caffeine,9025,RNF8,ring finger protein 8,O76064,O76064,2519
caffeine,6091,ROBO1,roundabout guidance receptor 1,Q9Y6N7,Q9Y6N7;Q1RMC8,2519
caffeine,6159,RPL29,ribosomal protein L29,P47914,P47914,2519
caffeine,6173,RPL36A,ribosomal protein L36a,P83881,P83881;J3KQN4,2519
caffeine,6130,RPL7A,ribosomal protein L7a,P62424,P62424,2519
caffeine,51696,HECA,HECA ribonucleoprotein granule regulator,Q9UBI9,Q9UBI9,2519
caffeine,4736,RPL10A,ribosomal protein L10a,P62906,P62906,2519
caffeine,6141,RPL18,ribosomal protein L18,Q07020,Q07020,2519
caffeine,6185,RPN2,ribophorin II,P04844,P04844,2519
caffeine,6205,RPS11,ribosomal protein S11,P62280,P62280,2519
caffeine,6223,RPS19,ribosomal protein S19,P39019,P39019;B0ZBD0,2519
caffeine,79101,TAF1D,"TATA-box binding protein associated factor, RNA polymerase I subunit D",Q9H5J8,Q9H5J8,2519
caffeine,6197,RPS6KA3,ribosomal protein S6 kinase A3,P51812,P51812;A0A384MDW3;B1AXG1;B4DG22;B7ZB17,2519
caffeine,26750,RPS6KC1,ribosomal protein S6 kinase C1,Q96S38,Q96S38;A0A087X1U5;F5H7T0;F6RJM5,2519
caffeine,50999,TMED5,transmembrane p24 trafficking protein 5,Q9Y3A6,Q9Y3A6;M0R072,2519
caffeine,7124,TNF,tumor necrosis factor,P01375,P01375;Q5STB3,2519
caffeine,64121,RRAGC,Ras related GTP binding C,Q9HB90,Q9HB90;B4DQ03;B4DQG4,2519
caffeine,8568,RRP1,ribosomal RNA processing 1,P56182,P56182,2519
caffeine,131601,TPRA1,transmembrane protein adipocyte associated 1,Q86W33,Q86W33,2519
caffeine,23378,RRP8,ribosomal RNA processing 8,O43159,O43159,2519
caffeine,8237,USP11,ubiquitin specific peptidase 11,G5E9A6,G5E9A6,2519
caffeine,26156,RSL1D1,ribosomal L1 domain containing 1,O76021,O76021,2519
caffeine,57529,RTL9,retrotransposon Gag like 9,Q8NET4,Q8NET4,2519
caffeine,80230,RUFY1,RUN and FYVE domain containing 1,Q96T51,Q96T51;A8K7B1,2519
caffeine,6256,RXRA,retinoid X receptor alpha,P19793,P19793;A0A5F9ZHH6;F1D8Q5;Q6P3U7,2519
caffeine,79602,ADIPOR2,adiponectin receptor 2,Q86V24,Q86V24,2519
caffeine,6284,S100A13,S100 calcium binding protein A13,Q99584,Q99584,2519
caffeine,286077,SACK1H,scaffolding CK1 anchoring protein H,Q6ZRV2,Q6ZRV2;Q71RB4,2519
caffeine,6299,SALL1,spalt like transcription factor 1,Q9NSC2,Q9NSC2,2519
caffeine,25939,SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,Q9Y3Z3,Q9Y3Z3;A0A2R8YCS7;Q59H15,2519
caffeine,9092,SART1,"spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP",O43290,O43290,2519
caffeine,6305,SBF1,SET binding factor 1,O95248,O95248;A0A8J8YTQ8,2519
caffeine,7840,ALMS1,ALMS1 centrosome and basal body associated protein,Q8TCU4,Q8TCU4,2519
caffeine,22828,SCAF8,SR-related CTD associated factor 8,Q9UPN6,Q9UPN6;A0A0A0MT33;B7Z3A4;B7Z876,2519
caffeine,51282,SCAND1,SCAN domain containing 1,P57086,P57086;Q9NZG6,2519
caffeine,6595,SMARCA2,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 2,P51531,P51531;B1ALF6;B4DNT1;B4DSC8;F6T8Q0;F6VDE0;Q56A76;Q8N9Q1,2519
caffeine,50485,SMARCAL1,SNF2 related chromatin remodeling annealing helicase 1,Q9NZC9,Q9NZC9,2519
caffeine,8243,SMC1A,structural maintenance of chromosomes 1A,Q14683,Q14683;A0A384MR33;G8JLG1;Q68EN4,2519
caffeine,140775,SMCR8,SMCR8-C9orf72 complex subunit,Q8TEV9,Q8TEV9,2519
caffeine,9943,OXSR1,oxidative stress responsive kinase 1,O95747,O95747,2519
caffeine,56006,SMG9,SMG9 nonsense mediated mRNA decay factor,Q9H0W8,Q9H0W8,2519
caffeine,54498,SMOX,spermine oxidase,Q9NWM0,Q9NWM0,2519
caffeine,64319,FBRS,fibrosin,Q9HAH7,Q9HAH7;B3KTZ7;J3KNZ9,2519
caffeine,8773,SNAP23,synaptosome associated protein 23,O00161,O00161;A8K287,2519
caffeine,79753,SNIP1,Smad nuclear interacting protein 1,Q8TAD8,Q8TAD8;B1AK66,2519
caffeine,11188,NISCH,nischarin,Q9Y2I1,Q9Y2I1;C9J715,2519
caffeine,7827,NPHS2,"NPHS2 stomatin family member, podocin",Q9NP85,Q9NP85,2519
caffeine,6627,SNRPA1,small nuclear ribonucleoprotein polypeptide A',P09661,P09661,2519
caffeine,6645,SNTB2,syntrophin beta 2,Q13425,Q13425,2519
caffeine,6642,SNX1,sorting nexin 1,Q13596,Q13596,2519
caffeine,6643,SNX2,sorting nexin 2,O60749,O60749,2519
caffeine,51429,SNX9,sorting nexin 9,Q9Y5X1,Q9Y5X1,2519
caffeine,6713,SQLE,squalene epoxidase,Q14534,Q14534,2519
caffeine,6651,SON,SON DNA and RNA binding protein,P18583,P18583;J3QSZ5;Q6ZRV7,2519
caffeine,6786,STIM1,stromal interaction molecule 1,Q13586,Q13586;A0A8V8TMF0;A0A8V8TMG1;A0A8V8TNW0;A0A8V8TP73;E9PRZ7;G0XQ39;H0YDB2,2519
caffeine,6654,SOS1,SOS Ras/Rac guanine nucleotide exchange factor 1,Q07889,Q07889;G5E9C8,2519
caffeine,6659,SOX4,SRY-box transcription factor 4,Q06945,Q06945,2519
caffeine,6672,SP100,SP100 nuclear antigen,P23497,P23497,2519
caffeine,389058,SP5,Sp5 transcription factor,Q6BEB4,Q6BEB4,2519
caffeine,9043,SPAG9,sperm associated antigen 9,O60271,O60271;Q5JB53,2519
caffeine,26010,SPATS2L,spermatogenesis associated serine rich 2 like,Q9NUQ6,Q9NUQ6;B8ZZZ7,2519
caffeine,80309,SPHKAP,"SPHK1 interactor, AKAP domain containing",Q2M3C7,Q2M3C7,2519
caffeine,84501,SPIRE2,spire type actin nucleation factor 2,Q8WWL2,Q8WWL2,2519
caffeine,161742,SPRED1,sprouty related EVH1 domain containing 1,Q7Z699,Q7Z699,2519
caffeine,10252,SPRY1,sprouty RTK signaling antagonist 1,O43609,O43609,2519
caffeine,6711,SPTBN1,"spectrin beta, non-erythrocytic 1",Q01082,Q01082;B2ZZ89,2519
caffeine,10847,SRCAP,Snf2 related CREBBP activator protein,Q6ZRS2,Q6ZRS2,2519
caffeine,6721,SREBF2,sterol regulatory element binding transcription factor 2,Q12772,Q12772,2519
caffeine,153443,SRFBP1,serum response factor binding protein 1,Q8NEF9,Q8NEF9,2519
caffeine,6730,SRP68,signal recognition particle 68,Q9UHB9,Q9UHB9,2519
caffeine,58477,SRPRB,SRP receptor subunit beta,Q9Y5M8,Q9Y5M8;Q549N5,2519
caffeine,9295,SRSF11,serine and arginine rich splicing factor 11,Q05519,Q05519;Q5T757;Q5T760,2519
caffeine,6432,SRSF7,serine and arginine rich splicing factor 7,Q16629,Q16629;C9JAB2,2519
caffeine,54434,SSH1,slingshot protein phosphatase 1,Q8WYL5,Q8WYL5,2519
caffeine,6767,ST13,ST13 Hsp70 interacting protein,P50502,P50502;A0A140VKA6;B4E0U6;Q0IJ56,2519
caffeine,6774,STAT3,signal transducer and activator of transcription 3,P40763,P40763;A0A7I2V395;A0A7I2V444;A0A7I2V4C8;A0A7I2V4R2;A0A7I2V4R3;A0A7I2V552;A0A7I2YQD2;A0A7I2YQR5,2519
caffeine,27067,STAU2,staufen double-stranded RNA binding protein 2,Q9NUL3,Q9NUL3;A8K276,2519
caffeine,9263,STK17A,serine/threonine kinase 17a,Q9UEE5,Q9UEE5,2519
caffeine,282974,STK32C,serine/threonine kinase 32C,Q86UX6,Q86UX6;A0A140VJW0;B7Z7J1;H0Y349;H0Y431,2519
caffeine,56977,STOX2,storkhead box 2,Q9P2F5,Q9P2F5,2519
caffeine,6801,STRN,striatin,O43815,O43815,2519
caffeine,23673,STX12,syntaxin 12,Q86Y82,Q86Y82,2519
caffeine,10228,STX6,syntaxin 6,O43752,O43752,2519
caffeine,65065,NBEAL1,neurobeachin like 1,Q6ZS30,Q6ZS30;A0A804HKS6,2519
caffeine,123720,WHAMM,"WASP homolog associated with actin, golgi membranes and microtubules",Q8TF30,Q8TF30,2519
caffeine,65266,WNK4,WNK lysine deficient protein kinase 4,Q96J92,Q96J92,2519
caffeine,56897,WRNIP1,WRN helicase interacting protein 1,Q96S55,Q96S55,2519
caffeine,8629,JRK,Jrk helix-turn-helix protein,O75564,O75564,2519
caffeine,8997,KALRN,kalirin RhoGEF kinase,O60229,O60229;A0A804HI91;A0A804HIN3;A0A804HKJ7;A0A804HKT9;C9IZQ6,2519
caffeine,23331,TTC28,tetratricopeptide repeat domain 28,Q96AY4,Q96AY4,2519
caffeine,7273,TTN,titin,Q8WZ42,Q8WZ42;A0A0A0MRA3,2519
caffeine,347688,TUBB8,tubulin beta 8 class VIII,Q3ZCM7,Q3ZCM7,2519
caffeine,9826,ARHGEF11,Rho guanine nucleotide exchange factor 11,O15085,O15085;A0AAQ5BIK5,2519
caffeine,23370,ARHGEF18,Rho/Rac guanine nucleotide exchange factor 18,Q6ZSZ5,Q6ZSZ5;A0A087WZG4;A0A3B3IPE9,2519
caffeine,286826,LIN9,lin-9 DREAM MuvB core complex component,Q5TKA1,Q5TKA1;H0Y322;Q6P142,2519
caffeine,54877,ZCCHC2,zinc finger CCHC-type containing 2,Q9C0B9,Q9C0B9;Q9BRD4,2519
caffeine,254887,ZDHHC23,zDHHC palmitoyltransferase 23,Q8IYP9,Q8IYP9;A0A1W2PRJ8;B3KXV3;E9PAP7,2519
caffeine,6935,ZEB1,zinc finger E-box binding homeobox 1,P37275,P37275;B2RBI8;B4DGU2,2519
caffeine,255057,CBARP,CACN subunit beta associated regulatory protein,Q8N350,Q8N350,2519
caffeine,22853,LMTK2,lemur tyrosine kinase 2,Q8IWU2,Q8IWU2,2519
caffeine,9663,LPIN2,lipin 2,Q92539,Q92539,2519
caffeine,196441,ZFC3H1,zinc finger C3H1-type containing,O60293,O60293,2519
caffeine,84936,ZFYVE19,zinc finger FYVE-type containing 19,Q96K21,Q96K21,2519
caffeine,10951,CBX1,chromobox 1,P83916,P83916;Q6IBN6,2519
caffeine,55749,CCAR1,cell division cycle and apoptosis regulator 1,Q8IX12,Q8IX12,2519
caffeine,115098,CCDC124,coiled-coil domain containing 124,Q96CT7,Q96CT7,2519
caffeine,22992,KDM2A,lysine demethylase 2A,Q9Y2K7,Q9Y2K7;I3VM53;I3VM54,2519
caffeine,9682,KDM4A,lysine demethylase 4A,O75164,O75164,2519
caffeine,22889,KHDC4,"KH domain containing 4, pre-mRNA splicing factor",Q7Z7F0,Q7Z7F0,2519
caffeine,23246,BOP1,BOP1 ribosomal biogenesis factor,Q14137,Q14137,2519
caffeine,119032,BORCS7,BLOC-1 related complex subunit 7,Q96B45,Q96B45,2519
caffeine,9778,KIAA0232,KIAA0232,Q92628,Q92628;A5YKK5,2519
caffeine,23313,KIAA0930,KIAA0930,Q6ICG6,Q6ICG6,2519
caffeine,85379,KIAA1671,KIAA1671,Q9BY89,Q9BY89;A0A1B0GVJ7,2519
caffeine,8315,BRAP,BRCA1 associated protein,Q7Z569,Q7Z569;Q59H81,2519
caffeine,6046,BRD2,bromodomain containing 2,P25440,P25440;A0A1U9X7A8;E9PIQ3;X5CF57,2519
caffeine,10902,BRD8,bromodomain containing 8,Q9H0E9,Q9H0E9;B4DEG9;B4DMS9;B4DN43,2519
caffeine,55614,KIF16B,kinesin family member 16B,Q96L93,Q96L93;A0A140VK74;A0A1B0GTU3;A0A1B0GVS8,2519
caffeine,10112,KIF20A,kinesin family member 20A,O95235,O95235,2519
caffeine,9493,KIF23,kinesin family member 23,Q02241,Q02241;A0A7I2V5Y5,2519
caffeine,79173,BRME1,break repair meiotic recombinase recruitment factor 1,Q0VDD7,Q0VDD7;K7EMZ7,2519
caffeine,54014,BRWD1,bromodomain and WD repeat domain containing 1,Q9NSI6,Q9NSI6,2519
caffeine,89953,KLC4,kinesin light chain 4,Q9NSK0,Q9NSK0,2519
caffeine,57565,KLHL14,kelch like family member 14,Q9P2G3,Q9P2G3,2519
caffeine,84811,BUD13,BUD13 spliceosome associated protein,Q9BRD0,Q9BRD0,2519
caffeine,388327,C17ORF100,chromosome 17 open reading frame 100,A8MU93,A8MU93,2519
caffeine,400793,C1ORF226,chromosome 1 open reading frame 226,A1L170,A1L170,2519
caffeine,4297,KMT2A,lysine methyltransferase 2A,Q03164,Q03164;A0AA34QVI8;E9PR05,2519
caffeine,57082,KNL1,kinetochore scaffold 1,Q8NG31,Q8NG31,2519
caffeine,23633,KPNA6,karyopherin subunit alpha 6,O60684,O60684,2519
caffeine,10138,YAF2,YY1 associated factor 2,Q8IY57,Q8IY57;B4DJQ9;G3V212,2519
caffeine,55689,YEATS2,YEATS domain containing 2,Q9ULM3,Q9ULM3,2519
caffeine,56252,YLPM1,YLP motif containing 1,P49750,P49750;F8VU51,2519
caffeine,9854,C2CD2L,C2CD2 like,O14523,O14523,2519
caffeine,65265,C8ORF33,chromosome 8 open reading frame 33,Q9H7E9,Q9H7E9,2519
caffeine,91768,CABLES1,Cdk5 and Abl enzyme substrate 1,Q8TDN4,Q8TDN4;A7K6Y5,2519
caffeine,8844,KSR1,kinase suppressor of ras 1,Q8IVT5,Q8IVT5;A0A2R8Y5H9,2519
caffeine,51441,YTHDF2,YTH N6-methyladenosine RNA binding protein F2,Q9Y5A9,Q9Y5A9,2519
caffeine,7532,YWHAG,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,P61981,P61981,2519
caffeine,9889,ZBED4,zinc finger BED-type containing 4,O75132,O75132,2519
caffeine,23271,CAMSAP2,calmodulin regulated spectrin associated protein family member 2,Q08AD1,Q08AD1;B3KTI4,2519
caffeine,113251,LARP4,La ribonucleoprotein 4,Q71RC2,Q71RC2;Q6P4E2;Q8TBL5;Q96J85,2519
caffeine,81887,LAS1L,LAS1 like ribosome biogenesis factor,Q9Y4W2,Q9Y4W2;A0A7I2V3R6;A0A7I2V653;A0A7I2YQI7,2519
caffeine,57621,ZBTB2,zinc finger and BTB domain containing 2,Q8N680,Q8N680,2519
caffeine,29068,ZBTB44,zinc finger and BTB domain containing 44,Q8NCP5,Q8NCP5;H0YEM9,2519
caffeine,51341,ZBTB7A,zinc finger and BTB domain containing 7A,O95365,O95365,2519
caffeine,55832,CAND1,cullin associated and neddylation dissociated 1,Q86VP6,Q86VP6,2519
caffeine,55604,CARMIL1,capping protein regulator and myosin 1 linker 1,Q5VZK9,Q5VZK9;A0A8V8TRE2,2519
caffeine,23091,ZC3H13,zinc finger CCCH-type containing 13,Q5T200,Q5T200;A0A7I2V4I5;A0PJJ2;B3KQG8,2519
caffeine,23144,ZC3H3,zinc finger CCCH-type containing 3,Q8IXZ2,Q8IXZ2,2519
caffeine,56829,ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1",Q7Z2W4,Q7Z2W4;C9J6P4,2519
caffeine,79165,LENG1,leukocyte receptor cluster member 1,Q96BZ8,Q96BZ8,2519
caffeine,29094,LGALSL,galectin like,Q3ZCW2,Q3ZCW2,2519
caffeine,23074,BLTP3B,bridge-like lipid transfer protein family member 3B,A0JNW5,A0JNW5,2519
caffeine,9790,BMS1,BMS1 ribosome biogenesis factor,Q14692,Q14692,2519
caffeine,7514,XPO1,exportin 1,O14980,O14980;A0A7I2V2Y6;A0A7I2V461;A0A7I2V6B9;B3KWD0,2519
caffeine,7518,XRCC4,X-ray repair cross complementing 4,Q13426,Q13426;Q7Z763,2519
caffeine,284058,KANSL1,KAT8 regulatory NSL complex subunit 1,Q7Z3B3,Q7Z3B3;A0A0G2JNB1;A0A0G2JNT7;A0A1W2PRB5;A0A3B3IT55;A0A9S7M8F4,2519
caffeine,11143,KAT7,lysine acetyltransferase 7,O95251,O95251;A0A9L9PXR9,2519
caffeine,23254,KAZN,"kazrin, periplakin interacting protein",Q674X7,Q674X7,2519
caffeine,57470,LRRC47,leucine rich repeat containing 47,Q8N1G4,Q8N1G4,2519
caffeine,55286,PGCKA1,PDCD10 and GCKIII kinases associated 1,Q8IY42,Q8IY42,2519
caffeine,55276,PGM2,phosphoglucomutase 2,Q96G03,Q96G03,2519
caffeine,65979,PHACTR4,phosphatase and actin regulator 4,Q8IZ21,Q8IZ21,2519
caffeine,152137,CCDC50,coiled-coil domain containing 50,Q8IVM0,Q8IVM0,2519
caffeine,79080,CCDC86,coiled-coil domain containing 86,Q9H6F5,Q9H6F5,2519
caffeine,6348,CCL3,C-C motif chemokine ligand 3,P10147,P10147;A0N0R1,2519
caffeine,55274,PHF10,PHD finger protein 10,Q8WUB8,Q8WUB8,2519
caffeine,79142,PHF23,PHD finger protein 23,Q9BUL5,Q9BUL5;I3L1N0,2519
caffeine,55023,PHIP,PHIP subunit of CUL4-Ring ligase complex,Q8WWQ0,Q8WWQ0;A0A8V8TPV5,2519
caffeine,23187,PHLDB1,pleckstrin homology like domain family B member 1,Q86UU1,Q86UU1;Q6ZUD6;Q8NC75,2519
caffeine,57661,PHRF1,PHD and ring finger domains 1,Q9P1Y6,Q9P1Y6;B7ZM65;B7ZM66;E9PJ24;F8WEF5,2519
caffeine,5298,PI4KB,phosphatidylinositol 4-kinase beta,Q9UBF8,Q9UBF8;A0A0B4J1S8,2519
caffeine,9780,PIEZO1,piezo type mechanosensitive ion channel component 1 (Er blood group),Q92508,Q92508,2519
caffeine,5286,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,O00443,O00443;B4DG55;L7RRS0,2519
caffeine,8396,PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta,P78356,P78356,2519
caffeine,90678,LRSAM1,leucine rich repeat and sterile alpha motif containing 1,Q6UWE0,Q6UWE0;A0A6Q8PGW1,2519
caffeine,26065,LSM14A,LSM14A mRNA processing body assembly factor,Q8ND56,Q8ND56,2519
caffeine,55692,LUC7L,LUC7 like,Q9NQ29,Q9NQ29;A8MYV2;Q1W6G4,2519
caffeine,219771,CCNY,cyclin Y,Q8ND76,Q8ND76;B7Z8E4,2519
caffeine,7203,CCT3,chaperonin containing TCP1 subunit 3,P49368,P49368;B3KX11;Q59H77,2519
caffeine,9600,PITPNM1,phosphatidylinositol transfer protein membrane associated 1,O00562,O00562;B2R787,2519
caffeine,5585,PKN1,protein kinase N1,Q16512,Q16512,2519
caffeine,8502,PKP4,plakophilin 4,Q99569,Q99569,2519
caffeine,116068,LYSMD3,LysM domain containing 3,Q7Z3D4,Q7Z3D4;A8K613;G5E9N8,2519
caffeine,9555,MACROH2A1,macroH2A.1 histone,O75367,O75367;A0A994J4J7;B4DJC3,2519
caffeine,7975,MAFK,MAF bZIP transcription factor K,O60675,O60675,2519
caffeine,5335,PLCG1,phospholipase C gamma 1,P19174,P19174,2519
caffeine,59338,PLEKHA1,pleckstrin homology domain containing A1,Q9HB21,Q9HB21;B3KQL5;Q5RGS4,2519
caffeine,54477,PLEKHA5,pleckstrin homology domain containing A5,Q9HAU0,Q9HAU0;A0A8V8TQ09;A0A8V8TQJ8;A0A9L9PX43,2519
caffeine,100131017,ZNF316,zinc finger protein 316,A6NFI3,A6NFI3,2519
caffeine,26152,ZNF337,zinc finger protein 337,Q9Y3M9,Q9Y3M9;A8K5C0;Q6ZUQ0,2519
caffeine,151126,ZNF385B,zinc finger protein 385B,Q569K4,Q569K4;A0A2U3TZT0,2519
caffeine,26030,PLEKHG3,pleckstrin homology and RhoGEF domain containing G3,A1L390,A1L390;A0A2X0SFH4,2519
caffeine,5354,PLP1,proteolipid protein 1,P60201,P60201;A0A0S2Z4D4;A8K9L3;B4DI30,2519
caffeine,9863,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2",Q86UL8,Q86UL8;B7Z4H4,2519
caffeine,9794,MAML1,mastermind like transcriptional coactivator 1,Q92585,Q92585,2519
caffeine,81631,MAP1LC3B,microtubule associated protein 1 light chain 3 beta,Q9GZQ8,Q9GZQ8;Q658J6,2519
caffeine,8476,CDC42BPA,CDC42 binding protein kinase alpha,Q5VT25,Q5VT25;A0A0A0MRJ0;A0A0A0MRJ1,2519
caffeine,56990,CDC42SE2,CDC42 small effector 2,Q9NRR3,Q9NRR3,2519
caffeine,113130,CDCA5,cell division cycle associated 5,Q96FF9,Q96FF9,2519
caffeine,5127,CDK16,cyclin dependent kinase 16,Q00536,Q00536;A0A140VK97;Q9BRL4,2519
caffeine,5371,PML,PML nuclear body scaffold,P29590,P29590,2519
caffeine,11284,PNKP,polynucleotide kinase 3'-phosphatase,Q96T60,Q96T60,2519
caffeine,79983,POF1B,POF1B actin binding protein,Q8WVV4,Q8WVV4,2519
caffeine,4214,MAP3K1,mitogen-activated protein kinase kinase kinase 1,Q13233,Q13233,2519
caffeine,4215,MAP3K3,mitogen-activated protein kinase kinase kinase 3,Q99759,Q99759;J3KRN4;J3QRB6;Q96HN9,2519
caffeine,5871,MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2,Q12851,Q12851,2519
caffeine,84858,ZNF503,zinc finger protein 503,Q96F45,Q96F45,2519
caffeine,9658,ZNF516,zinc finger protein 516,Q92618,Q92618;Q2YDX2,2519
caffeine,51042,ZNF593,zinc finger protein 593,O00488,O00488,2519
caffeine,27332,ZNF638,zinc finger protein 638,Q14966,Q14966;A8K583,2519
caffeine,22834,ZNF652,zinc finger protein 652,Q9Y2D9,Q9Y2D9;A8K9F2;D6RF85,2519
caffeine,55657,ZNF692,zinc finger protein 692,Q9BU19,Q9BU19,2519
caffeine,147808,ZNF784,zinc finger protein 784,Q8NCA9,Q8NCA9,2519
caffeine,55871,ZNG1A,Zn regulated GTPase metalloprotein activator 1A,Q9BRT8,Q9BRT8;A0A087X140;A0A0B4J1T6,2519
caffeine,9406,ZRANB2,zinc finger RANBP2-type containing 2,O95218,O95218,2519
caffeine,256714,MAP7D2,MAP7 domain containing 2,Q96T17,Q96T17;A0A0K1JRJ6;A0A0K1JS24;A0A0M4F6E1;A0A0M4FLI9,2519
caffeine,93487,MAPK1IP1L,mitogen-activated protein kinase 1 interacting protein 1 like,Q8NDC0,Q8NDC0,2519
caffeine,5601,MAPK9,mitogen-activated protein kinase 9,P45984,P45984;D7R525,2519
caffeine,25998,IBTK,inhibitor of Bruton tyrosine kinase,Q9P2D0,Q9P2D0;B7ZLE0;E7EPI0,2519
caffeine,79664,ICE2,interactor of little elongation complex ELL subunit 2,Q659A1,Q659A1;H0YNU9,2519
caffeine,6929,TCF3,transcription factor 3,P15923,P15923,2519
caffeine,6950,TCP1,t-complex 1,P17987,P17987;E7EQR6,2519
caffeine,23424,TDRD7,tudor domain containing 7,Q8NHU6,Q8NHU6,2519
caffeine,146705,TEPSIN,TEPSIN adaptor related protein complex 4 accessory protein,Q96N21,Q96N21;A0A1B0GV70,2519
caffeine,55852,TEX2,testis expressed 2,Q8IWB9,Q8IWB9,2519
caffeine,7027,TFDP1,transcription factor Dp-1,Q14186,Q14186,2519
caffeine,10642,IGF2BP1,insulin like growth factor 2 mRNA binding protein 1,Q9NZI8,Q9NZI8;D3DTW3,2519
caffeine,29844,TFPT,TCF3 fusion partner,P0C1Z6,P0C1Z6,2519
caffeine,60436,TGIF2,TGFB induced factor homeobox 2,Q9GZN2,Q9GZN2,2519
caffeine,9984,THOC1,THO complex subunit 1,Q96FV9,Q96FV9,2519
caffeine,9967,THRAP3,thyroid hormone receptor associated protein 3,Q9Y2W1,Q9Y2W1,2519
caffeine,7074,TIAM1,TIAM Rac1 associated GEF 1,Q13009,Q13009;A0A1B0GW57;A0A2X0TW27;A0A8V8TN84,2519
caffeine,93643,TJAP1,tight junction associated protein 1,Q5JTD0,Q5JTD0,2519
caffeine,7086,TKT,transketolase,P29401,P29401;V9HWD9,2519
caffeine,11011,TLK2,tousled like kinase 2,Q86UE8,Q86UE8;A0A804HJZ9;A0A804HK10;B4DUC2;J3QLK5,2519
caffeine,11322,TMC6,transmembrane channel like 6,Q7Z403,Q7Z403;A0A8V8TLY1,2519
caffeine,145942,TMCO5A,transmembrane and coiled-coil domains 5A,Q8N6Q1,Q8N6Q1;A0A024R9I9,2519
caffeine,54664,TMEM106B,transmembrane protein 106B,Q9NUM4,Q9NUM4,2519
caffeine,92691,TMEM169,transmembrane protein 169,Q96HH4,Q96HH4,2519
caffeine,84065,TMEM222,transmembrane protein 222,Q9H0R3,Q9H0R3,2519
caffeine,440026,TMEM41B,transmembrane protein 41B,Q5BJD5,Q5BJD5,2519
caffeine,9772,TMEM94,transmembrane protein 94,Q12767,Q12767;B7Z9U5;J3QLC5;J3QRY7;J3QSG7,2519
caffeine,29766,TMOD3,tropomodulin 3,Q9NYL9,Q9NYL9,2519
caffeine,79089,TMUB2,transmembrane and ubiquitin like domain containing 2,Q71RG4,Q71RG4;B4DFQ1;E7ESS3,2519
caffeine,7128,TNFAIP3,TNF alpha induced protein 3,P21580,P21580,2519
caffeine,10318,TNIP1,TNFAIP3 interacting protein 1,Q15025,Q15025;A0A0A0MRZ4;A8K4N4;B7Z8K2,2519
caffeine,27327,TNRC6A,trinucleotide repeat containing adaptor 6A,Q8NDV7,Q8NDV7,2519
caffeine,23371,TNS2,tensin 2,Q63HR2,Q63HR2,2519
caffeine,146691,TOM1L2,target of myb1 like 2 membrane trafficking protein,Q6ZVM7,Q6ZVM7;B7Z2U2;B7Z671;F5H3S6,2519
