uniprot_accession,protein_name,pathway,compound
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121490,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121494,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121494,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121494,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121498,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121498,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121498,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121502,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121502,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121502,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121506,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121506,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121506,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121510,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121510,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121510,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121514,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121514,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121514,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121518,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121518,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121518,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121522,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121522,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121522,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121526,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121526,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121526,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121530,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121530,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121530,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121534,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121534,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121534,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121538,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121538,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121538,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121542,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121542,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121542,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121546,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121546,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121546,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121550,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121550,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121550,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121554,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121554,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121554,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121558,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121558,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121558,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121562,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121562,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121562,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121566,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121566,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121566,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121570,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121570,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121570,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121574,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121574,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121574,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121578,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121578,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121578,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121582,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121582,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121582,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121586,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121586,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121586,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121590,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121590,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121590,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121594,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121594,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121594,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121598,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121598,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121598,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121602,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121602,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121602,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121606,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121606,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121606,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121610,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121610,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121610,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121614,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121614,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121614,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121618,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121618,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121618,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121622,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121622,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121622,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121626,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121626,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121626,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121630,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121630,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121630,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121634,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121634,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121634,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121638,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121638,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121638,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121642,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121642,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121642,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121646,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121646,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121646,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121650,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121650,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121650,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121654,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121654,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121654,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121658,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121658,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121658,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121662,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121662,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121662,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121666,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121666,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121666,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121670,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121670,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121670,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121674,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121674,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121674,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121678,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121678,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121678,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121682,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121682,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121682,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121686,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121686,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121686,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121690,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121690,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121690,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121694,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121694,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121694,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121698,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121698,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121698,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121702,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121702,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121702,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121706,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121706,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121706,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121710,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121710,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121710,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121714,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121714,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121714,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121718,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121718,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121718,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121722,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121722,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121722,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121726,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121726,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121726,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121730,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121730,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121730,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121734,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121734,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121734,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121738,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121738,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121738,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121742,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121742,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121742,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121746,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121746,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121746,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121750,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121750,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121750,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121754,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121754,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121754,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121758,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121758,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121758,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121762,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121762,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121762,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121766,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121766,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121766,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121770,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121770,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121770,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121774,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121774,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121774,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121778,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121778,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121778,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121782,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121782,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121782,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121786,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121786,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121786,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121790,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121790,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121790,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121794,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121794,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121794,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121798,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121798,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121798,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121802,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121802,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121802,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121806,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121806,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121806,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121810,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121810,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121810,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121814,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121814,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121814,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121818,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121818,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121822,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121822,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121822,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121826,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121826,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121826,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121830,Ethanolamine
B7V2U0,Glycerol-3-phosphate acyltransferase,PathBank_SMP0121830,Ethanolamine
B7V5T6,Cardiolipin synthase A,PathBank_SMP0121830,Ethanolamine
A6VD70,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0121834,Ethanolamine
