superpathway of phospholipid biosynthesis
ester phospholipid biosynthesis
Phospholipid Biosynthesis CL(16:0/19:0cycw7/17:0cycw7/19:0cycw7)
Phospholipid Biosynthesis CL(19:0cycw7/17:0cycw7/17:0cycw7/14:0)
Phospholipid Biosynthesis CL(16:0/19:0cycw7/18:1(9Z)/19:0cycw7)
Phospholipid Biosynthesis CL(16:0/19:0cycw7/19:0cycw7/18:1(9Z))
Phospholipid Biosynthesis CL(16:1(9Z)/14:0/14:0/18:1(9Z))
Phospholipid Biosynthesis CL(16:1(9Z)/14:0/17:0cycw7/17:0cycw7)
Phospholipid Biosynthesis CL(16:1(9Z)/14:0/18:1(9Z)/14:0)
Phospholipid Biosynthesis CL(16:1(9Z)/14:0/19:0cycw7/14:0)
Phospholipid Biosynthesis CL(19:0cycw7/19:0cycw7/14:0/15:0cycw5)
Phospholipid Biosynthesis CL(16:1(9Z)/15:0cycw5/14:0/16:1(9Z))
Phospholipid Biosynthesis CL(19:0cycw7/19:0cycw7/14:0/19:0cycw7)
Phospholipid Biosynthesis CL(19:0cycw7/19:0cycw7/17:0cycw7/17:0cycw7)
Phospholipid Biosynthesis CL(16:1(9Z)/15:0cycw5/16:1(9Z)/15:0cycw5)
Phospholipid Biosynthesis CL(16:1(9Z)/15:0cycw5/16:1(9Z)/18:1(9Z))
Phospholipid Biosynthesis CL(16:1(9Z)/15:0cycw5/17:0cycw7/17:0cycw7)
Phospholipid Biosynthesis CL(16:1(9Z)/15:0cycw5/19:0cycw7/15:0cycw5)
Phospholipid Biosynthesis CL(17:0cycw7/18:1(9Z)/17:0cycw7/19:0cycw7)
Phospholipid Biosynthesis CL(16:1(9Z)/16:0/14:0/16:0)
Phospholipid Biosynthesis CL(17:0cycw7/19:0cycw7/14:0/14:0)
Phospholipid Biosynthesis CL(16:1(9Z)/16:0/16:0/18:1(9Z))
Phospholipid Biosynthesis CL(17:0cycw7/19:0cycw7/17:0cycw7/14:0)
Phospholipid Biosynthesis CL(16:1(9Z)/16:0/16:1(9Z)/16:1(9Z))
Phospholipid Biosynthesis CL(16:1(9Z)/16:0/17:0cycw7/16:0)
Phospholipid Biosynthesis CL(18:1(9Z)/14:0/14:0/19:0cycw7)
Phospholipid Biosynthesis CL(18:1(9Z)/14:0/17:0cycw7/17:0cycw7)
Phospholipid Biosynthesis CL(16:1(9Z)/16:0/18:1(9Z)/16:1(9Z))
Phospholipid Biosynthesis CL(18:1(9Z)/15:0cycw5/14:0/15:0cycw5)
Phospholipid Biosynthesis CL(16:1(9Z)/16:1(9Z)/14:0/15:0cycw5)
Phospholipid Biosynthesis CL(18:1(9Z)/15:0cycw5/15:0cycw5/14:0)
Phospholipid Biosynthesis CL(18:1(9Z)/15:0cycw5/16:1(9Z)/18:1(9Z))
Phospholipid Biosynthesis CL(16:1(9Z)/16:1(9Z)/16:1(9Z)/14:0)
Phospholipid Biosynthesis CL(18:1(9Z)/15:0cycw5/17:0cycw7/15:0cycw5)
Phospholipid Biosynthesis CL(18:1(9Z)/15:0cycw5/18:1(9Z)/15:0cycw5)
Phospholipid Biosynthesis CL(16:1(9Z)/16:1(9Z)/17:0cycw7/14:0)
Phospholipid Biosynthesis CL(16:1(9Z)/16:1(9Z)/17:0cycw7/17:0cycw7)
Phospholipid Biosynthesis CL(16:1(9Z)/16:1(9Z)/17:0cycw7/19:0cycw7)
Phospholipid Biosynthesis CL(16:1(9Z)/16:1(9Z)/18:1(9Z)/16:1(9Z))
Phospholipid Biosynthesis CL(16:1(9Z)/16:1(9Z)/19:0cycw7/14:0)
Phospholipid Biosynthesis CL(16:1(9Z)/16:1(9Z)/19:0cycw7/17:0cycw7)
Phospholipid Biosynthesis CL(16:1(9Z)/17:0cycw7/14:0/17:0cycw7)
Phospholipid Biosynthesis CL(16:1(9Z)/17:0cycw7/17:0cycw7/16:1(9Z))
Phospholipid Biosynthesis CL(16:1(9Z)/17:0cycw7/18:1(9Z)/17:0cycw7)
Phospholipid Biosynthesis CL(16:1(9Z)/18:1(9Z)/14:0/14:0)
Phospholipid Biosynthesis CL(16:1(9Z)/18:1(9Z)/16:1(9Z)/17:0cycw7)
Phospholipid Biosynthesis CL(18:1(9Z)/15:0cycw5/19:0cycw7/19:0cycw7)
Phospholipid Biosynthesis CL(18:1(9Z)/16:0/16:0/19:0cycw7)
Phospholipid Biosynthesis CL(18:1(9Z)/16:0/18:1(9Z)/14:0)
Phospholipid Biosynthesis CL(16:1(9Z)/18:1(9Z)/17:0cycw7/17:0cycw7)
Phospholipid Biosynthesis CL(18:1(9Z)/16:0/18:1(9Z)/17:0cycw7)
Phospholipid Biosynthesis CL(18:1(9Z)/16:0/19:0cycw7/18:1(9Z))
Phospholipid Biosynthesis CL(16:1(9Z)/18:1(9Z)/18:1(9Z)/17:0cycw7)
Phospholipid Biosynthesis CL(18:1(9Z)/16:1(9Z)/14:0/16:1(9Z))
Phospholipid Biosynthesis CL(16:1(9Z)/18:1(9Z)/19:0cycw7/18:1(9Z))
Phospholipid Biosynthesis CL(16:1(9Z)/19:0cycw7/14:0/14:0)
Phospholipid Biosynthesis CL(18:1(9Z)/16:1(9Z)/17:0cycw7/18:1(9Z))
Phospholipid Biosynthesis CL(18:1(9Z)/16:1(9Z)/18:1(9Z)/19:0cycw7)
Phospholipid Biosynthesis CL(16:1(9Z)/19:0cycw7/17:0cycw7/16:1(9Z))
Phospholipid Biosynthesis CL(16:1(9Z)/19:0cycw7/17:0cycw7/19:0cycw7)
Phospholipid Biosynthesis CL(18:1(9Z)/17:0cycw7/14:0/18:1(9Z))
Phospholipid Biosynthesis CL(16:1(9Z)/19:0cycw7/19:0cycw7/14:0)
Phospholipid Biosynthesis CL(16:1(9Z)/19:0cycw7/19:0cycw7/18:1(9Z))
Phospholipid Biosynthesis CL(18:1(9Z)/17:0cycw7/18:1(9Z)/17:0cycw7)
Phospholipid Biosynthesis CL(17:0cycw7/15:0cycw5/14:0/17:0cycw7)
Phospholipid Biosynthesis CL(17:0cycw7/15:0cycw5/17:0cycw7/15:0cycw5)
Phospholipid Biosynthesis CL(17:0cycw7/15:0cycw5/17:0cycw7/18:1(9Z))
Phospholipid Biosynthesis CL(17:0cycw7/16:0/14:0/16:0)
Phospholipid Biosynthesis CL(18:1(9Z)/18:1(9Z)/14:0/17:0cycw7)
Phospholipid Biosynthesis CL(18:1(9Z)/18:1(9Z)/17:0cycw7/15:0cycw5)
Phospholipid Biosynthesis CL(17:0cycw7/16:0/16:0/14:0)
Phospholipid Biosynthesis CL(18:1(9Z)/18:1(9Z)/17:0cycw7/17:0cycw7)
Phospholipid Biosynthesis CL(17:0cycw7/16:0/17:0cycw7/17:0cycw7)
Phospholipid Biosynthesis CL(18:1(9Z)/18:1(9Z)/18:1(9Z)/17:0cycw7)
Phospholipid Biosynthesis CL(17:0cycw7/16:0/19:0cycw7/17:0cycw7)
Phospholipid Biosynthesis CL(17:0cycw7/16:1(9Z)/17:0cycw7/14:0)
Phospholipid Biosynthesis CL(17:0cycw7/16:1(9Z)/17:0cycw7/19:0cycw7)
Phospholipid Biosynthesis CL(17:0cycw7/17:0cycw7/14:0/16:0)
Phospholipid Biosynthesis CL(17:0cycw7/17:0cycw7/14:0/19:0cycw7)
Phospholipid Biosynthesis CL(17:0cycw7/18:1(9Z)/14:0/17:0cycw7)
Phospholipid Biosynthesis CL(10:0/12:0/10:0/12:0)
Phospholipid Biosynthesis CL(10:0/16:0/10:0/16:0)
Phospholipid Biosynthesis CL(10:0/18:0/10:0/18:0)
Phospholipid Biosynthesis CL(16:1(9Z)/18:0/16:1(9Z)/18:0)
Phospholipid Biosynthesis CL(10:0/19:1(9Z)/10:0/19:1(9Z))
Phospholipid Biosynthesis CL(18:0/16:0/18:0/16:0)
Phospholipid Biosynthesis CL(12:0/16:0/12:0/16:0)
Phospholipid Biosynthesis CL(12:0/18:0/12:0/18:0)
Phospholipid Biosynthesis CL(18:1(9Z)/10:0(3-OH)/18:1(9Z)/10:0(3-OH))
Phospholipid Biosynthesis CL(19:1(9Z)/16:0/19:1(9Z)/16:0)
Phospholipid Biosynthesis CL(14:0/12:0/14:0/12:0)
Phospholipid Biosynthesis CL(15:0/10:0/15:0/10:0)
Phospholipid Biosynthesis CL(15:0/16:0/15:0/16:0)
Phospholipid Biosynthesis CL(15:0/19:1(9Z)/15:0/19:1(9Z))
Phospholipid Biosynthesis CL(10:0(3-OH)/12:0/10:0(3-OH)/12:0)
Phospholipid Biosynthesis CL(10:0(3-OH)/i-19:0/10:0(3-OH)/i-19:0)
Phospholipid Biosynthesis CL(12:0(3-OH)/10:0(3-OH)/12:0(3-OH)/10:0(3-OH))
Phospholipid Biosynthesis CL(12:0(3-OH)/14:0(3-OH)/12:0(3-OH)/14:0(3-OH))
Phospholipid Biosynthesis CL(12:0(3-OH)/17:0cycw7/12:0(3-OH)/17:0cycw7)
Phospholipid Biosynthesis CL(12:0(3-OH)/i-19:0/12:0(3-OH)/i-19:0)
Phospholipid Biosynthesis CL(12:0/12:0/12:0/12:0)
Phospholipid Biosynthesis CL(14:0(3-OH)/12:0(3-OH)/14:0(3-OH)/12:0(3-OH))
Phospholipid Biosynthesis CL(14:0(3-OH)/16:0/16:0/16:0)
Phospholipid Biosynthesis CL(14:0(3-OH)/17:0cycw7/14:0/14:0)
Phospholipid Biosynthesis CL(15:0/12:0(3-OH)/15:0/12:0(3-OH))
Phospholipid Biosynthesis CL(16:0/14:0(3-OH)/16:0/14:0(3-OH))
Phospholipid Biosynthesis CL(16:1(9Z)/14:0(3-OH)/16:1(9Z)/14:0(3-OH))
Phospholipid Biosynthesis CL(16:1(9Z)/19:0/16:1(9Z)/19:0)
Phospholipid Biosynthesis CL(17:0cycw7/10:0(3-OH)/14:0/14:0)
Phospholipid Biosynthesis CL(17:0cycw7/12:0(3-OH)/17:0cycw7/12:0(3-OH))
Phospholipid Biosynthesis CL(18:0/10:0/10:0/10:0)
Phospholipid Biosynthesis CL(18:1(11Z)/17:0/14:0/14:0)
Phospholipid Biosynthesis CL(18:1(9Z)/12:0(3-OH)/18:1(9Z)/12:0(3-OH))
Phospholipid Biosynthesis CL(19:0/18:1(11Z)/14:0/14:0)
Phospholipid Biosynthesis CL(19:0cycw7/10:0(3-OH)/19:0cycw7/10:0(3-OH))
Phospholipid Biosynthesis CL(19:1(9Z)/16:1(9Z)/19:1(9Z)/16:1(9Z))
Phospholipid Biosynthesis CL(i-19:0/12:0(3-OH)/12:0/12:0)
Phospholipid Biosynthesis CL(i-19:0/17:0cycw7/19:0/19:0)
Phospholipid Biosynthesis CL(18:1(9Z)/16:0/16:0/14:0)
Phospholipid Biosynthesis CL(15:0cycw5/15:0cycw5/15:0cycw5/15:0cycw5)
Phospholipid Biosynthesis
phospholipid biosynthesis (CL(17:0cycw7c/18:1(9Z)/19:0cycv8c/17:0cycw7c))
phospholipid biosynthesis CL(14:0/16:0/14:0/16:0)
phospholipid biosynthesis CL(14:0/16:0/18:1(9Z)/14:0)
phospholipid biosynthesis CL(14:0/16:1(9Z)/14:0/19:0cycv8c)
phospholipid biosynthesis CL(14:0/18:1(9Z)/14:0/17:0cycw7c)
phospholipid biosynthesis CL(14:0/18:1(9Z)/19:0cycv8c/14:0)
phospholipid biosynthesis CL(15:0cyclo/14:0/14:0/17:0cycw7c)
phospholipid biosynthesis CL(15:0cyclo/14:0/18:1(9Z)/18:1(9Z))
phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/14:0/18:1(9Z))
phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/15:0cyclo/19:0cycv8c)
phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/16:0/18:1(9Z))
phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/16:1(9Z)/17:0cycw7c)
phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/17:0cycw7c/16:1(9Z))
phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/18:1(9Z)/14:0)
phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/18:1(9Z)/18:1(9Z))
phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/19:0cycv8c/16:0)
phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/19:0cycv8c/19:0cycv8c)
phospholipid biosynthesis CL(15:0cyclo/16:0/15:0cyclo/17:0cycw7c)
phospholipid biosynthesis CL(15:0cyclo/16:0/17:0cycw7c/15:0cyclo)
phospholipid biosynthesis CL(15:0cyclo/16:0/16:0/19:0cycv8c)
phospholipid biosynthesis CL(15:0cyclo/16:0/17:0cycw7c/16:0)
phospholipid biosynthesis CL(15:0cyclo/16:0/18:1(9Z)/18:1(9Z))
phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/14:0/15:0cyclo)
phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/15:0cyclo/17:0cycw7c)
phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/16:0/16:1(9Z))
phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/16:1(9Z)/16:1(9Z))
phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/17:0cycw7c/15:0cyclo)
phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/18:1(9Z)/16:1(9Z))
phospholipid biosynthesis CL(15:0cyclo/16:1(9Z)/19:0cycv8c/19:0cycv8c)
phospholipid biosynthesis CL(15:0cyclo/17:0cycw7c/16:0/16:0)
phospholipid biosynthesis CL(15:0cyclo/17:0cycw7c/17:0cycw7c/14:0)
phospholipid biosynthesis CL(15:0cyclo/17:0cycw7c/17:0cycw7c/17:0cycw7c)
phospholipid biosynthesis CL(15:0cyclo/17:0cycw7c/18:1(9Z)/18:1(9Z))
phospholipid biosynthesis CL(15:0cyclo/18:1(9Z)/15:0cyclo/14:0)
phospholipid biosynthesis CL(15:0cyclo/18:1(9Z)/16:0/16:0)
phospholipid biosynthesis CL(15:0cyclo/18:1(9Z)/17:0cycw7c/15:0cyclo)
phospholipid biosynthesis CL(15:0cyclo/18:1(9Z)/18:1(9Z)/15:0cyclo)
phospholipid biosynthesis CL(15:0cyclo/18:1(9Z)/18:1(9Z)/18:1(9Z))
phospholipid biosynthesis CL(15:0cyclo/18:1(9Z)/19:0cycv8c/19:0cycv8c)
phospholipid biosynthesis (CL(18:1(9Z)/18:1(9Z)/19:0cycv8c/15:0cyclo))
phospholipid biosynthesis CL(15:0cyclo/19:0cycv8c/16:0/19:0cycv8c)
phospholipid biosynthesis (CL(18:1(9Z)/18:1(9Z)/19:0cycv8c/16:0))
phospholipid biosynthesis CL(15:0cyclo/19:0cycv8c/19:0cycv8c/14:0)
phospholipid biosynthesis CL(15:0cyclo/19:0cycv8c/19:0cycv8c/18:1(9Z))
phospholipid biosynthesis CL(16:0/14:0/14:0/16:1(9Z))
phospholipid biosynthesis (CL(18:1(9Z)/18:1(9Z)/19:0cycv8c/17:0cycw7c))
phospholipid biosynthesis CL(16:0/14:0/16:1(9Z)/16:1(9Z))
phospholipid biosynthesis CL(16:0/14:0/19:0cycv8c/14:0)
phospholipid biosynthesis CL(16:0/15:0cyclo/15:0cyclo/16:1(9Z))
phospholipid biosynthesis CL(16:0/15:0cyclo/16:0/16:0)
phospholipid biosynthesis CL(16:0/15:0cyclo/16:0/19:0cycv8c)
phospholipid biosynthesis (CL(18:1(9Z)/19:0cycv8c/14:0/19:0cycv8c))
phospholipid biosynthesis CL(16:0/15:0cyclo/17:0cycw7c/17:0cycw7c)
phospholipid biosynthesis CL(16:0/15:0cyclo/18:1(9Z)/16:0)
phospholipid biosynthesis CL(16:0/15:0cyclo/19:0cycv8c/16:0)
phospholipid biosynthesis CL(16:0/16:0/14:0/14:0)
phospholipid biosynthesis CL(16:0/16:0/14:0/17:0cycw7c)
phospholipid biosynthesis CL(16:0/16:0/16:0/18:1(9Z))
phospholipid biosynthesis (CL(19:0cycv8c/14:0/17:0cycw7c/14:0))
phospholipid biosynthesis CL(16:0/16:0/18:1(9Z)/14:0)
phospholipid biosynthesis CL(16:0/16:0/17:0cycw7c/14:0)
phospholipid biosynthesis CL(16:0/16:0/17:0cycw7c/17:0cycw7c)
phospholipid biosynthesis CL(16:0/16:0/17:0cycw7c/19:0cycv8c)
phospholipid biosynthesis CL(16:0/16:0/18:1(9Z)/17:0cycw7c)
phospholipid biosynthesis CL(16:0/16:0/19:0cycv8c/15:0cyclo)
phospholipid biosynthesis CL(16:0/16:0/19:0cycv8c/18:1(9Z))
phospholipid biosynthesis CL(16:0/16:1(9Z)/14:0/16:0)
phospholipid biosynthesis (CL(19:0cycv8c/15:0cyclo/15:0cyclo/17:0cycw7c))
phospholipid biosynthesis (CL(19:0cycv8c/15:0cyclo/17:0cycw7c/17:0cycw7c))
phospholipid biosynthesis CL(16:0/16:1(9Z)/16:0/19:0cycv8c)
phospholipid biosynthesis (CL(19:0cycv8c/15:0cyclo/19:0cycv8c/15:0cyclo))
phospholipid biosynthesisCL(16:0/16:1(9Z)/16:1(9Z)/19:0cycv8c)
phospholipid biosynthesis (CL(19:0cycv8c/15:0cyclo/19:0cycv8c/18:1(9Z)))
phospholipid biosynthesis (CL(19:0cycv8c/16:0/14:0/19:0cycv8c))
phospholipid biosynthesis (CL(19:0cycv8c/16:0/16:1(9Z)/19:0cycv8c))
phospholipid biosynthesis CL(16:0/16:1(9Z)/18:1(9Z)/18:1(9Z))
phospholipid biosynthesis (CL(19:0cycv8c/16:0/18:1(9Z)/19:0cycv8c))
phospholipid biosynthesis CL(16:0/17:0cycw7c/14:0/16:0)
phospholipid biosynthesis CL(16:0/17:0cycw7c/16:0/14:0)
phospholipid biosynthesis CL(16:0/17:0cycw7c/17:0cycw7c/14:0)
phospholipid biosynthesis CL(16:0/17:0cycw7c/18:1(9Z)/17:0cycw7c)
phospholipid biosynthesis CL(16:0/17:0cycw7c/19:0cycv8c/19:0cycv8c)
phospholipid biosynthesis CL(16:0/18:1(9Z)/16:0/14:0)
phospholipid biosynthesis CL(16:0/18:1(9Z)/16:1(9Z)/16:1(9Z))
phospholipid biosynthesis CL(16:0/18:1(9Z)/17:0cycw7c/18:1(9Z))
phospholipid biosynthesis CL(16:0/18:1(9Z)/18:1(9Z)/17:0cycw7c)
phospholipid biosynthesis (CL(19:0cycv8c/16:1(9Z)/14:0/14:0))
phospholipid biosynthesis CL(16:0/18:1(9Z)/18:1(9Z)/19:0cycv8c)
phospholipid biosynthesis CL(16:0/19:0cycv8c/14:0/14:0)
phospholipid biosynthesis (CL(19:0cycv8c/16:1(9Z)/17:0cycw7c/19:0cycv8c))
phospholipid biosynthesis CL(16:0/19:0cycv8c/14:0/19:0cycv8c)
phospholipid biosynthesis (CL(19:0cycv8c/16:1(9Z)/19:0cycv8c/16:1(9Z)))
phospholipid biosynthesis CL(16:0/19:0cycv8c/16:1(9Z)/19:0cycv8c)
phospholipid biosynthesis CL(16:0/19:0cycv8c/18:1(9Z)/18:1(9Z))
phospholipid biosynthesis (CL(19:0cycv8c/17:0cycw7c/17:0cycw7c/19:0cycv8c))
phospholipid biosynthesis CL(16:0/19:0cycv8c/19:0cycv8c/14:0)
phospholipid biosynthesis (CL(19:0cycv8c/18:1(9Z)/14:0/14:0))
phospholipid biosynthesis CL(16:1(9Z)/14:0/14:0/19:0cycv8c)
phospholipid biosynthesis (CL(19:0cycv8c/18:1(9Z)/17:0cycw7c/17:0cycw7c))
phospholipid biosynthesis (CL(19:0cycv8c/18:1(9Z)/18:1(9Z)/17:0cycw7c))
phospholipid biosynthesis CL(16:1(9Z)/14:0/19:0cycv8c/19:0cycv8c)
phospholipid biosynthesis (CL(19:0cycv8c/19:0cycv8c/14:0/16:0))
phospholipid biosynthesis CL(16:1(9Z)/15:0cyclo/15:0cyclo/17:0cycw7c)
phospholipid biosynthesis (CL(19:0cycv8c/19:0cycv8c/17:0cycw7c/14:0))
phospholipid biosynthesis (CL(19:0cycv8c/19:0cycv8c/19:0cycv8c/14:0))
phospholipid biosynthesis CL(16:1(9Z)/15:0cyclo/16:1(9Z)/16:0)
phospholipid biosynthesis CL(16:1(9Z)/15:0cyclo/16:1(9Z)/19:0cycv8c)
phospholipid biosynthesis CL(16:1(9Z)/15:0cyclo/18:1(9Z)/15:0cyclo)
phospholipid biosynthesis (CL(17:0cycw7c/18:1(9Z)/17:0cycw7c/14:0))
phospholipid biosynthesis CL(16:1(9Z)/15:0cyclo/19:0cycv8c/16:1(9Z))
phospholipid biosynthesis CL(16:1(9Z)/16:0/14:0/16:1(9Z))
phospholipid biosynthesis CL(16:1(9Z)/16:0/16:0/14:0)
phospholipid biosynthesis CL(16:1(9Z)/16:0/16:1(9Z)/14:0)
phospholipid biosynthesis (CL(17:0cycw7c/19:0cycv8c/19:0cycv8c/14:0))
phospholipid biosynthesis CL(16:1(9Z)/16:0/16:1(9Z)/18:1(9Z))
phospholipid biosynthesis (CL(18:1(9Z)/14:0/14:0/14:0))
phospholipid biosynthesis CL(16:1(9Z)/16:0/17:0cycw7c/17:0cycw7c)
phospholipid biosynthesis CL(16:1(9Z)/16:0/18:1(9Z)/16:0)
phospholipid biosynthesis CL(16:1(9Z)/16:0/19:0cycv8c/16:0)
phospholipid biosynthesis CL(16:1(9Z)/16:0/19:0cycv8c/19:0cycv8c)
phospholipid biosynthesis CL(16:1(9Z)/16:1(9Z)/14:0/16:1(9Z))
phospholipid biosynthesis (CL(18:1(9Z)/15:0cyclo/15:0cyclo/19:0cycv8c))
phospholipid biosynthesis CL(16:1(9Z)/16:1(9Z)/14:0/18:1(9Z))
phospholipid biosynthesis CL(16:1(9Z)/16:1(9Z)/16:1(9Z)/18:1(9Z))
phospholipid biosynthesis (CL(18:1(9Z)/15:0cyclo/17:0cycw7c/18:1(9Z)))
phospholipid biosynthesis (CL(18:1(9Z)/15:0cyclo/18:1(9Z)/16:1(9Z)))
phospholipid biosynthesis CL(16:1(9Z)/16:1(9Z)/17:0cycw7c/16:0)
phospholipid biosynthesis (CL(18:1(9Z)/15:0cyclo/18:1(9Z)/19:0cycv8c))
phospholipid biosynthesis CL(16:1(9Z)/16:1(9Z)/18:1(9Z)/15:0cyclo)
phospholipid biosynthesis CL(16:1(9Z)/16:1(9Z)/18:1(9Z)/18:1(9Z))
phospholipid biosynthesis CL(16:1(9Z)/16:1(9Z)/19:0cycv8c/16:0)
phospholipid biosynthesis CL(16:1(9Z)/16:1(9Z)/19:0cycv8c/19:0cycv8c)
phospholipid biosynthesis CL(16:1(9Z)/17:0cycw7c/16:1(9Z)/17:0cycw7c)
phospholipid biosynthesis CL(16:1(9Z)/17:0cycw7c/17:0cycw7c/18:1(9Z))
phospholipid biosynthesis CL(16:1(9Z)/17:0cycw7c/19:0cycv8c/17:0cycw7c)
phospholipid biosynthesis CL(16:1(9Z)/18:1(9Z)/14:0/18:1(9Z))
phospholipid biosynthesis (CL(18:1(9Z)/15:0cyclo/19:0cycv8c/15:0cyclo))
phospholipid biosynthesis (CL(18:1(9Z)/16:0/14:0/16:0))
phospholipid biosynthesis (CL(18:1(9Z)/16:0/17:0cycw7c/17:0cycw7c))
phospholipid biosynthesis CL(16:1(9Z)/18:1(9Z)/16:1(9Z)/19:0cycv8c)
phospholipid biosynthesis CL(16:1(9Z)/18:1(9Z)/18:1(9Z)/14:0)
phospholipid biosynthesis (CL(18:1(9Z)/16:0/18:1(9Z)/19:0cycv8c))
phospholipid biosynthesis (CL(18:1(9Z)/16:1(9Z)/14:0/14:0))
phospholipid biosynthesis CL(16:1(9Z)/18:1(9Z)/18:1(9Z)/19:0cycv8c)
phospholipid biosynthesis (CL(18:1(9Z)/16:1(9Z)/16:1(9Z)/14:0))
phospholipid biosynthesis (CL(18:1(9Z)/16:1(9Z)/17:0cycw7c/16:1(9Z)))
phospholipid biosynthesis CL(16:1(9Z)/19:0cycv8c/14:0/19:0cycv8c)
phospholipid biosynthesis CL(16:1(9Z)/19:0cycv8c/16:1(9Z)/17:0cycw7c)
phospholipid biosynthesis (CL(18:1(9Z)/16:1(9Z)/19:0cycv8c/16:1(9Z)))
phospholipid biosynthesis (CL(18:1(9Z)/17:0cycw7c/14:0/14:0))
phospholipid biosynthesis CL(16:1(9Z)/19:0cycv8c/18:1(9Z)/19:0cycv8c)
phospholipid biosynthesis CL(16:1(9Z)/19:0cycv8c/19:0cycv8c/16:1(9Z))
phospholipid biosynthesis (CL(18:1(9Z)/17:0cycw7c/17:0cycw7c/19:0cycv8c))
phospholipid biosynthesis (CL(18:1(9Z)/18:1(9Z)/14:0/14:0))
phospholipid biosynthesis CL(17:0cycw7c/15:0cyclo/16:1(9Z)/17:0cycw7c)
phospholipid biosynthesis CL(17:0cycw7c/15:0cyclo/17:0cycw7c/16:1(9Z))
phospholipid biosynthesis CL(17:0cycw7c/15:0cyclo/18:1(9Z)/17:0cycw7c)
phospholipid biosynthesis (CL(18:1(9Z)/18:1(9Z)/14:0/16:0))
phospholipid biosynthesis (CL(18:1(9Z)/18:1(9Z)/14:0/19:0cycv8c))
phospholipid biosynthesis (CL(18:1(9Z)/18:1(9Z)/17:0cycw7c/16:1(9Z)))
phospholipid biosynthesis CL(17:0cycw7c/16:0/16:1(9Z)/17:0cycw7c)
phospholipid biosynthesis CL(17:0cycw7c/16:0/17:0cycw7c/16:0)
phospholipid biosynthesis (CL(18:1(9Z)/18:1(9Z)/17:0cycw7c/19:0cycv8c))
phospholipid biosynthesis CL(17:0cycw7c/16:0/17:0cycw7c/19:0cycv8c)
phospholipid biosynthesis CL(17:0cycw7c/16:1(9Z)/14:0/16:1(9Z))
phospholipid biosynthesis (CL(17:0cycw7c/16:1(9Z)/17:0cycw7c/17:0cycw7c))
phospholipid biosynthesis (CL(17:0cycw7c/16:1(9Z)/19:0cycv8c/17:0cycw7c))
phospholipid biosynthesis (CL(17:0cycw7c/17:0cycw7c/14:0/17:0cycw7c))
phospholipid biosynthesis (CL(17:0cycw7c/17:0cycw7c/17:0cycw7c/17:0cycw7c))
phospholipid biosynthesis (CL(15:0cyclo/15:0cyclo/18:1(9Z)/16:0))
phospholipid biosynthesis (CL(18:1(9Z)/14:0/19:0cycv8c/19:0cycv8c) 2)
phospholipid biosynthesis (CL(15:0cyclo/15:0cyclo/19:0cycv8c/19:0cycv8c))
phospholipid biosynthesis (CL(12:0(3-OH)/12:0/12:0/12:0))
phospholipid biosynthesis (CL(12:0/12:0(3-OH)/12:0/12:0))
phospholipid biosynthesis (CL(14:0(3-OH)/14:0/14:0/14:0))
phospholipid biosynthesis (CL(16:1(9Z)/12:0/12:0/12:0))
phospholipid biosynthesis (CL(16:1(9Z)/19:0/14:0/14:0))
phospholipid biosynthesis (CL(17:0/16:1(9Z)/16:0/16:0))
phospholipid biosynthesis (CL(17:0cycw7c/10:0/14:0/14:0))
phospholipid biosynthesis (CL(17:0cycw7c/12:0/12:0/12:0))
phospholipid biosynthesis (CL(18:1(11Z)/10:0/10:0/10:0))
phospholipid biosynthesis (CL(19:0/16:1(9Z)/16:0/16:0))
phospholipid biosynthesis (CL(19:0/18:1(11Z)/19:0/19:0))
phospholipid biosynthesis (CL(19:iso/14:0/14:0/14:0))
phospholipid biosynthesis (CL(18:1(9Z)/16:0/16:1(9Z)/18:1(9Z)))
Glycerophospholipid Metabolism
ester phospholipid biosynthesis
Choline Biosynthesis II
Glycine Betaine Biosynthesis II
Phosphatidylcholine Biosynthesis PC(14:0/14:1(9Z))
Phosphatidylcholine Biosynthesis PC(14:0/18:0)
Phosphatidylcholine Biosynthesis PC(14:0/18:3(6Z,9Z,12Z))
Phosphatidylcholine Biosynthesis PC(14:0/20:1(11Z))
Phosphatidylcholine Biosynthesis PC(14:0/20:4(5Z,8Z,11Z,14Z))
Phosphatidylcholine Biosynthesis PC(14:0/22:1(13Z))
