category,cids,core,ecs,externalid,extid,geneids,name,pathwayid,protacxns,pwacc,pwtype,source,srcid,taxid,taxname,url
Drug Action,280|449|647|962|977|985|1061|1195|5886|5957|5997|6022|6816|65728|92746|101770|129846|246983|439214|439218|439400|439418|439423|439577|440558|440560|440670|443212|444493|445713|445995|446157|644102|5280795|11975273|18971002|22212495|22833512|23724604|50990081|53477723|53477900|53477909,1,1.1.1.170|1.1.1.210|1.1.1.270|1.1.1.34|1.1.1.62|1.14.14.154|1.14.14.17|1.14.18.9|1.14.19.20|1.3.1.70|1.3.1.72|2.3.1.26|2.3.1.9|2.5.1.-|2.5.1.1|2.5.1.10|2.5.1.21|2.5.1.29|2.7.1.36|2.7.4.2|3.1.1.13|3.3.2.11|4.1.1.33|5.3.3.2|5.3.3.5|5.4.99.7,SMP0000092,SMP0000092,39|1595|1718|2222|2224|3156|3422|3988|4047|4597|4598|6307|6309|6646|6713|7108|9453|10654|10682|50814|51478,Rosuvastatin Action Pathway,1184652,O75845|O76062|O95749|P04035|P14324|P35610|P37268|P38571|P48449|P53602|P56937|Q03426|Q13907|Q14534|Q15125|Q15126|Q15392|Q15738|Q15800|Q16850|Q9BWD1,PathBank:SMP0000092,organism_specific,PathBank,10,9606,Homo sapiens (human),http://pathbank.org/view/SMP0000092
