action,cid,citations,cmpdname,dsn,evids,evurls,geneid,genename,pclids,pmcids,pmids,protacxn,protname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,taxid,taxname
,47936,"Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB: Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16.",Forskolin,Toxin and Toxin Target Database (T3DB),PMID:23611293,https://www.ncbi.nlm.nih.gov/pubmed/23611293,2099,ESR1,5929097,PMC3685188,23611293,P03372,Estrogen receptor,T3D4827,Forskolin,http://www.t3db.ca/toxins/T3D4827,BE0000123,Estrogen receptor,http://www.t3db.ca/biodb/bio_entities/BE0000123,9606,Homo sapiens (human)
,47936,,Forskolin,Drug Gene Interaction database (DGIdb),,,2740,GLP1R,,,,,,,COLFORSIN,https://www.dgidb.org/drugs/ncit:C166496,,GLP1R,https://www.dgidb.org/genes/hgnc:4324,9606,Homo sapiens (human)
,47936,"Berman HM, Westbrook J, Feng Z, Gilliland G, Bhat TN, Weissig H, Shindyalov IN, Bourne PE. The Protein Data Bank. Nucleic Acids Res. 2000 Jan 01;28(1):235–42. PMID: 10592235; PMCID: PMC102472.",Forskolin,Toxin and Toxin Target Database (T3DB),PMID:10592235,https://www.ncbi.nlm.nih.gov/pubmed/10592235,2778,GNAS,12499145,PMC102472,10592235,P63092,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,T3D4827,Forskolin,http://www.t3db.ca/toxins/T3D4827,BE0003731,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,http://www.t3db.ca/biodb/bio_entities/BE0003731,9606,Homo sapiens (human)
,47936,"Berman HM, Westbrook J, Feng Z, Gilliland G, Bhat TN, Weissig H, Shindyalov IN, Bourne PE. The Protein Data Bank. Nucleic Acids Res. 2000 Jan 01;28(1):235–42. PMID: 10592235; PMCID: PMC102472.",Forskolin,DrugBank,PMID:10592235,https://www.ncbi.nlm.nih.gov/pubmed/10592235,2778,GNAS,12499145,PMC102472,10592235,P63092,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0003731,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,https://www.drugbank.ca/bio_entities/BE0003731,9606,Homo sapiens (human)
,47936,"Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB: Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16.",Forskolin,Toxin and Toxin Target Database (T3DB),PMID:23611293,https://www.ncbi.nlm.nih.gov/pubmed/23611293,3172,HNF4A,5929097,PMC3685188,23611293,P41235,Hepatocyte nuclear factor 4-alpha,T3D4827,Forskolin,http://www.t3db.ca/toxins/T3D4827,BE0004019,Hepatocyte nuclear factor 4-alpha,http://www.t3db.ca/biodb/bio_entities/BE0004019,9606,Homo sapiens (human)
Activator,47936,"Hamada Y, Nakaya Y, Hamada S, Kamada M, Aono T. Activation of K+ channels by ritodrine hydrochloride in uterine smooth muscle cells from pregnant women. European Journal of Pharmacology: Molecular Pharmacology. 1994 Dec;288(1):45–51. doi: 10.1016/0922-4106(94)90008-6.",Forskolin,DrugBank,PMID:7705467,https://www.ncbi.nlm.nih.gov/pubmed/7705467,3778,KCNMA1,5639247,,7705467,Q12791,Calcium-activated potassium channel subunit alpha-1,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0004906,Calcium-activated potassium channel subunit alpha-1,https://www.drugbank.ca/bio_entities/BE0004906,9606,Homo sapiens (human)
Activator,47936,"Hamada Y, Nakaya Y, Hamada S, Kamada M, Aono T. Activation of K+ channels by ritodrine hydrochloride in uterine smooth muscle cells from pregnant women. European Journal of Pharmacology: Molecular Pharmacology. 1994 Dec;288(1):45–51. doi: 10.1016/0922-4106(94)90008-6.",Forskolin,DrugBank,PMID:7705467,https://www.ncbi.nlm.nih.gov/pubmed/7705467,3779,KCNMB1,5639247,,7705467,Q16558,Calcium-activated potassium channel subunit beta-1,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0004906,Calcium-activated potassium channel subunit beta-1,https://www.drugbank.ca/bio_entities/BE0004906,9606,Homo sapiens (human)
Activator,47936,"Hamada Y, Nakaya Y, Hamada S, Kamada M, Aono T. Activation of K+ channels by ritodrine hydrochloride in uterine smooth muscle cells from pregnant women. European Journal of Pharmacology: Molecular Pharmacology. 1994 Dec;288(1):45–51. doi: 10.1016/0922-4106(94)90008-6.",Forskolin,DrugBank,PMID:7705467,https://www.ncbi.nlm.nih.gov/pubmed/7705467,3780,KCNN1,5639247,,7705467,Q92952,Small conductance calcium-activated potassium channel protein 1,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0004906,Small conductance calcium-activated potassium channel protein 1,https://www.drugbank.ca/bio_entities/BE0004906,9606,Homo sapiens (human)
Activator,47936,"Hamada Y, Nakaya Y, Hamada S, Kamada M, Aono T. Activation of K+ channels by ritodrine hydrochloride in uterine smooth muscle cells from pregnant women. European Journal of Pharmacology: Molecular Pharmacology. 1994 Dec;288(1):45–51. doi: 10.1016/0922-4106(94)90008-6.",Forskolin,DrugBank,PMID:7705467,https://www.ncbi.nlm.nih.gov/pubmed/7705467,3781,KCNN2,5639247,,7705467,Q9H2S1,Small conductance calcium-activated potassium channel protein 2,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0004906,Small conductance calcium-activated potassium channel protein 2,https://www.drugbank.ca/bio_entities/BE0004906,9606,Homo sapiens (human)
Activator,47936,"Hamada Y, Nakaya Y, Hamada S, Kamada M, Aono T. Activation of K+ channels by ritodrine hydrochloride in uterine smooth muscle cells from pregnant women. European Journal of Pharmacology: Molecular Pharmacology. 1994 Dec;288(1):45–51. doi: 10.1016/0922-4106(94)90008-6.",Forskolin,DrugBank,PMID:7705467,https://www.ncbi.nlm.nih.gov/pubmed/7705467,3782,KCNN3,5639247,,7705467,Q9UGI6,Small conductance calcium-activated potassium channel protein 3,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0004906,Small conductance calcium-activated potassium channel protein 3,https://www.drugbank.ca/bio_entities/BE0004906,9606,Homo sapiens (human)
Activator,47936,"Hamada Y, Nakaya Y, Hamada S, Kamada M, Aono T. Activation of K+ channels by ritodrine hydrochloride in uterine smooth muscle cells from pregnant women. European Journal of Pharmacology: Molecular Pharmacology. 1994 Dec;288(1):45–51. doi: 10.1016/0922-4106(94)90008-6.",Forskolin,DrugBank,PMID:7705467,https://www.ncbi.nlm.nih.gov/pubmed/7705467,3783,KCNN4,5639247,,7705467,O15554,Intermediate conductance calcium-activated potassium channel protein 4,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0004906,Intermediate conductance calcium-activated potassium channel protein 4,https://www.drugbank.ca/bio_entities/BE0004906,9606,Homo sapiens (human)
Activator,47936,"Heerdt BG, Houston MA, Rediske JJ, Augenlicht LH. Steady-state levels of mitochondrial messenger RNA species characterize a predominant pathway culminating in apoptosis and shedding of HT29 human colonic carcinoma cells. Cell Growth Differ. 1996 Jan;7(1):101–06. PMID: 8788038.",Forskolin,DrugBank,PMID:8788038,https://www.ncbi.nlm.nih.gov/pubmed/8788038,4583,MUC2,33392324,,8788038,Q02817,Mucin-2,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0001034,Mucin-2,https://www.drugbank.ca/bio_entities/BE0001034,9606,Homo sapiens (human)
Inhibitor,47936,"Nonaka T, Matsumoto H, Shimada W, Miyagi I, Okada K, Fukao H, Ueshima S, Kikuchi H, Tanaka S, Matsuo O. Effect of cyclic AMP on urokinase-type plasminogen activator receptor and fibrinolytic factors in a human osteoblast-like cell line. Biochimica et Biophysica Acta (BBA) - Molecular Cell Research. 1995 Apr;1266(1):50–6. doi: 10.1016/0167-4889(94)00220-9.",Forskolin,DrugBank,PMID:7718621,https://www.ncbi.nlm.nih.gov/pubmed/7718621,5054,SERPINE1,19192704,,7718621,P05121,Plasminogen activator inhibitor 1,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0000240,Plasminogen activator inhibitor 1,https://www.drugbank.ca/bio_entities/BE0000240,9606,Homo sapiens (human)
Inhibitor,47936,"Wang E, Casciano CN, Clement RP, Johnson WW. Active Transport of Fluorescent P-Glycoprotein Substrates: Evaluation as Markers and Interaction with Inhibitors. Biochemical and Biophysical Research Communications. 2001 Nov;289(2):580–5. doi: 10.1006/bbrc.2001.6000.",Forskolin,DrugBank,PMID:11716514,https://www.ncbi.nlm.nih.gov/pubmed/11716514,5243,ABCB1,32764784,,11716514,P08183,ATP-dependent translocase ABCB1,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0001032,ATP-dependent translocase ABCB1,https://www.drugbank.ca/bio_entities/BE0001032,9606,Homo sapiens (human)
,47936,"Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB: Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16.",Forskolin,Toxin and Toxin Target Database (T3DB),PMID:23611293,https://www.ncbi.nlm.nih.gov/pubmed/23611293,5467,PPARD,5929097,PMC3685188,23611293,Q03181,Peroxisome proliferator-activated receptor delta,T3D4827,Forskolin,http://www.t3db.ca/toxins/T3D4827,BE0001007,Peroxisome proliferator-activated receptor delta,http://www.t3db.ca/biodb/bio_entities/BE0001007,9606,Homo sapiens (human)
,47936,"Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB: Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16.",Forskolin,Toxin and Toxin Target Database (T3DB),PMID:23611293,https://www.ncbi.nlm.nih.gov/pubmed/23611293,5468,PPARG,5929097,PMC3685188,23611293,P37231,Peroxisome proliferator-activated receptor gamma,T3D4827,Forskolin,http://www.t3db.ca/toxins/T3D4827,BE0000215,Peroxisome proliferator-activated receptor gamma,http://www.t3db.ca/biodb/bio_entities/BE0000215,9606,Homo sapiens (human)
Activator,47936,"Monaghan TK, MacKenzie CJ, Plevin R, Lutz EM. PACAP-38 induces neuronal differentiation of human SH-SY5Y neuroblastoma cells via cAMP-mediated activation of ERK and p38 MAP kinases<sup>1</sup>. Journal of Neurochemistry. 2007 Oct 08;104(1):74–88. doi: 10.1111/j.1471-4159.2007.05018.x.",Forskolin,DrugBank,PMID:17995938,https://www.ncbi.nlm.nih.gov/pubmed/17995938,5594,MAPK1,29522390,PMC2230095,17995938,P28482,Mitogen-activated protein kinase 1,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0009668,Mitogen-activated protein kinase 1,https://www.drugbank.ca/bio_entities/BE0009668,9606,Homo sapiens (human)
Activator,47936,"Monaghan TK, MacKenzie CJ, Plevin R, Lutz EM. PACAP-38 induces neuronal differentiation of human SH-SY5Y neuroblastoma cells via cAMP-mediated activation of ERK and p38 MAP kinases<sup>1</sup>. Journal of Neurochemistry. 2007 Oct 08;104(1):74–88. doi: 10.1111/j.1471-4159.2007.05018.x.",Forskolin,DrugBank,PMID:17995938,https://www.ncbi.nlm.nih.gov/pubmed/17995938,5595,MAPK3,29522390,PMC2230095,17995938,P27361,Mitogen-activated protein kinase 3,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0009668,Mitogen-activated protein kinase 3,https://www.drugbank.ca/bio_entities/BE0009668,9606,Homo sapiens (human)
Activator,47936,"Monaghan TK, MacKenzie CJ, Plevin R, Lutz EM. PACAP-38 induces neuronal differentiation of human SH-SY5Y neuroblastoma cells via cAMP-mediated activation of ERK and p38 MAP kinases<sup>1</sup>. Journal of Neurochemistry. 2007 Oct 08;104(1):74–88. doi: 10.1111/j.1471-4159.2007.05018.x.",Forskolin,DrugBank,PMID:17995938,https://www.ncbi.nlm.nih.gov/pubmed/17995938,5596,MAPK4,29522390,PMC2230095,17995938,P31152,Mitogen-activated protein kinase 4,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0009668,Mitogen-activated protein kinase 4,https://www.drugbank.ca/bio_entities/BE0009668,9606,Homo sapiens (human)
Activator,47936,"Monaghan TK, MacKenzie CJ, Plevin R, Lutz EM. PACAP-38 induces neuronal differentiation of human SH-SY5Y neuroblastoma cells via cAMP-mediated activation of ERK and p38 MAP kinases<sup>1</sup>. Journal of Neurochemistry. 2007 Oct 08;104(1):74–88. doi: 10.1111/j.1471-4159.2007.05018.x.",Forskolin,DrugBank,PMID:17995938,https://www.ncbi.nlm.nih.gov/pubmed/17995938,5597,MAPK6,29522390,PMC2230095,17995938,Q16659,Mitogen-activated protein kinase 6,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0009668,Mitogen-activated protein kinase 6,https://www.drugbank.ca/bio_entities/BE0009668,9606,Homo sapiens (human)
Activator,47936,"Monaghan TK, MacKenzie CJ, Plevin R, Lutz EM. PACAP-38 induces neuronal differentiation of human SH-SY5Y neuroblastoma cells via cAMP-mediated activation of ERK and p38 MAP kinases<sup>1</sup>. Journal of Neurochemistry. 2007 Oct 08;104(1):74–88. doi: 10.1111/j.1471-4159.2007.05018.x.",Forskolin,DrugBank,PMID:17995938,https://www.ncbi.nlm.nih.gov/pubmed/17995938,5598,MAPK7,29522390,PMC2230095,17995938,Q13164,Mitogen-activated protein kinase 7,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0009668,Mitogen-activated protein kinase 7,https://www.drugbank.ca/bio_entities/BE0009668,9606,Homo sapiens (human)
,47936,"Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB: Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16.",Forskolin,Toxin and Toxin Target Database (T3DB),PMID:23611293,https://www.ncbi.nlm.nih.gov/pubmed/23611293,6096,RORB,5929097,PMC3685188,23611293,Q92753,Nuclear receptor ROR-beta,T3D4827,Forskolin,http://www.t3db.ca/toxins/T3D4827,BE0003554,Nuclear receptor ROR-beta,http://www.t3db.ca/biodb/bio_entities/BE0003554,9606,Homo sapiens (human)
,47936,"Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB: Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16.",Forskolin,Toxin and Toxin Target Database (T3DB),PMID:23611293,https://www.ncbi.nlm.nih.gov/pubmed/23611293,6257,RXRB,5929097,PMC3685188,23611293,P28702,Retinoic acid receptor RXR-beta,T3D4827,Forskolin,http://www.t3db.ca/toxins/T3D4827,BE0000078,Retinoic acid receptor RXR-beta,http://www.t3db.ca/biodb/bio_entities/BE0000078,9606,Homo sapiens (human)
,47936,"Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB: Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16.",Forskolin,Toxin and Toxin Target Database (T3DB),PMID:23611293,https://www.ncbi.nlm.nih.gov/pubmed/23611293,7376,NR1H2,5929097,PMC3685188,23611293,P55055,Oxysterols receptor LXR-beta,T3D4827,Forskolin,http://www.t3db.ca/toxins/T3D4827,BE0001598,Oxysterols receptor LXR-beta,http://www.t3db.ca/biodb/bio_entities/BE0001598,9606,Homo sapiens (human)
,47936,"Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB: Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16.",Forskolin,Toxin and Toxin Target Database (T3DB),PMID:23611293,https://www.ncbi.nlm.nih.gov/pubmed/23611293,7421,VDR,5929097,PMC3685188,23611293,P11473,Vitamin D3 receptor,T3D4827,Forskolin,http://www.t3db.ca/toxins/T3D4827,BE0000779,Vitamin D3 receptor,http://www.t3db.ca/biodb/bio_entities/BE0000779,9606,Homo sapiens (human)
,47936,"Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB: Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16.",Forskolin,Toxin and Toxin Target Database (T3DB),PMID:23611293,https://www.ncbi.nlm.nih.gov/pubmed/23611293,8856,NR1I2,5929097,PMC3685188,23611293,O75469,Nuclear receptor subfamily 1 group I member 2,T3D4827,Forskolin,http://www.t3db.ca/toxins/T3D4827,BE0000956,Nuclear receptor subfamily 1 group I member 2,http://www.t3db.ca/biodb/bio_entities/BE0000956,9606,Homo sapiens (human)
,47936,,Forskolin,Drug Gene Interaction database (DGIdb),,,8856,NR1I2,,,,,,,COLFORSIN,https://www.dgidb.org/drugs/ncit:C166496,,NR1I2,https://www.dgidb.org/genes/hgnc:7968,9606,Homo sapiens (human)
,47936,"Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB: Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16.",Forskolin,Toxin and Toxin Target Database (T3DB),PMID:23611293,https://www.ncbi.nlm.nih.gov/pubmed/23611293,9971,NR1H4,5929097,PMC3685188,23611293,Q96RI1,Bile acid receptor,T3D4827,Forskolin,http://www.t3db.ca/toxins/T3D4827,BE0001777,Bile acid receptor,http://www.t3db.ca/biodb/bio_entities/BE0001777,9606,Homo sapiens (human)
Activator,47936,"Hamada Y, Nakaya Y, Hamada S, Kamada M, Aono T. Activation of K+ channels by ritodrine hydrochloride in uterine smooth muscle cells from pregnant women. European Journal of Pharmacology: Molecular Pharmacology. 1994 Dec;288(1):45–51. doi: 10.1016/0922-4106(94)90008-6.",Forskolin,DrugBank,PMID:7705467,https://www.ncbi.nlm.nih.gov/pubmed/7705467,10242,KCNMB2,5639247,,7705467,Q9Y691,Calcium-activated potassium channel subunit beta-2,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0004906,Calcium-activated potassium channel subunit beta-2,https://www.drugbank.ca/bio_entities/BE0004906,9606,Homo sapiens (human)
,47936,"Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB: Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16.",Forskolin,Toxin and Toxin Target Database (T3DB),PMID:23611293,https://www.ncbi.nlm.nih.gov/pubmed/23611293,10488,CREB3,5929097,PMC3685188,23611293,O43889,Cyclic AMP-responsive element-binding protein 3,T3D4827,Forskolin,http://www.t3db.ca/toxins/T3D4827,BE0005443,Cyclic AMP-responsive element-binding protein 3,http://www.t3db.ca/biodb/bio_entities/BE0005443,9606,Homo sapiens (human)
Activator,47936,"Hamada Y, Nakaya Y, Hamada S, Kamada M, Aono T. Activation of K+ channels by ritodrine hydrochloride in uterine smooth muscle cells from pregnant women. European Journal of Pharmacology: Molecular Pharmacology. 1994 Dec;288(1):45–51. doi: 10.1016/0922-4106(94)90008-6.",Forskolin,DrugBank,PMID:7705467,https://www.ncbi.nlm.nih.gov/pubmed/7705467,27094,KCNMB3,5639247,,7705467,Q9NPA1,Calcium-activated potassium channel subunit beta-3,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0004906,Calcium-activated potassium channel subunit beta-3,https://www.drugbank.ca/bio_entities/BE0004906,9606,Homo sapiens (human)
Activator,47936,"Hamada Y, Nakaya Y, Hamada S, Kamada M, Aono T. Activation of K+ channels by ritodrine hydrochloride in uterine smooth muscle cells from pregnant women. European Journal of Pharmacology: Molecular Pharmacology. 1994 Dec;288(1):45–51. doi: 10.1016/0922-4106(94)90008-6.",Forskolin,DrugBank,PMID:7705467,https://www.ncbi.nlm.nih.gov/pubmed/7705467,27345,KCNMB4,5639247,,7705467,Q86W47,Calcium-activated potassium channel subunit beta-4,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0004906,Calcium-activated potassium channel subunit beta-4,https://www.drugbank.ca/bio_entities/BE0004906,9606,Homo sapiens (human)
,47936,,Forskolin,Drug Gene Interaction database (DGIdb),,,51564,HDAC7,,,,,,,COLFORSIN,https://www.dgidb.org/drugs/ncit:C166496,,HDAC7,https://www.dgidb.org/genes/hgnc:14067,9606,Homo sapiens (human)
Activator,47936,"Al-Hazza A, Linley J, Aziz Q, Hunter M, Sandle G. Upregulation of basolateral small conductance potassium channels (KCNQ1/KCNE3) in ulcerative colitis. Biochemical and Biophysical Research Communications. 2016 Feb;470(2):473–8. doi: 10.1016/j.bbrc.2015.12.086.|Monaghan TK, MacKenzie CJ, Plevin R, Lutz EM. PACAP-38 induces neuronal differentiation of human SH-SY5Y neuroblastoma cells via cAMP-mediated activation of ERK and p38 MAP kinases<sup>1</sup>. Journal of Neurochemistry. 2007 Oct 08;104(1):74–88. doi: 10.1111/j.1471-4159.2007.05018.x.|Uckert S, Stief CG, Lietz B, Burmester M, Jonas U, Machtens SA: Possible role of bioactive peptides in the regulation of human detrusor smooth muscle - functional effects in vitro and immunohistochemical presence. World J Urol. 2002 Sep;20(4):244-9. doi: 10.1007/s00345-002-0287-y. Epub 2002 Jul 23.|Aiyar N, Disa J, Dang K, Pronin AN, Benovic JL, Nambi P. Involvement of G protein-coupled receptor kinase-6 in desensitization of CGRP receptors. Eur J Pharmacol. 2000 Sep 01;403(1-2):1–7. doi: 10.1016/s0014-2999(00)00419-2. PMID: 10969137.|Lando M, Abemayor E, Verity MA, Sidell N. Modulation of intracellular cyclic adenosine monophosphate levels and the differentiation response of human neuroblastoma cells. Cancer Res. 1990 Feb 01;50(3):722–7. PMID: 2153444.",Forskolin,DrugBank,PMID:26718405|PMID:12215855|PMID:2153444|PMID:17995938|PMID:10969137,https://www.ncbi.nlm.nih.gov/pubmed/26718405|https://www.ncbi.nlm.nih.gov/pubmed/12215855|https://www.ncbi.nlm.nih.gov/pubmed/2153444|https://www.ncbi.nlm.nih.gov/pubmed/17995938|https://www.ncbi.nlm.nih.gov/pubmed/10969137,55811,ADCY10,2082426|6412487|6688099|20620845|29522390,PMC2230095|PMC4748010,26718405|12215855|2153444|17995938|10969137,Q96PN6,Adenylate cyclase type 10,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0010179,Adenylate cyclase type 10,https://www.drugbank.ca/bio_entities/BE0010179,9606,Homo sapiens (human)
,47936,,Forskolin,Drug Gene Interaction database (DGIdb),,,59350,RXFP1,,,,,,,COLFORSIN,https://www.dgidb.org/drugs/ncit:C166496,,RXFP1,https://www.dgidb.org/genes/hgnc:19718,9606,Homo sapiens (human)
,47936,"Sipes NS, Martin MT, Kothiya P, Reif DM, Judson RS, Richard AM, Houck KA, Dix DJ, Kavlock RJ, Knudsen TB: Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays. Chem Res Toxicol. 2013 Jun 17;26(6):878-95. doi: 10.1021/tx400021f. Epub 2013 May 16.",Forskolin,Toxin and Toxin Target Database (T3DB),PMID:23611293,https://www.ncbi.nlm.nih.gov/pubmed/23611293,79915,ATAD5,5929097,PMC3685188,23611293,Q96QE3,ATPase family AAA domain-containing protein 5,T3D4827,Forskolin,http://www.t3db.ca/toxins/T3D4827,BE0005553,ATPase family AAA domain-containing protein 5,http://www.t3db.ca/biodb/bio_entities/BE0005553,9606,Homo sapiens (human)
,47936,,Forskolin,Drug Gene Interaction database (DGIdb),,,122042,RXFP2,,,,,,,COLFORSIN,https://www.dgidb.org/drugs/ncit:C166496,,RXFP2,https://www.dgidb.org/genes/hgnc:17318,9606,Homo sapiens (human)
Activator,47936,"Al-Hazza A, Linley J, Aziz Q, Hunter M, Sandle G. Upregulation of basolateral small conductance potassium channels (KCNQ1/KCNE3) in ulcerative colitis. Biochemical and Biophysical Research Communications. 2016 Feb;470(2):473–8. doi: 10.1016/j.bbrc.2015.12.086.|Monaghan TK, MacKenzie CJ, Plevin R, Lutz EM. PACAP-38 induces neuronal differentiation of human SH-SY5Y neuroblastoma cells via cAMP-mediated activation of ERK and p38 MAP kinases<sup>1</sup>. Journal of Neurochemistry. 2007 Oct 08;104(1):74–88. doi: 10.1111/j.1471-4159.2007.05018.x.|Uckert S, Stief CG, Lietz B, Burmester M, Jonas U, Machtens SA: Possible role of bioactive peptides in the regulation of human detrusor smooth muscle - functional effects in vitro and immunohistochemical presence. World J Urol. 2002 Sep;20(4):244-9. doi: 10.1007/s00345-002-0287-y. Epub 2002 Jul 23.|Aiyar N, Disa J, Dang K, Pronin AN, Benovic JL, Nambi P. Involvement of G protein-coupled receptor kinase-6 in desensitization of CGRP receptors. Eur J Pharmacol. 2000 Sep 01;403(1-2):1–7. doi: 10.1016/s0014-2999(00)00419-2. PMID: 10969137.|Lando M, Abemayor E, Verity MA, Sidell N. Modulation of intracellular cyclic adenosine monophosphate levels and the differentiation response of human neuroblastoma cells. Cancer Res. 1990 Feb 01;50(3):722–7. PMID: 2153444.",Forskolin,DrugBank,PMID:26718405|PMID:12215855|PMID:2153444|PMID:17995938|PMID:10969137,https://www.ncbi.nlm.nih.gov/pubmed/26718405|https://www.ncbi.nlm.nih.gov/pubmed/12215855|https://www.ncbi.nlm.nih.gov/pubmed/2153444|https://www.ncbi.nlm.nih.gov/pubmed/17995938|https://www.ncbi.nlm.nih.gov/pubmed/10969137,196883,ADCY4,2082426|6412487|6688099|20620845|29522390,PMC2230095|PMC4748010,26718405|12215855|2153444|17995938|10969137,Q8NFM4,Adenylate cyclase type 4,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0010179,Adenylate cyclase type 4,https://www.drugbank.ca/bio_entities/BE0010179,9606,Homo sapiens (human)
Activator,47936,"Monaghan TK, MacKenzie CJ, Plevin R, Lutz EM. PACAP-38 induces neuronal differentiation of human SH-SY5Y neuroblastoma cells via cAMP-mediated activation of ERK and p38 MAP kinases<sup>1</sup>. Journal of Neurochemistry. 2007 Oct 08;104(1):74–88. doi: 10.1111/j.1471-4159.2007.05018.x.",Forskolin,DrugBank,PMID:17995938,https://www.ncbi.nlm.nih.gov/pubmed/17995938,225689,MAPK15,29522390,PMC2230095,17995938,Q8TD08,Mitogen-activated protein kinase 15,DB02587,Colforsin,https://www.drugbank.ca/drugs/DB02587,BE0009668,Mitogen-activated protein kinase 15,https://www.drugbank.ca/bio_entities/BE0009668,9606,Homo sapiens (human)
