action,actname,actvalue,cid,citations,cmpdname,dois,dsn,evids,evurls,geneid,genename,pclids,pmcids,pmids,protacxn,protname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,taxid,taxname
Caffeine results in decreased expression of BGLAP mRNA,,,2519,"Xie X, Tan Y, Xiao H, Wen Y, Magdalou J, Chen L, Wang H. Subchondral bone dysplasia mediates susceptibility to osteoarthritis in female adult offspring rats induced by prenatal caffeine exposure. Toxicol Lett. 2020 Mar 15;321():122–30. doi: 10.1016/j.toxlet.2019.12.026. PMID: 31874197.|Wen Y, Shangguan Y, Pan Z, Hu H, Magdalou J, Chen L, Wang H. Activation of local bone RAS by maternal excessive glucocorticoid participated in the fetal programing of adult osteopenia induced by prenatal caffeine exposure. Toxicol Appl Pharmacol. 2019 Jan 15;363():1–10. doi: 10.1016/j.taap.2018.11.003. PMID: 30423288.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:30423288|PMID:31874197,https://www.ncbi.nlm.nih.gov/pubmed/30423288|https://www.ncbi.nlm.nih.gov/pubmed/31874197,632,BGLAP,16950921|27736830,,30423288|31874197,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,632,BGLAP,https://ctdbase.org/detail.go?type=gene&acc=632,10116,Rattus norvegicus (Norway rat)
Caffeine results in increased phosphorylation of CEACAM1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,634,CEACAM1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,634,CEACAM1,https://ctdbase.org/detail.go?type=gene&acc=634,9606,Homo sapiens (human)
[caffeine co-treated with coclaurine co-treated with aegeline co-treated with higenamine co-treated with yohimbine co-treated with hydrolyzable tannins] results in decreased expression of BHMT mRNA,,,2519,"Miousse IR, Skinner CM, Lin H, Ewing LE, Kosanke SD, Williams DK, Avula B, Khan IA, ElSohly MA, Gurley BJ, Koturbash I. Safety assessment of the dietary supplement OxyELITE™ Pro (New Formula) in inbred and outbred mouse strains. Food and Chemical Toxicology. 2017 Nov;109():194–209. doi: 10.1016/j.fct.2017.08.025.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:28843594,https://www.ncbi.nlm.nih.gov/pubmed/28843594,635,BHMT,8103652,PMC6756457,28843594,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,635,BHMT,https://ctdbase.org/detail.go?type=gene&acc=635,10090,Mus musculus (house mouse)
Caffeine inhibits the reaction [silybin results in increased cleavage of BID protein],,,2519,"Tyagi A, Singh RP, Agarwal C, Agarwal R. Silibinin activates p53-caspase 2 pathway and causes caspase-mediated cleavage of Cip1/p21 in apoptosis induction in bladder transitional-cell papilloma RT4 cells: evidence for a regulatory loop between p53 and caspase 2. Carcinogenesis. 2006 Nov;27(11):2269–80. doi: 10.1093/carcin/bgl098. PMID: 16777994.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:16777994,https://www.ncbi.nlm.nih.gov/pubmed/16777994,637,BID,9245942,,16777994,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,637,BID,https://ctdbase.org/detail.go?type=gene&acc=637,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of BLM protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,641,BLM,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,641,BLM,https://ctdbase.org/detail.go?type=gene&acc=641,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of BMPR1A protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,657,BMPR1A,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,657,BMPR1A,https://ctdbase.org/detail.go?type=gene&acc=657,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of POLR3D protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,661,POLR3D,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,661,POLR3D,https://ctdbase.org/detail.go?type=gene&acc=661,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of BNIP2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,663,BNIP2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,663,BNIP2,https://ctdbase.org/detail.go?type=gene&acc=663,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of BNIP3 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,664,BNIP3,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,664,BNIP3,https://ctdbase.org/detail.go?type=gene&acc=664,9606,Homo sapiens (human)
"Caffeine inhibits the reaction [1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine results in increased expression of BNIP3 mrna]|[caffeine co-treated with 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine] results in increased expression of BNIP3 mRNA",,,2519,"Singh K, Singh S, Singhal NK, Sharma A, Parmar D, Singh MP. Nicotine- and caffeine-mediated changes in gene expression patterns of MPTP-lesioned mouse striatum: Implications in neuroprotection mechanism. Chem Biol Interact. 2010 Apr 29;185(2):81–93. doi: 10.1016/j.cbi.2010.03.015. PMID: 20230807.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20230807,https://www.ncbi.nlm.nih.gov/pubmed/20230807,664,BNIP3,6562262,,20230807,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,664,BNIP3,https://ctdbase.org/detail.go?type=gene&acc=664,10090,Mus musculus (house mouse)
Caffeine affects the phosphorylation of BNIP3L protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,665,BNIP3L,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,665,BNIP3L,https://ctdbase.org/detail.go?type=gene&acc=665,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of DST protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,667,DST,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,667,DST,https://ctdbase.org/detail.go?type=gene&acc=667,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of BRCA1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,672,BRCA1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,672,BRCA1,https://ctdbase.org/detail.go?type=gene&acc=672,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of BRAF protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,673,BRAF,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,673,BRAF,https://ctdbase.org/detail.go?type=gene&acc=673,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of BRCA2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,675,BRCA2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,675,BRCA2,https://ctdbase.org/detail.go?type=gene&acc=675,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of ZFP36L1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,677,ZFP36L1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,677,ZFP36L1,https://ctdbase.org/detail.go?type=gene&acc=677,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of ZFP36L2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,678,ZFP36L2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,678,ZFP36L2,https://ctdbase.org/detail.go?type=gene&acc=678,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of BSG protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,682,BSG,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,682,BSG,https://ctdbase.org/detail.go?type=gene&acc=682,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of BTF3 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,689,BTF3,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,689,BTF3,https://ctdbase.org/detail.go?type=gene&acc=689,9606,Homo sapiens (human)
[nocodazole co-treated with caffeine] results in increased expression of BUB1 protein modified form,,,2519,"Hu L, Liu X, Chervona Y, Yang F, Tang MS, Darzynkiewicz Z, Dai W. Chromium induces chromosomal instability, which is partly due to deregulation of BubR1 and Emi1, two APC/C inhibitors. Cell Cycle. 2011 Jul 15;10(14):2373–9. PMID: 21670593; PMCID: PMC3230526.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:21670593,https://www.ncbi.nlm.nih.gov/pubmed/21670593,699,BUB1,32274996,PMC3230526,21670593,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,699,BUB1,https://ctdbase.org/detail.go?type=gene&acc=699,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of BUB1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,699,BUB1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,699,BUB1,https://ctdbase.org/detail.go?type=gene&acc=699,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of BUB1B protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,701,BUB1B,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,701,BUB1B,https://ctdbase.org/detail.go?type=gene&acc=701,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of C1QBP protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,708,C1QBP,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,708,C1QBP,https://ctdbase.org/detail.go?type=gene&acc=708,9606,Homo sapiens (human)
"[caffeine co-treated with 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine] results in increased expression of C1R mrna|caffeine inhibits the reaction [1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine results in increased expression of C1R mrna]",,,2519,"Singh K, Singh S, Singhal NK, Sharma A, Parmar D, Singh MP. Nicotine- and caffeine-mediated changes in gene expression patterns of MPTP-lesioned mouse striatum: Implications in neuroprotection mechanism. Chem Biol Interact. 2010 Apr 29;185(2):81–93. doi: 10.1016/j.cbi.2010.03.015. PMID: 20230807.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20230807,https://www.ncbi.nlm.nih.gov/pubmed/20230807,715,C1R,6562262,,20230807,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,715,C1R,https://ctdbase.org/detail.go?type=gene&acc=715,10090,Mus musculus (house mouse)
"Caffeine inhibits the reaction [1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine results in increased expression of C1S mrna]",,,2519,"Singh K, Singh S, Singhal NK, Sharma A, Parmar D, Singh MP. Nicotine- and caffeine-mediated changes in gene expression patterns of MPTP-lesioned mouse striatum: Implications in neuroprotection mechanism. Chem Biol Interact. 2010 Apr 29;185(2):81–93. doi: 10.1016/j.cbi.2010.03.015. PMID: 20230807.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20230807,https://www.ncbi.nlm.nih.gov/pubmed/20230807,716,C1S,6562262,,20230807,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,716,C1S,https://ctdbase.org/detail.go?type=gene&acc=716,10090,Mus musculus (house mouse)
Caffeine results in increased phosphorylation of MYRF protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,745,MYRF,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,745,MYRF,https://ctdbase.org/detail.go?type=gene&acc=745,9606,Homo sapiens (human)
Activator,,,2519,,Caffeine,,Drug Gene Interaction database (DGIdb),,,747,DAGLA,,,,,,,CAFFEINE,https://www.dgidb.org/drugs/rxcui:1886,,DAGLA,https://www.dgidb.org/genes/hgnc:1165,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of PTTG1IP protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,754,PTTG1IP,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,754,PTTG1IP,https://ctdbase.org/detail.go?type=gene&acc=754,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of CFAP410 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,755,CFAP410,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,755,CFAP410,https://ctdbase.org/detail.go?type=gene&acc=755,9606,Homo sapiens (human)
,IC50 (nM),5.5000e+7,2519,"Sethi KK, Sahoo SK, Pichikala JN, Suresh P. Carbonic anhydrase I and II inhibition with natural products: caffeine and piperine. Journal of Enzyme Inhibition and Medicinal Chemistry. 2011 May 25;27(1):97–100. doi: 10.3109/14756366.2011.578393.",Caffeine,10.3109/14756366.2011.578393,BindingDB,PMID:21612376|DOI:10.3109/14756366.2011.578393,https://www.ncbi.nlm.nih.gov/pubmed/21612376|https://doi.org/10.3109/14756366.2011.578393,759,CA1,9338847,,21612376,P00915,Carbonic anhydrase 1,10849,"1,3,7-trimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=10849,1192,Carbonic anhydrase 1,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=1192,9606,Homo sapiens (human)
,IC50 (nM),2.000e+6,2519,"Sethi KK, Sahoo SK, Pichikala JN, Suresh P. Carbonic anhydrase I and II inhibition with natural products: caffeine and piperine. Journal of Enzyme Inhibition and Medicinal Chemistry. 2011 May 25;27(1):97–100. doi: 10.3109/14756366.2011.578393.",Caffeine,10.3109/14756366.2011.578393,BindingDB,PMID:21612376|DOI:10.3109/14756366.2011.578393,https://www.ncbi.nlm.nih.gov/pubmed/21612376|https://doi.org/10.3109/14756366.2011.578393,760,CA2,9338847,,21612376,P00918,Carbonic anhydrase 2,10849,"1,3,7-trimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",https://www.bindingdb.org/rwd/bind/chemsearch/marvin/MolStructure.jsp?monomerid=10849,1193,Carbonic anhydrase 2,https://www.bindingdb.org/rwd/jsp/dbsearch/PrimarySearch_ki.jsp?tag=pol&polymerid=1193,9606,Homo sapiens (human)
,,,2519,,Caffeine,,Drug Gene Interaction database (DGIdb),,,779,CACNA1S,,,,,,,CAFFEINE,https://www.dgidb.org/drugs/rxcui:1886,,CACNA1S,https://www.dgidb.org/genes/hgnc:1397,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of DDR1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,780,DDR1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,780,DDR1,https://ctdbase.org/detail.go?type=gene&acc=780,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of CAD protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,790,CAD,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,790,CAD,https://ctdbase.org/detail.go?type=gene&acc=790,9606,Homo sapiens (human)
Caffeine results in increased expression of CAD protein,,,2519,"Miñana MD, Portolés M, Jordá A, Grisolía S. Lesch-Nyhan syndrome, caffeine model: increase of purine and pyrimidine enzymes in rat brain. J Neurochem. 1984 Dec;43(6):1556–60. doi: 10.1111/j.1471-4159.1984.tb06078.x. PMID: 6149265.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:6149265,https://www.ncbi.nlm.nih.gov/pubmed/6149265,790,CAD,7006179,,6149265,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,790,CAD,https://ctdbase.org/detail.go?type=gene&acc=790,10116,Rattus norvegicus (Norway rat)
