action,actname,actvalue,cid,citations,cmpdname,dois,dsn,evids,evurls,geneid,genename,pclids,pmcids,pmids,protacxn,protname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,taxid,taxname
Caffeine results in increased phosphorylation of ACTN1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,87,ACTN1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,87,ACTN1,https://ctdbase.org/detail.go?type=gene&acc=87,9606,Homo sapiens (human)
Caffeine results in increased expression of ADA protein,,,2519,"Miñana MD, Portolés M, Jordá A, Grisolía S. Lesch-Nyhan syndrome, caffeine model: increase of purine and pyrimidine enzymes in rat brain. J Neurochem. 1984 Dec;43(6):1556–60. doi: 10.1111/j.1471-4159.1984.tb06078.x. PMID: 6149265.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:6149265,https://www.ncbi.nlm.nih.gov/pubmed/6149265,100,ADA,7006179,,6149265,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,100,ADA,https://ctdbase.org/detail.go?type=gene&acc=100,10116,Rattus norvegicus (Norway rat)
Caffeine results in increased activity of ADA protein|[potassium bromate co-treated with caffeine] results in increased activity of ADA protein|naringin inhibits the reaction [[potassium bromate co-treated with caffeine] results in increased activity of ADA protein]|naringin inhibits the reaction [caffeine results in increased activity of ADA protein],,,2519,"Akintunde JK, Falomo IM, Akinbohun OM, Erinoso SO, Ugwor E, Folayan AD, Ateate AD. Naringin corrects renal failure related to Lesch-Nyhan disease in a rat model via NOS-cAMP-PKA and BDNF/TrkB pathways. J Biochem Mol Toxicol. 2024 Jan;38(1):e23558. doi: 10.1002/jbt.23558. PMID: 37865952.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:37865952,https://www.ncbi.nlm.nih.gov/pubmed/37865952,100,ADA,36104369,,37865952,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,100,ADA,https://ctdbase.org/detail.go?type=gene&acc=100,10116,Rattus norvegicus (Norway rat)
Caffeine affects the phosphorylation of ADAR protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,103,ADAR,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,103,ADAR,https://ctdbase.org/detail.go?type=gene&acc=103,9606,Homo sapiens (human)
Caffeine results in decreased expression of ADARB1 mRNA,,,2519,"Robinson JF, van Beelen VA, Verhoef A, Renkens MF, Luijten M, van Herwijnen MH, Westerman A, Pennings JL, Piersma AH. Embryotoxicant-specific transcriptomic responses in rat postimplantation whole-embryo culture. Toxicol Sci. 2010 Dec;118(2):675–85. doi: 10.1093/toxsci/kfq292. PMID: 20864626.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20864626,https://www.ncbi.nlm.nih.gov/pubmed/20864626,104,ADARB1,22780097,,20864626,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,104,ADARB1,https://ctdbase.org/detail.go?type=gene&acc=104,10116,Rattus norvegicus (Norway rat)
Caffeine results in decreased expression of ADCY5 mRNA,,,2519,"Lu M, He X, Jiao Z, Hu Z, Guo Z, Dai S, Wang H, Xu D. The upregulation of glutamate decarboxylase 67 against hippocampal excitability damage in male fetal rats by prenatal caffeine exposure. Environ Toxicol. 2022 Nov;37(11):2703–17. doi: 10.1002/tox.23630. PMID: 35917217.|Wu YM, Luo HW, Kou H, Wen YX, Shen L, Pei LG, Zhou J, Zhang YZ, Wang H. Prenatal caffeine exposure induced a lower level of fetal blood leptin mainly via placental mechanism. Toxicol Appl Pharmacol. 2015 Nov 15;289(1):109–16. doi: 10.1016/j.taap.2015.09.007. PMID: 26367767.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:26367767|PMID:35917217,https://www.ncbi.nlm.nih.gov/pubmed/26367767|https://www.ncbi.nlm.nih.gov/pubmed/35917217,111,ADCY5,33710577|34577390,,26367767|35917217,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,111,ADCY5,https://ctdbase.org/detail.go?type=gene&acc=111,10116,Rattus norvegicus (Norway rat)
"[caffeine co-treated with 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine] results in increased expression of ADCY7 mrna|caffeine inhibits the reaction [1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine results in decreased expression of ADCY7 mrna]",,,2519,"Singh K, Singh S, Singhal NK, Sharma A, Parmar D, Singh MP. Nicotine- and caffeine-mediated changes in gene expression patterns of MPTP-lesioned mouse striatum: Implications in neuroprotection mechanism. Chem Biol Interact. 2010 Apr 29;185(2):81–93. doi: 10.1016/j.cbi.2010.03.015. PMID: 20230807.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20230807,https://www.ncbi.nlm.nih.gov/pubmed/20230807,113,ADCY7,6562262,,20230807,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,113,ADCY7,https://ctdbase.org/detail.go?type=gene&acc=113,10090,Mus musculus (house mouse)
Caffeine affects the phosphorylation of ADCY9 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,115,ADCY9,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,115,ADCY9,https://ctdbase.org/detail.go?type=gene&acc=115,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of ADD1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,118,ADD1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,118,ADD1,https://ctdbase.org/detail.go?type=gene&acc=118,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of ADD3 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,120,ADD3,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,120,ADD3,https://ctdbase.org/detail.go?type=gene&acc=120,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of PLIN2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,123,PLIN2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,123,PLIN2,https://ctdbase.org/detail.go?type=gene&acc=123,9606,Homo sapiens (human)
"'Caffeine stimulates medullary, vagal, vasomotor, and respiratory centers, promoting bradycardia, vasoconstriction, and increased respiratory rate. this action was previously believed to be due primarily to increased intracellular cyclic 3′,5′-adenosine monophosphate (cyclic AMP) following inhibition of phosphodiesterase, the enzyme that degrades cyclic AMP. it is now thought that xanthines such as caffeine act as agonists at adenosine-receptors within the plasma membrane of virtually every cell. as adenosine acts as an autocoid, inhibiting the release of neurotransmitters from presynaptic sites but augmenting the actions of norepinephrine or angiotensin, antagonism of adenosine receptors promotes neurotransmitter release. this explains the stimulatory effects of caffeine. blockade of the adenosine A1 receptor in the heart leads to the accelerated, pronounced ''pounding'' of the heart upon caffeine intake.'",,,2519,"Drabczynska A, Yuzlenko O, Köse M, Paskaleva M, Schiedel AC, Karolak-Wojciechowska J, Handzlik J, Karcz T, Kuder K, Müller CE, Kiec-Kononowicz K. Synthesis and biological activity of tricyclic cycloalkylimidazo-, pyrimido- and diazepinopurinediones. European Journal of Medicinal Chemistry. 2011 Sep;46(9):3590–607. doi: 10.1016/j.ejmech.2011.05.023.|Ishiyama H, Nakajima H, Nakata H, Kobayashi J. Synthesis of hybrid analogues of caffeine and eudistomin D and its affinity for adenosine receptors. Bioorg Med Chem. 2009 Jul 01;17(13):4280–4. doi: 10.1016/j.bmc.2009.05.036. PMID: 19481943.|Ishiyama H, Ohshita K, Abe T, Nakata H, Kobayashi J. Synthesis of eudistomin D analogues and its effects on adenosine receptors. Bioorg Med Chem. 2008 Apr 01;16(7):3825–30. doi: 10.1016/j.bmc.2008.01.041. PMID: 18262425.|Wang SJ. Caffeine facilitation of glutamate release from rat cerebral cortex nerve terminals (synaptosomes) through activation protein kinase C pathway: an interaction with presynaptic adenosine A1 receptors. Synapse. 2007 Jun;61(6):401–11. doi: 10.1002/syn.20384. PMID: 17372967.|Rieg T, Schnermann J, Vallon V. Adenosine A1 receptors determine effects of caffeine on total fluid intake but not caffeine appetite. Eur J Pharmacol. 2007 Jan 26;555(2-3):174–7. doi: 10.1016/j.ejphar.2006.10.039. PMID: 17126319.|Listos J, Malec D, Fidecka S. Adenosine receptor antagonists intensify the benzodiazepine withdrawal signs in mice. Pharmacol Rep. 2006 Sep;58(5):643–51. PMID: 17085856.|Gaytan SP, Saadani-Makki F, Bodineau L, Frugière A, Larnicol N, Pásaro R. Effect of postnatal exposure to caffeine on the pattern of adenosine A1 receptor distribution in respiration-related nuclei of the rat brainstem. Auton Neurosci. 2006 Jun 30;126-127():339–46. doi: 10.1016/j.autneu.2006.03.009. PMID: 16702031.|Mustafa S, Venkatesh P, Pasha K, Mullangi R, Srinivas NR. Altered intravenous pharmacokinetics of topotecan in rats with acute renal failure (ARF) induced by uranyl nitrate: do adenosine A1 antagonists (selective/non-selective) normalize the altered topotecan kinetics in ARF? Xenobiotica. 2006 Dec;36(12):1239–58. doi: 10.1080/00498250600839385. PMID: 17162470.|Gilli P, Gilli G, Borea PA, Varani K, Scatturin A, Dalpiaz A. Binding thermodynamics as a tool to investigate the mechanisms of drug-receptor interactions: thermodynamics of cytoplasmic steroid/nuclear receptors in comparison with membrane receptors. J Med Chem. 2005 Mar 24;48(6):2026–35. doi: 10.1021/jm040842z. PMID: 15771445.|Ingkaninan K, IJzerman AP, Verpoorte R. Luteolin, a Compound with Adenosine A<sub>1</sub> Receptor-Binding Activity, and Chromone and Dihydronaphthalenone Constituents from <i>Senna</i> <i>s</i><i>iamea</i>. J. Nat. Prod. 2000 Feb 12;63(3):315–7. doi: 10.1021/np9904152.|Suzuki F, Shimada J, Mizumoto H, Karasawa A, Kubo K, Nonaka H, Ishii A, Kawakita T. Adenosine A1 antagonists. 2. Structure-activity relationships on diuretic activities and protective effects against acute renal failure. J Med Chem. 1992 Aug 07;35(16):3066–75. doi: 10.1021/jm00094a022. PMID: 1501234.|Shimada J, Suzuki F, Nonaka H, Ishii A, Ichikawa S. (E)-1,3-dialkyl-7-methyl-8-(3,4,5-trimethoxystyryl)xanthines: potent and selective adenosine A2 antagonists. J Med Chem. 1992 Jun 12;35(12):2342–5. doi: 10.1021/jm00090a027. PMID: 1613758.|Shimada J, Suzuki F, Nonaka H, Ishii A. 8-Polycycloalkyl-1,3-dipropylxanthines as potent and selective antagonists for A1-adenosine receptors. J Med Chem. 1992 Mar 06;35(5):924–30. doi: 10.1021/jm00083a018. PMID: 1548682.|Shimada J, Suzuki F, Nonaka H, Karasawa A, Mizumoto H, Ohno T, Kubo K, Ishii A. 8-(Dicyclopropylmethyl)-1,3-dipropylxanthine: a potent and selective adenosine A1 antagonist with renal protective and diuretic activities. J Med Chem. 1991 Jan;34(1):466–9. doi: 10.1021/jm00105a072. PMID: 1992150.",Caffeine,,Toxin and Toxin Target Database (T3DB),PMID:16702031|PMID:17372967|PMID:17126319|PMID:17162470|PMID:17085856|PMID:15771445|PMID:18262425|PMID:19481943|PMID:21664729|PMID:10757709|PMID:1501234|PMID:1548682|PMID:1613758|PMID:1992150,https://www.ncbi.nlm.nih.gov/pubmed/16702031|https://www.ncbi.nlm.nih.gov/pubmed/17372967|https://www.ncbi.nlm.nih.gov/pubmed/17126319|https://www.ncbi.nlm.nih.gov/pubmed/17162470|https://www.ncbi.nlm.nih.gov/pubmed/17085856|https://www.ncbi.nlm.nih.gov/pubmed/15771445|https://www.ncbi.nlm.nih.gov/pubmed/18262425|https://www.ncbi.nlm.nih.gov/pubmed/19481943|https://www.ncbi.nlm.nih.gov/pubmed/21664729|https://www.ncbi.nlm.nih.gov/pubmed/10757709|https://www.ncbi.nlm.nih.gov/pubmed/1501234|https://www.ncbi.nlm.nih.gov/pubmed/1548682|https://www.ncbi.nlm.nih.gov/pubmed/1613758|https://www.ncbi.nlm.nih.gov/pubmed/1992150,134,ADORA1,48290|5810958|6887307|9589261|12326622|13955649|19245482|19384841|20087708|22055179|22069129|23418952|32269496|33554672,,16702031|17372967|17126319|17162470|17085856|15771445|18262425|19481943|21664729|10757709|1501234|1548682|1613758|1992150,P30542,Adenosine receptor A1,T3D2712,Caffeine,http://www.t3db.ca/toxins/T3D2712,BE0000013,Adenosine receptor A1,http://www.t3db.ca/biodb/bio_entities/BE0000013,9606,Homo sapiens (human)
Antagonist,,,2519,"Liu T, Hwang L, Burley SK, Nitsche CI, Southan C, Walters WP, Gilson MK. BindingDB in 2024: a FAIR knowledgebase of protein-small molecule binding data. Nucleic Acids Res. 2025 Jan 06;53(D1):D1633–44. PMID: 39574417; PMCID: PMC11701568.|Zhou Y, Zhang Y, Zhao D, Yu X, Shen X, Zhou Y, Wang S, Qiu Y, Chen Y, Zhu F. TTD: Therapeutic Target Database describing target druggability information. Nucleic Acids Res. 2024 Jan 05;52(D1):D1465–77. PMID: 37713619; PMCID: PMC10767903.|Faudone G, Arifi S, Merk D: The Medicinal Chemistry of Caffeine. J Med Chem. 2021 Jun 10;64(11):7156-7178. doi: 10.1021/acs.jmedchem.1c00261. Epub 2021 May 21.|Kose M, Gollos S, Karcz T, Fiene A, Heisig F, Behrenswerth A, Kiec-Kononowicz K, Namasivayam V, Muller CE: Fluorescent-Labeled Selective Adenosine A(2B) Receptor Antagonist Enables Competition Binding Assay by Flow Cytometry. J Med Chem. 2018 May 24;61(10):4301-4316. doi: 10.1021/acs.jmedchem.7b01627. Epub 2018 May 15.|Wang SJ. Caffeine facilitation of glutamate release from rat cerebral cortex nerve terminals (synaptosomes) through activation protein kinase C pathway: an interaction with presynaptic adenosine A1 receptors. Synapse. 2007 Jun;61(6):401–11. doi: 10.1002/syn.20384. PMID: 17372967.|Rieg T, Schnermann J, Vallon V. Adenosine A1 receptors determine effects of caffeine on total fluid intake but not caffeine appetite. Eur J Pharmacol. 2007 Jan 26;555(2-3):174–7. doi: 10.1016/j.ejphar.2006.10.039. PMID: 17126319.|Listos J, Malec D, Fidecka S. Adenosine receptor antagonists intensify the benzodiazepine withdrawal signs in mice. Pharmacol Rep. 2006 Sep;58(5):643–51. PMID: 17085856.|Gaytan SP, Saadani-Makki F, Bodineau L, Frugière A, Larnicol N, Pásaro R. Effect of postnatal exposure to caffeine on the pattern of adenosine A1 receptor distribution in respiration-related nuclei of the rat brainstem. Auton Neurosci. 2006 Jun 30;126-127():339–46. doi: 10.1016/j.autneu.2006.03.009. PMID: 16702031.|Mustafa S, Venkatesh P, Pasha K, Mullangi R, Srinivas NR. Altered intravenous pharmacokinetics of topotecan in rats with acute renal failure (ARF) induced by uranyl nitrate: do adenosine A1 antagonists (selective/non-selective) normalize the altered topotecan kinetics in ARF? Xenobiotica. 2006 Dec;36(12):1239–58. doi: 10.1080/00498250600839385. PMID: 17162470.|Gilli P, Gilli G, Borea PA, Varani K, Scatturin A, Dalpiaz A. Binding thermodynamics as a tool to investigate the mechanisms of drug-receptor interactions: thermodynamics of cytoplasmic steroid/nuclear receptors in comparison with membrane receptors. J Med Chem. 2005 Mar 24;48(6):2026–35. doi: 10.1021/jm040842z. PMID: 15771445.",Caffeine,,DrugBank,PMID:16702031|PMID:39574417|PMID:17372967|PMID:29681156|PMID:34019396|PMID:17126319|PMID:37713619|PMID:15771445|PMID:17085856|PMID:17162470,https://www.ncbi.nlm.nih.gov/pubmed/16702031|https://www.ncbi.nlm.nih.gov/pubmed/39574417|https://www.ncbi.nlm.nih.gov/pubmed/17372967|https://www.ncbi.nlm.nih.gov/pubmed/29681156|https://www.ncbi.nlm.nih.gov/pubmed/34019396|https://www.ncbi.nlm.nih.gov/pubmed/17126319|https://www.ncbi.nlm.nih.gov/pubmed/37713619|https://www.ncbi.nlm.nih.gov/pubmed/15771445|https://www.ncbi.nlm.nih.gov/pubmed/17085856|https://www.ncbi.nlm.nih.gov/pubmed/17162470,134,ADORA1,4632183|5810958|13955649|19384841|22055179|22069129|23418952|31834975|36526393|38017294,PMC10767903|PMC11701568,16702031|39574417|17372967|29681156|34019396|17126319|37713619|15771445|17085856|17162470,P30542,Adenosine receptor A1,DB00201,Caffeine,https://www.drugbank.ca/drugs/DB00201,BE0000013,Adenosine receptor A1,https://www.drugbank.ca/bio_entities/BE0000013,9606,Homo sapiens (human)
Antagonist,pKi,4.35 - 4.97,2519,"Abo-Salem OM, Hayallah AM, Bilkei-Gorzo A, Filipek B, Zimmer A, Müller CE. Antinociceptive Effects of Novel A2B Adenosine Receptor Antagonists. The Journal of Pharmacology and Experimental Therapeutics. 2004 Jan;308(1):358–66. doi: 10.1124/jpet.103.056036.|Deckert J, Berger W, Kleopa K, Heckers S, Ransmayr G, Heinsen H, Beckmann H, Riederer P. Adenosine A1 receptors in human hippocampus: inhibition of [3H]8-cyclopentyl-1,3-dipropylxanthine binding by antagonist drugs. Neurosci Lett. 1993 Feb 19;150(2):191–4. doi: 10.1016/0304-3940(93)90533-q. PMID: 8469419.",Caffeine,,IUPHAR/BPS Guide to PHARMACOLOGY,PMID:8469419|PMID:14563788,https://www.ncbi.nlm.nih.gov/pubmed/8469419|https://www.ncbi.nlm.nih.gov/pubmed/14563788,134,ADORA1,17850432|30149123,,8469419|14563788,P30542,Adenosine receptor A1,407,caffeine,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=407,18,A1 receptor,https://guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=18,9606,Homo sapiens (human)
,,,2519,,Caffeine,,Drug Gene Interaction database (DGIdb),,,134,ADORA1,,,,,,,CAFFEINE,https://www.dgidb.org/drugs/rxcui:1886,,ADORA1,https://www.dgidb.org/genes/hgnc:262,9606,Homo sapiens (human)
ANTAGONIST,Ki,4.97,2519,,Caffeine,,DrugCentral,,,134,ADORA1,,,,P30542,Adenosine receptor A1,463,caffeine,https://drugcentral.org/drugcard/463,146,Adenosine receptor A1,https://drugcentral.org/target/P30542/view,9606,Homo sapiens (human)
,,,2519,,Caffeine,,Drug Gene Interaction database (DGIdb),,,134,ADORA1,,,,,,,CAFFEINE,https://www.dgidb.org/drugs/rxcui:1886,,ADORA1,https://www.dgidb.org/genes/hgnc:262,9606,Homo sapiens (human)
Antagonist,,,2519,,Caffeine,,Therapeutic Target Database (TTD),,,134,ADORA1,,,,P30542,Adenosine receptor A1,D0B3HD,Caffeine,https://ttd.idrblab.cn/data/drug/details/D0B3HD,T92072,Adenosine A1 receptor (ADORA1),https://ttd.idrblab.cn/data/target/details/T92072,9606,Homo sapiens (human)
[caffeine co-treated with mianserin] results in decreased expression of ADORA1 mRNA,,,2519,"Szopa A, Poleszak E, Doboszewska U, Herbet M, Swiader K, Wyska E, Serefko A, Wlaz A, Korga A, Ostrowska M, Jus P, Jedynak S, Dudka J, Wlaz P. Withdrawal of caffeine after its chronic administration modifies the antidepressant-like activity of atypical antidepressants in mice. Changes in cortical expression of Comt, Slc6a15 and Adora1 genes. Psychopharmacology (Berl). 2018 Aug;235(8):2423–34. PMID: 29882086; PMCID: PMC6061707.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:29882086,https://www.ncbi.nlm.nih.gov/pubmed/29882086,134,ADORA1,10235711,PMC6061707,29882086,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,134,ADORA1,https://ctdbase.org/detail.go?type=gene&acc=134,10090,Mus musculus (house mouse)
Caffeine promotes the reaction [phenylisopropyladenosine binds to and results in increased activity of ADORA1 protein],,,2519,"Green RM, Stiles GL. Chronic caffeine ingestion sensitizes the A1 adenosine receptor-adenylate cyclase system in rat cerebral cortex. J Clin Invest. 1986 Jan;77(1):222–7. PMID: 3003150; PMCID: PMC423330.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:3003150,https://www.ncbi.nlm.nih.gov/pubmed/3003150,134,ADORA1,9620401,PMC423330,3003150,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,134,ADORA1,https://ctdbase.org/detail.go?type=gene&acc=134,10116,Rattus norvegicus (Norway rat)
Caffeine results in decreased expression of ADORA1 mRNA,,,2519,"León D, Albasanz JL, Ruíz MA, Fernández M, Martín M. Adenosine A<sub>1</sub> receptor down-regulation in mothers and fetal brain after caffeine and theophylline treatments to pregnant rats. Journal of Neurochemistry. 2002 Jul 24;82(3):625–34. doi: 10.1046/j.1471-4159.2002.01008.x.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:12153486,https://www.ncbi.nlm.nih.gov/pubmed/12153486,134,ADORA1,12521075,,12153486,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,134,ADORA1,https://ctdbase.org/detail.go?type=gene&acc=134,10116,Rattus norvegicus (Norway rat)
,,,2519,,Caffeine,,Drug Gene Interaction database (DGIdb),,,134,ADORA1,,,,,,,CAFFEINE,https://www.dgidb.org/drugs/rxcui:1886,,ADORA1,https://www.dgidb.org/genes/hgnc:262,9606,Homo sapiens (human)
"[8-cyclopentyl-1,3-dimethylxanthine binds to and results in decreased activity of ADORA1 protein] inhibits the reaction [[caffeine co-treated with [N(6)-cyclopentyladenosine binds to and results in increased activity of ADORA1 protein]] results in decreased susceptibility to methamphetamine]|[caffeine co-treated with [N(6)-cyclopentyladenosine binds to and results in increased activity of ADORA1 protein]] results in decreased susceptibility to methamphetamine|caffeine results in increased expression of ADORA1 protein",,,2519,"Delle Donne KT, Sonsalla PK. Protection against methamphetamine-induced neurotoxicity to neostriatal dopaminergic neurons by adenosine receptor activation. The Journal of Pharmacology and Experimental Therapeutics. 1994 Dec;271(3):1320–6. doi: 10.1016/s0022-3565(25)24014-9.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:7996441,https://www.ncbi.nlm.nih.gov/pubmed/7996441,134,ADORA1,165574,,7996441,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,134,ADORA1,https://ctdbase.org/detail.go?type=gene&acc=134,10090,Mus musculus (house mouse)
Caffeine inhibits the reaction [N(6)-cyclopentyladenosine binds to and results in increased activity of ADORA1 protein],,,2519,"Dzhala V, Desfreres L, Melyan Z, Ben-Ari Y, Khazipov R. Epileptogenic action of caffeine during anoxia in the neonatal rat hippocampus. Ann Neurol. 1999 Jul;46(1):95–102. doi: 10.1002/1531-8249(199907)46:1<95::aid-ana14>3.0.co;2-1.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:10401785,https://www.ncbi.nlm.nih.gov/pubmed/10401785,134,ADORA1,9114050,,10401785,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,134,ADORA1,https://ctdbase.org/detail.go?type=gene&acc=134,10116,Rattus norvegicus (Norway rat)
Caffeine results in decreased activity of ADORA1 protein,,,2519,"León D, Albasanz JL, Ruíz MA, Martín M. Chronic caffeine or theophylline intake during pregnancy inhibits A1 receptor function in the rat brain. Neuroscience. 2005;131(2):481–9. doi: 10.1016/j.neuroscience.2004.11.028. PMID: 15708489.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:15708489,https://www.ncbi.nlm.nih.gov/pubmed/15708489,134,ADORA1,15282872,,15708489,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,134,ADORA1,https://ctdbase.org/detail.go?type=gene&acc=134,10116,Rattus norvegicus (Norway rat)
